cohort,target_id,target_name_raw,outer_fold_id,selection_rank,block_id,selected_feature_id,abs_spearman_train,block_member_scores_json,feature_name_raw,promotion_status
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,1,AIX-BLOCK-009,SFX014,0.6120300751879698,"{""SFX014"": 0.6120300751879698}",Global: Angle-Z (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,2,AIX-BLOCK-023,SFX028,0.6030075187969924,"{""SFX028"": 0.6030075187969924}",Global: Angle-Y (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,3,AIX-BLOCK-015,SFX020,0.5969924812030075,"{""SFX020"": 0.5969924812030075}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,4,AIX-BLOCK-019,SFX024,0.5278195488721804,"{""SFX024"": 0.5278195488721804}",Global: Angle-X (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,5,AIX-BLOCK-017,SFX022,0.5187969924812029,"{""SFX022"": 0.5187969924812029}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,6,AIX-BLOCK-033,SFX040,0.41915481703535407,"{""SFX040"": 0.41915481703535407}",bbox_x_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,7,AIX-BLOCK-034,SFX041,0.41915481703535407,"{""SFX041"": 0.41915481703535407, ""SFX042"": 0.41915481703535407}",bbox_y_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF30,8,AIX-BLOCK-028,SFX033,0.41052631578947363,"{""SFX033"": 0.41052631578947363}",total_strut_length_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,1,AIX-BLOCK-017,SFX022,0.7699248120300751,"{""SFX022"": 0.7699248120300751}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,2,AIX-BLOCK-015,SFX020,0.7082706766917292,"{""SFX020"": 0.7082706766917292}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,3,AIX-BLOCK-001,SFX004,0.6917293233082705,"{""SFX004"": 0.6917293233082705}",Actual VF,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,4,AIX-BLOCK-016,SFX021,0.6721804511278194,"{""SFX021"": 0.6721804511278194}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,5,AIX-BLOCK-014,SFX019,0.669172932330827,"{""SFX019"": 0.669172932330827}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,6,AIX-BLOCK-033,SFX040,0.6091078245741371,"{""SFX040"": 0.6091078245741371}",bbox_x_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,7,AIX-BLOCK-034,SFX041,0.6091078245741371,"{""SFX041"": 0.6091078245741371, ""SFX042"": 0.6091078245741371}",bbox_y_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF45,8,AIX-BLOCK-032,SFX039,0.5864661654135337,"{""SFX039"": 0.5864661654135337}",solid_volume_mm3_approx,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,1,AIX-BLOCK-029,SFX034,0.716810881831352,"{""SFX034"": 0.716810881831352, ""SFX036"": 0.716810881831352}",mean_radius_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,2,AIX-BLOCK-031,SFX038,0.716810881831352,"{""SFX038"": 0.716810881831352}",surface_to_solid_volume_1_per_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,3,AIX-BLOCK-033,SFX040,0.6899741289916085,"{""SFX040"": 0.6899741289916085}",bbox_x_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,4,AIX-BLOCK-034,SFX041,0.6793697513646985,"{""SFX041"": 0.6793697513646985, ""SFX042"": 0.6793697513646985}",bbox_y_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,5,AIX-BLOCK-001,SFX004,0.6676691729323309,"{""SFX004"": 0.6676691729323309}",Actual VF,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,6,AIX-BLOCK-028,SFX033,0.5684210526315789,"{""SFX033"": 0.5684210526315789}",total_strut_length_mm,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,7,AIX-BLOCK-016,SFX021,0.5338345864661653,"{""SFX021"": 0.5338345864661653}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-MODULUS,Modulus,HOLD_VF60,8,AIX-BLOCK-004,SFX007,0.5203007518796992,"{""SFX007"": 0.5203007518796992, ""SFX009"": 0.5203007518796992}",Global: Strut No. at Nodes-AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,1,AIX-BLOCK-011,SFX016,0.7398496240601502,"{""SFX016"": 0.7398496240601502}",Node: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,2,AIX-BLOCK-007,SFX012,0.732330827067669,"{""SFX012"": 0.732330827067669}",Global: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,3,AIX-BLOCK-017,SFX022,0.7157894736842104,"{""SFX022"": 0.7157894736842104}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,4,AIX-BLOCK-015,SFX020,0.6992481203007518,"{""SFX020"": 0.6992481203007518}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,5,AIX-BLOCK-025,SFX030,0.669172932330827,"{""SFX030"": 0.669172932330827}",Node: Angle-Y (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,6,AIX-BLOCK-021,SFX026,0.6601503759398496,"{""SFX026"": 0.6601503759398496}",Node: Angle-X (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,7,AIX-BLOCK-013,SFX018,0.6165413533834586,"{""SFX018"": 0.6165413533834586}",Node: Angle-Z (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF30,8,AIX-BLOCK-005,SFX008,0.5789473684210527,"{""SFX008"": 0.5789473684210527, ""SFX010"": 0.5789473684210527}",Global: Strut No. at Nodes-STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,1,AIX-BLOCK-017,SFX022,0.8706766917293233,"{""SFX022"": 0.8706766917293233}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,2,AIX-BLOCK-015,SFX020,0.825563909774436,"{""SFX020"": 0.825563909774436}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,3,AIX-BLOCK-014,SFX019,0.7443609022556391,"{""SFX019"": 0.7443609022556391}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,4,AIX-BLOCK-016,SFX021,0.7428571428571428,"{""SFX021"": 0.7428571428571428}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,5,AIX-BLOCK-032,SFX039,0.6511278195488721,"{""SFX039"": 0.6511278195488721}",solid_volume_mm3_approx,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,6,AIX-BLOCK-001,SFX004,0.5699248120300752,"{""SFX004"": 0.5699248120300752}",Actual VF,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,7,AIX-BLOCK-030,SFX037,0.5007518796992482,"{""SFX037"": 0.5007518796992482}",surface_area_mm2,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF45,8,AIX-BLOCK-024,SFX029,0.393984962406015,"{""SFX029"": 0.393984962406015}",Node: Angle-Y (weighted with length)-AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,1,AIX-BLOCK-015,SFX020,0.7218045112781954,"{""SFX020"": 0.7218045112781954}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,2,AIX-BLOCK-017,SFX022,0.7142857142857143,"{""SFX022"": 0.7142857142857143}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,3,AIX-BLOCK-014,SFX019,0.6781954887218045,"{""SFX019"": 0.6781954887218045}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,4,AIX-BLOCK-016,SFX021,0.6721804511278194,"{""SFX021"": 0.6721804511278194}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,5,AIX-BLOCK-032,SFX039,0.5954887218045113,"{""SFX039"": 0.5954887218045113}",solid_volume_mm3_approx,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,6,AIX-BLOCK-001,SFX004,0.524812030075188,"{""SFX004"": 0.524812030075188}",Actual VF,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,7,AIX-BLOCK-024,SFX029,0.4586466165413533,"{""SFX029"": 0.4586466165413533}",Node: Angle-Y (weighted with length)-AVG,not_promoted
voronoi,COMP-Y-COMP-STRENGTH,Com. Strength,HOLD_VF60,8,AIX-BLOCK-007,SFX012,0.38646616541353385,"{""SFX012"": 0.38646616541353385}",Global: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,1,AIX-BLOCK-011,SFX016,0.8962406015037594,"{""SFX016"": 0.8962406015037594}",Node: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,2,AIX-BLOCK-007,SFX012,0.8661654135338346,"{""SFX012"": 0.8661654135338346}",Global: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,3,AIX-BLOCK-029,SFX034,0.8176006595495064,"{""SFX034"": 0.8176006595495064, ""SFX036"": 0.8176006595495064}",mean_radius_mm,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,4,AIX-BLOCK-031,SFX038,0.8176006595495064,"{""SFX038"": 0.8176006595495064}",surface_to_solid_volume_1_per_mm,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,5,AIX-BLOCK-006,SFX011,0.8120300751879698,"{""SFX011"": 0.8120300751879698}",Global: Length - AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,6,AIX-BLOCK-004,SFX007,0.8030075187969924,"{""SFX007"": 0.8030075187969924, ""SFX009"": 0.8030075187969924}",Global: Strut No. at Nodes-AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,7,AIX-BLOCK-030,SFX037,0.7924812030075187,"{""SFX037"": 0.7924812030075187}",surface_area_mm2,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF30,8,AIX-BLOCK-010,SFX015,0.7909774436090224,"{""SFX015"": 0.7909774436090224}",Node: Length - AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,1,AIX-BLOCK-006,SFX011,0.7984962406015037,"{""SFX011"": 0.7984962406015037}",Global: Length - AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,2,AIX-BLOCK-010,SFX015,0.7804511278195487,"{""SFX015"": 0.7804511278195487}",Node: Length - AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,3,AIX-BLOCK-011,SFX016,0.7669172932330827,"{""SFX016"": 0.7669172932330827}",Node: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,4,AIX-BLOCK-027,SFX032,0.7578947368421052,"{""SFX032"": 0.7578947368421052}",maxwell_index_M_3D,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,5,AIX-BLOCK-003,SFX006,0.7518796992481201,"{""SFX006"": 0.7518796992481201}",Strut 개수,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,6,AIX-BLOCK-007,SFX012,0.7518796992481201,"{""SFX012"": 0.7518796992481201}",Global: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,7,AIX-BLOCK-002,SFX005,0.7458646616541353,"{""SFX005"": 0.7458646616541353}",Node 개수,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF45,8,AIX-BLOCK-028,SFX033,0.7383458646616541,"{""SFX033"": 0.7383458646616541}",total_strut_length_mm,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,1,AIX-BLOCK-006,SFX011,0.7819548872180451,"{""SFX011"": 0.7819548872180451}",Global: Length - AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,2,AIX-BLOCK-027,SFX032,0.776231720933846,"{""SFX032"": 0.776231720933846}",maxwell_index_M_3D,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,3,AIX-BLOCK-010,SFX015,0.77593984962406,"{""SFX015"": 0.77593984962406}",Node: Length - AVG,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,4,AIX-BLOCK-034,SFX041,0.7637210292187047,"{""SFX041"": 0.7637210292187047, ""SFX042"": 0.7637210292187047}",bbox_y_mm,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,5,AIX-BLOCK-011,SFX016,0.7624060150375939,"{""SFX016"": 0.7624060150375939}",Node: Length - STDEV,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,6,AIX-BLOCK-002,SFX005,0.7593984962406014,"{""SFX005"": 0.7593984962406014}",Node 개수,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,7,AIX-BLOCK-003,SFX006,0.7548872180451127,"{""SFX006"": 0.7548872180451127}",Strut 개수,not_promoted
voronoi,COMP-Y-COMP-STRAIN,Com. strain,HOLD_VF60,8,AIX-BLOCK-028,SFX033,0.7548872180451127,"{""SFX033"": 0.7548872180451127}",total_strut_length_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,1,AIX-BLOCK-019,SFX024,0.4631578947368421,"{""SFX024"": 0.4631578947368421}",Global: Angle-X (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,2,AIX-BLOCK-023,SFX028,0.45714285714285713,"{""SFX028"": 0.45714285714285713}",Global: Angle-Y (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,3,AIX-BLOCK-009,SFX014,0.4300751879699248,"{""SFX014"": 0.4300751879699248}",Global: Angle-Z (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,4,AIX-BLOCK-015,SFX020,0.38195488721804516,"{""SFX020"": 0.38195488721804516}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,5,AIX-BLOCK-017,SFX022,0.33233082706766914,"{""SFX022"": 0.33233082706766914}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,6,AIX-BLOCK-037,SFX045,0.3233082706766917,"{""SFX045"": 0.3233082706766917}",mass_center_z_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,7,AIX-BLOCK-024,SFX029,0.24060150375939846,"{""SFX029"": 0.24060150375939846}",Node: Angle-Y (weighted with length)-AVG,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF30,8,AIX-BLOCK-018,SFX023,0.22556390977443608,"{""SFX023"": 0.22556390977443608}",Global: Angle-X (weighted with length)-AVG,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,1,AIX-BLOCK-017,SFX022,0.5729323308270676,"{""SFX022"": 0.5729323308270676}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,2,AIX-BLOCK-001,SFX004,0.49624060150375937,"{""SFX004"": 0.49624060150375937}",Actual VF,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,3,AIX-BLOCK-032,SFX039,0.46917293233082696,"{""SFX039"": 0.46917293233082696}",solid_volume_mm3_approx,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,4,AIX-BLOCK-015,SFX020,0.4526315789473684,"{""SFX020"": 0.4526315789473684}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,5,AIX-BLOCK-014,SFX019,0.43909774436090226,"{""SFX019"": 0.43909774436090226}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,6,AIX-BLOCK-016,SFX021,0.39097744360902253,"{""SFX021"": 0.39097744360902253}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,7,AIX-BLOCK-033,SFX040,0.3844993142624241,"{""SFX040"": 0.3844993142624241}",bbox_x_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF45,8,AIX-BLOCK-034,SFX041,0.3844993142624241,"{""SFX041"": 0.3844993142624241, ""SFX042"": 0.3844993142624241}",bbox_y_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,1,AIX-BLOCK-029,SFX034,0.6776984307765458,"{""SFX034"": 0.6776984307765458, ""SFX036"": 0.6776984307765458}",mean_radius_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,2,AIX-BLOCK-031,SFX038,0.6776984307765458,"{""SFX038"": 0.6776984307765458}",surface_to_solid_volume_1_per_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,3,AIX-BLOCK-001,SFX004,0.6661654135338345,"{""SFX004"": 0.6661654135338345}",Actual VF,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,4,AIX-BLOCK-033,SFX040,0.6467084245333888,"{""SFX040"": 0.6467084245333888}",bbox_x_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,5,AIX-BLOCK-034,SFX041,0.6368141517266414,"{""SFX041"": 0.6368141517266414, ""SFX042"": 0.6368141517266414}",bbox_y_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,6,AIX-BLOCK-028,SFX033,0.5142857142857143,"{""SFX033"": 0.5142857142857143}",total_strut_length_mm,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,7,AIX-BLOCK-004,SFX007,0.4827067669172932,"{""SFX007"": 0.4827067669172932, ""SFX009"": 0.4827067669172932}",Global: Strut No. at Nodes-AVG,not_promoted
voronoi,COMP-Y-APS,APS,HOLD_VF60,8,AIX-BLOCK-002,SFX005,0.44360902255639095,"{""SFX005"": 0.44360902255639095}",Node 개수,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,1,AIX-BLOCK-015,SFX020,0.5157894736842105,"{""SFX020"": 0.5157894736842105}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,2,AIX-BLOCK-017,SFX022,0.49323308270676686,"{""SFX022"": 0.49323308270676686}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,3,AIX-BLOCK-023,SFX028,0.43458646616541347,"{""SFX028"": 0.43458646616541347}",Global: Angle-Y (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,4,AIX-BLOCK-019,SFX024,0.4300751879699248,"{""SFX024"": 0.4300751879699248}",Global: Angle-X (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,5,AIX-BLOCK-009,SFX014,0.42255639097744363,"{""SFX014"": 0.42255639097744363}",Global: Angle-Z (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,6,AIX-BLOCK-037,SFX045,0.3714285714285714,"{""SFX045"": 0.3714285714285714}",mass_center_z_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,7,AIX-BLOCK-025,SFX030,0.26766917293233083,"{""SFX030"": 0.26766917293233083}",Node: Angle-Y (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF30,8,AIX-BLOCK-024,SFX029,0.26165413533834586,"{""SFX029"": 0.26165413533834586}",Node: Angle-Y (weighted with length)-AVG,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,1,AIX-BLOCK-017,SFX022,0.6917293233082705,"{""SFX022"": 0.6917293233082705}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,2,AIX-BLOCK-015,SFX020,0.5714285714285714,"{""SFX020"": 0.5714285714285714}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,3,AIX-BLOCK-014,SFX019,0.5654135338345864,"{""SFX019"": 0.5654135338345864}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,4,AIX-BLOCK-001,SFX004,0.5503759398496241,"{""SFX004"": 0.5503759398496241}",Actual VF,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,5,AIX-BLOCK-032,SFX039,0.5428571428571428,"{""SFX039"": 0.5428571428571428}",solid_volume_mm3_approx,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,6,AIX-BLOCK-016,SFX021,0.5203007518796992,"{""SFX021"": 0.5203007518796992}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,7,AIX-BLOCK-033,SFX040,0.4073408576839543,"{""SFX040"": 0.4073408576839543}",bbox_x_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF45,8,AIX-BLOCK-034,SFX041,0.4073408576839543,"{""SFX041"": 0.4073408576839543, ""SFX042"": 0.4073408576839543}",bbox_y_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,1,AIX-BLOCK-001,SFX004,0.6857142857142857,"{""SFX004"": 0.6857142857142857}",Actual VF,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,2,AIX-BLOCK-029,SFX034,0.6280557044377533,"{""SFX034"": 0.6280557044377533, ""SFX036"": 0.6280557044377533}",mean_radius_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,3,AIX-BLOCK-031,SFX038,0.6280557044377533,"{""SFX038"": 0.6280557044377533}",surface_to_solid_volume_1_per_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,4,AIX-BLOCK-033,SFX040,0.5897798660357314,"{""SFX040"": 0.5897798660357314}",bbox_x_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,5,AIX-BLOCK-034,SFX041,0.5783002022243127,"{""SFX041"": 0.5783002022243127, ""SFX042"": 0.5783002022243127}",bbox_y_mm,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,6,AIX-BLOCK-015,SFX020,0.5338345864661653,"{""SFX020"": 0.5338345864661653}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,7,AIX-BLOCK-014,SFX019,0.5263157894736841,"{""SFX019"": 0.5263157894736841}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-AS,AS,HOLD_VF60,8,AIX-BLOCK-016,SFX021,0.5218045112781955,"{""SFX021"": 0.5218045112781955}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,1,AIX-BLOCK-015,SFX020,0.8045112781954886,"{""SFX020"": 0.8045112781954886}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,2,AIX-BLOCK-017,SFX022,0.7984962406015037,"{""SFX022"": 0.7984962406015037}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,3,AIX-BLOCK-023,SFX028,0.5172932330827067,"{""SFX028"": 0.5172932330827067}",Global: Angle-Y (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,4,AIX-BLOCK-009,SFX014,0.5097744360902255,"{""SFX014"": 0.5097744360902255}",Global: Angle-Z (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,5,AIX-BLOCK-037,SFX045,0.46917293233082696,"{""SFX045"": 0.46917293233082696}",mass_center_z_mm,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,6,AIX-BLOCK-036,SFX044,0.4586466165413533,"{""SFX044"": 0.4586466165413533}",mass_center_y_mm,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,7,AIX-BLOCK-007,SFX012,0.4270676691729323,"{""SFX012"": 0.4270676691729323}",Global: Length - STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF30,8,AIX-BLOCK-021,SFX026,0.42556390977443603,"{""SFX026"": 0.42556390977443603}",Node: Angle-X (weighted with length)-STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,1,AIX-BLOCK-017,SFX022,0.8360902255639097,"{""SFX022"": 0.8360902255639097}",Node: l/d STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,2,AIX-BLOCK-015,SFX020,0.78796992481203,"{""SFX020"": 0.78796992481203}",Global: l/d STDEV,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,3,AIX-BLOCK-014,SFX019,0.6902255639097743,"{""SFX019"": 0.6902255639097743}",Global: l/d AVG,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,4,AIX-BLOCK-016,SFX021,0.6887218045112782,"{""SFX021"": 0.6887218045112782}",Node: l/d AVG,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,5,AIX-BLOCK-032,SFX039,0.625563909774436,"{""SFX039"": 0.625563909774436}",solid_volume_mm3_approx,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,6,AIX-BLOCK-001,SFX004,0.6225563909774435,"{""SFX004"": 0.6225563909774435}",Actual VF,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,7,AIX-BLOCK-033,SFX040,0.47129717926423864,"{""SFX040"": 0.47129717926423864}",bbox_x_mm,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF45,8,AIX-BLOCK-034,SFX041,0.47129717926423864,"{""SFX041"": 0.47129717926423864, ""SFX042"": 0.47129717926423864}",bbox_y_mm,not_promoted
voronoi,COMP-Y-YIELD-STRENGTH,Yield strength,HOLD_VF60,1,AIX-BLOCK-015,SFX020,0.7428571428571428,"{""SFX020"": 0.7428571428571428}",Global: l/d STDEV,not_promoted
