model_key,raw_model_id,source_group,family_group,vf_group,weight,measured_vf,height,performance_source_file,performance_sheet,source_block_index,y__Modulus,y__Com. Strength,y__Com. strain,y__APS,y__AS,y__Yield strength,y__Yield strain,y__LCC,y__EAS,y__Densif. strength,y__Densifi. strain,y__EAE,y__SE,y__Total energy,y__SEA,y__Max. Plateau stress
VF30_B1,B1,bcl,B,30,10.4127,0.3167660618134027,30.12,New_VF30.xlsx,VF30,1,676.66,30.62196734230315,0.05827564671235106,25.67280939896847,21.911014714995215,27.32475665481576,0.042372592263479884,0.30063706332058404,0.11051671349234374,0.21046025664813164,0.12949078615458215,71.553256099016,0.8383788380409644,2.837274520889348,7.386445178701822,25.67280939896847
VF30_B2,B2,bcl,B,30,11.1071,0.340262842410308,29.91,New_VF30.xlsx,VF30,2,555.95,26.972612445030652,0.11819110817231303,25.15907729419184,21.399433195947605,22.23771074463181,0.04196242211413852,0.2133460228529356,0.12964921438153598,0.4571629227971297,0.1524271496300195,79.33763642494395,0.93276383018016,3.261854605756312,7.905381614674771,25.15907729419184
VF30_B3,B3,bcl,B,30,10.7297,0.32991462793850396,29.8,New_VF30.xlsx,VF30,3,171.7,8.352329124579438,0.049924080178746215,7.019715679141172,5.353632118631315,8.217614138699123,0.04895092581633011,0.40731905556357106,0.06371861315608854,0.3031087182307054,0.08354824125257171,64.09747555177772,0.8404500797847372,0.44728654782492566,1.1180392007851576,7.019715679141172
VF30_B4,B4,bcl,B,30,11.5127,0.35209968419083915,29.96,New_VF30.xlsx,VF30,4,191.99,157.78359950315738,0.9359139761026306,7.010895468343678,6.0858962979565785,9.18300549108376,0.04979915634295109,0.5809198368950933,0.10529120724994505,0.4733507985094721,0.12129448344575483,3.857115896151675,0.0444336134453783,0.7381856477650748,1.7289113593108028,7.010895468343678
VF30_B5,B5,bcl,B,30,11.7583,0.3585339756526695,30.05,New_VF30.xlsx,VF30,5,254.53,23.49072276034801,0.8381935911521401,8.90292688314536,8.022995804878978,12.737054161613498,0.052037185162123564,0.4723448433783675,0.12594454192532412,1.5495199709992091,0.1397576510523066,34.15389082204688,0.37899757167852527,1.1212750480923959,2.579019388488034,8.90292688314536
VF30_C1,C1,bcl,C,30,11.8651,0.3615498880671534,30.07,New_VF30.xlsx,VF30,6,300.15,19.053771322449872,0.7743414957182986,6.770669717032425,6.723188922982557,11.555190350388957,0.040453900108055774,0.31777754652155676,0.6609606281420627,6.0234502890325405,0.6656284927252822,35.28534487585165,0.3553453855644298,4.475146109112194,10.207320557846398,6.770669717032425
VF30_C2,C2,bcl,C,30,11.6843,0.3559222383104204,30.08,New_VF30.xlsx,VF30,7,356.34,17.38831751077942,0.7944564356013459,7.747275217534975,7.690423241329467,14.23531918297202,0.04192983985666507,0.4157920879038452,0.27236318502098794,1.8418505083231342,0.2743766483673034,44.22752941198593,0.44554484427445384,2.110072553481993,4.888943639573146,7.747275217534975
VF30_C3,C3,bcl,C,30,12.0802,0.3705690623467913,29.87,New_VF30.xlsx,VF30,8,382.71,29.59412368969885,0.8081221215273139,10.157754381107083,9.976585543603578,14.392278998029834,0.03959182356949673,0.2648318439656224,0.5799803822497999,7.585930388544892,0.5905124797462626,33.711373407134325,0.3432355182269784,5.891298268754065,13.110360040306912,10.157754381107083
VF30_C4,C4,bcl,C,30,10.8548,0.33142562750801374,30.01,New_VF30.xlsx,VF30,9,494.03,35.60376452697425,0.8170914037377773,10.929343083281172,10.736007015457352,19.578717969635555,0.04161656201835048,0.5243975898002446,0.16163156138170612,2.3467641401960426,0.1645422534545384,30.15413442396941,0.3069715584429518,1.766526787427086,4.395486052402456,10.929343083281172
VF30_C5,C5,bcl,C,30,10.9686,0.33523536482991845,29.98,New_VF30.xlsx,VF30,10,423.68,20.980284514140365,0.8158507988185225,14.42957199547897,12.968165303389767,16.041797322028337,0.039833453921924805,0.25949882041594685,0.15046260009171758,5.03791982014113,0.16741851062639446,61.811198483268605,0.687768175200564,2.1711109206503996,5.340783223108609,14.42957199547897
VF30_C6,C6,bcl,C,30,10.6086,0.3246657942857662,29.94,New_VF30.xlsx,VF30,11,527.39,33.16230676641593,0.12278843357130664,25.456541039851768,21.744526505683233,20.431266397884738,0.04069090518119306,0.3176872865791431,0.13883417037649895,0.6844645359425373,0.16253459255594258,65.57000590714127,0.7676348095794129,3.534237755923118,8.977015871189822,25.456541039851768
VF30_C7,C7,bcl,C,30,12.7293,0.39008889789593326,29.9,New_VF30.xlsx,VF30,12,244.84,12.589722849331853,0.07090979613200135,9.274313834008016,7.930485022814307,9.940754014517685,0.04258203693467694,0.3829525199790163,0.11179824492227756,5.35490474134477,0.13074257205173379,62.9917363370329,0.736657505887845,1.0368520095004952,2.1919263098252317,9.274313834008016
VF30_C8,C8,bcl,C,30,10.997,0.33768025175623706,29.84,New_VF30.xlsx,VF30,13,474.88,20.92709487722106,0.8827211476908403,10.57828404073554,10.361783886546688,18.656702508465944,0.041266724098347,0.44166588322405526,0.17284299279149049,1.9742542337001,0.17645439165866872,49.513723463954804,0.5054826817959286,1.8283822721991918,4.4651299720088655,10.57828404073554
VF30_C9,C9,bcl,C,30,10.6762,0.32575540130625086,30.03,New_VF30.xlsx,VF30,14,501.95,23.637367083166293,0.849595949544964,12.557652881701474,11.868091263708186,19.476098996375114,0.04060494055395509,0.45811191938296947,0.13836012558690255,0.5457400769562203,0.1463991463481609,50.209023796733376,0.5312627602523716,1.7374784297889445,4.398459144817989,12.557652881701474
VF30_C10,C10,bcl,C,30,11.8413,0.3614256351520693,30.02,New_VF30.xlsx,VF30,15,311.72,24.655448436472337,0.7988928897007996,14.97123034513451,12.9831338091224,14.018559210762328,0.04696084439766839,0.3314171952758108,0.15786389273314771,2.7360784424514195,0.18203745998727533,52.65827487411138,0.6072179292828377,2.3634167012875604,5.392549165664859,14.97123034513451
VF30_C11,C11,bcl,C,30,10.9806,0.334486424517635,30.08,New_VF30.xlsx,VF30,16,418.34,20.994042530572095,0.7442249588428442,10.365721082570696,9.714094495074772,15.51300294584995,0.03907203331092922,0.3687407788630194,0.12836671162736643,2.225634255614447,0.13697761841731218,46.270719328727864,0.4937458361092606,1.330613529016065,3.280546550964693,10.365721082570696
VF30_C12,C12,bcl,C,30,11.5827,0.354832712840064,29.91,New_VF30.xlsx,VF30,17,379.17,19.13264657745603,0.7674123913966073,7.778837837212318,7.74360926740428,14.059833573286019,0.03906066956444425,0.2777085263377059,0.5268344146413712,4.509167114817788,0.5292311810990481,40.473278153418484,0.40657406207346725,4.098159478557902,9.52440752184725,7.778837837212318
VF30_C13,C13,bcl,C,30,12.2419,0.37502711693446084,29.91,New_VF30.xlsx,VF30,18,381.76,24.650069360344386,0.7637932847701453,11.391605258187015,10.732770496826651,14.458213759432763,0.03982136902290356,0.319886799413931,0.22009227407642704,5.599595083059001,0.23360271305499983,43.54052858809767,0.4621327872007198,2.507204306655364,5.513150142613135,11.391605258187015
VF30_C14,C14,bcl,C,30,11.9208,0.3633680030283794,30.06,New_VF30.xlsx,VF30,19,282.91,23.086482075951274,0.783866401871106,8.058418758660236,7.932029571726449,11.803155074592306,0.04368010779259638,0.15778987809665485,0.6606974458998679,6.0850462690255664,0.6712250179722371,34.35789630326175,0.34905356009413535,5.324176691838402,12.083104843718216,8.058418758660236
VF30_F1,F1,bcl,F,30,11.1462,0.3404362777855204,30.0,New_VF30.xlsx,VF30,20,350.77,15.502982855143456,0.04945385672530797,13.25204997107165,9.233626151631835,14.034279216235129,0.040653856725307955,0.49978478660200765,0.04307466412711872,0.1631892932120364,0.061820523391974636,59.56031970046575,0.8548064649813497,0.5708276014997046,1.3827443649398024,13.25204997107165
VF30_F2,F2,bcl,F,30,10.8915,0.3342167018155021,29.86,New_VF30.xlsx,VF30,21,287.95,20.711778270265803,0.8380440160932301,8.098095526855031,7.288855070317875,12.865903997741357,0.04628246217494475,0.4911431804827241,0.07608078576573749,1.629016268447872,0.08452760618030308,35.19183613886928,0.3909898716171948,0.6161094708891347,1.5202062085731631,8.098095526855031
VF30_L1,L1,bcl,L,30,10.9134,0.33177761588949034,30.14,New_VF30.xlsx,VF30,22,465.36,20.89753196503381,0.04789679176881867,19.14559039885893,11.743637815506412,19.75888439001594,0.04444622773431302,0.6452908525016327,0.03292033709009132,0.3348963455934906,0.05366985082654925,56.19629071584201,0.9161651448072304,0.6302792897192518,1.5666021599982063,19.14559039885893
VF30_L2,L2,bcl,L,30,11.0073,0.33100808798636716,30.47,New_VF30.xlsx,VF30,23,315.98,15.676018433430535,0.05332828126618596,12.671582333754335,8.886664932903306,14.937533625003404,0.049258704633432425,0.5272598605406246,0.045155971142546505,0.30210742162928234,0.06438834034068547,56.689553987456954,0.8083418878055817,0.5721976061934129,1.4255425903393166,12.671582333754335
VF30_L3,L3,bcl,L,30,12.4399,0.3796963812020831,30.02,New_VF30.xlsx,VF30,24,392.72,23.469044089647017,0.7840392616695818,8.023136062581791,7.955959063193926,14.982731388901838,0.0401351977122201,0.5726830886468138,0.14992855358574375,1.7557888346369341,0.15119449151635067,33.89980023389008,0.34186036857466495,1.2028971850845072,2.612551238081754,8.023136062581791
VF30_L4,L4,bcl,L,30,10.9762,0.3355795795283387,29.97,New_VF30.xlsx,VF30,25,396.76,22.680495403828274,0.8656719879157877,10.000633676867425,9.388366680419846,14.965815945299823,0.03967932858979504,0.45013558306414375,0.1336963257022953,2.615706769200633,0.1424153979925311,41.39401063891739,0.4409354160394311,1.3370479772918105,3.2856721899648322,10.000633676867425
VF30_L5,L5,bcl,L,30,11.0502,0.3387462374857672,29.89,New_VF30.xlsx,VF30,26,391.79,15.219521237552259,0.05033496749727337,13.403866247961004,9.926237860223063,13.874692852337514,0.03725366940426568,0.42396671151329546,0.04899455800291892,0.3936083078677309,0.06615965802922386,65.22043437037505,0.880702227011494,0.6567165023490926,1.5987340165510977,13.403866247961004
VF30_L6,L6,bcl,L,30,10.8405,0.3314307712939774,29.97,New_VF30.xlsx,VF30,27,197.6,20.550629878206724,0.79443308239991,11.318476896195506,9.153933482899623,10.929046232129513,0.05729594526277276,0.34916341720187216,0.12179058062539172,5.464523116064757,0.1505892385560661,44.54332318352476,0.5507605831682261,1.3784838729827322,3.429901342739102,11.318476896195506
VF30_L7,L7,bcl,L,30,11.3626,0.34646829488540204,30.05,New_VF30.xlsx,VF30,28,260.2,19.97938144531181,0.8106917864861255,7.077553803333445,6.705156207569916,11.961973160676251,0.04796300112838844,0.42759206985303216,0.10773649659411585,3.30317221326985,0.11372007267580941,33.56037936371293,0.35424288898564493,0.7625108512275054,1.8149108453565101,7.077553803333445
VF30_L8,L8,bcl,L,30,10.7813,0.32973084725274643,29.96,New_VF30.xlsx,VF30,29,263.5,19.71304794245592,0.8023973009716411,11.564479396400682,8.1632467303507,12.636569193882,0.04992734102504563,0.5252761980406335,0.05225428831605082,0.404370214204224,0.07402613942290945,41.4103732420269,0.5866408599095579,0.6042936406045506,1.5113366407818263,11.564479396400682
VF30_L9,L9,bcl,L,30,9.1284,0.28002041594728977,29.87,New_VF30.xlsx,VF30,30,115.64,8.88824081083213,0.817507743568439,2.429420137215178,2.457659474861572,5.158354042000789,0.04656700034781641,0.43507774465319504,0.36336352927898447,1.1903893943078743,0.3591883595711174,27.650685069945602,0.27332969357158227,0.8827626751599418,2.5997227330446426,2.429420137215178
VF30_L10,L10,bcl,L,30,10.5181,0.3212523383194167,30.0,New_VF30.xlsx,VF30,31,165.9,5.706832650383624,0.03775851804563721,5.421757070668654,3.0637470275615706,5.360964004905828,0.034258518045637204,0.7784827912140335,0.0218076295948533,0.24210805183445677,0.03859185137897054,53.68559436127184,0.9500466200466198,0.11823566995041888,0.3035113840580818,5.421757070668654
VF30_L11,L11,bcl,L,30,11.1411,0.3394883699206043,30.07,New_VF30.xlsx,VF30,32,262.61,10.800566356733176,0.0401714805960985,8.563558557347482,5.786126592824618,9.98234163273824,0.03707869709094386,0.5652958277582303,0.03296229515746316,0.16364494479898756,0.04878471637927109,53.57243686778973,0.7928805096418743,0.2822745447655072,0.685676998230778,8.563558557347482
VF30_L12,L12,bcl,L,30,11.2244,0.34010389443492767,30.24,New_VF30.xlsx,VF30,33,377.0,24.502316702897257,0.813696243258248,10.15980665390569,9.680458771388322,17.412979736858983,0.04805470886671355,0.4358839948045112,0.10281796272925108,3.430324338405616,0.1079092062212109,39.508340736791084,0.41464677716390597,1.0446106218776723,2.5328857386606614,10.15980665390569
VF30_L13,L13,bcl,L,30,10.4737,0.3200029051547628,29.99,New_VF30.xlsx,VF30,34,266.54,10.763791168641452,0.043726961405913874,10.374378388918434,6.028968200785843,10.624903540658982,0.0412928166910089,0.7315654324660976,0.027058607446413745,1.3194324658334684,0.04656123949861144,56.01156791623993,0.9638219681502639,0.28071623232630216,0.723413103938362,10.374378388918434
VF30_L14,L14,bcl,L,30,10.8176,0.3309514959819043,29.95,New_VF30.xlsx,VF30,35,199.63,17.055201481104863,0.8575448917679607,2.8535558910285697,3.725208508421935,10.709860772583564,0.05116759627547319,0.9340439533421941,0.19686406967039857,0.2350126188341221,0.15080031747747652,21.84206684716697,0.1673129393510813,0.5617626257398246,1.3997847560287835,2.8535558910285697
VF30_L15,L15,bcl,L,30,11.0908,0.33784329062530155,30.08,New_VF30.xlsx,VF30,36,322.9,18.680587379521764,0.8954712879707567,10.428515589187931,9.105427998836703,15.490416647455547,0.04982634116224606,0.475005733234142,0.07717592503958953,0.4604370128755364,0.08839017094948011,48.74272855476886,0.5582541585721223,0.8048303373853587,1.9645442072435197,10.428515589187931
VF30_L16,L16,bcl,L,30,10.3375,0.2989927146668393,31.68,New_VF30.xlsx,VF30,37,448.75,15.793770184280529,0.04053041670828507,13.395798286805178,9.27595064084043,15.124857564711004,0.03566930559717396,0.5155542010130044,0.03293964747027064,0.297294497586457,0.04756955812242648,58.731705809375036,0.8481697612732113,0.44125287315021794,1.2170255786465793,13.395798286805178
VF30_L17,L17,bcl,L,30,11.0924,0.3390190872891151,29.98,New_VF30.xlsx,VF30,38,390.23,19.304058944809057,0.8142040641101485,5.906397295641944,6.855183310350726,15.633338058869132,0.042022609807279926,0.6944856619555414,0.11443144768672027,0.8521316342360533,0.09859365717218987,35.51161613187113,0.30596660073037124,0.6758775931532371,1.6440562203365046,5.906397295641944
VF30_L18,L18,bcl,L,30,10.6048,0.3256371313835176,29.84,New_VF30.xlsx,VF30,39,405.16,24.02128463971032,0.8259294254756888,11.817752717489197,9.825427699475977,15.763968044809898,0.04087580617273971,0.48128711058248674,0.06201418181470268,0.6483017161285456,0.07458894290196223,40.903006840996596,0.49197005467196825,0.7328682656635718,1.8559435484554998,11.817752717489197
VF30_L18-2,L18-2,bcl,L,30,10.6055,0.3242460260097115,29.97,New_VF30.xlsx,VF30,40,434.99,19.292620583631134,0.05276619852194199,14.102685781040055,11.000543064668062,17.33937125278393,0.04185528761103108,0.4961263695464554,0.05360025892961586,0.20560519272075808,0.06871548113789128,57.01943402132469,0.7309886036428618,0.7559076094667588,1.9225020932673507,14.102685781040055
VF30_L19,L19,bcl,L,30,10.9995,0.3370792449236263,29.9,New_VF30.xlsx,VF30,41,736.46,21.689591457248063,0.030028013466007794,14.812571480510218,12.100999187068002,20.76663011864176,0.028556441559653277,0.4528000905271463,0.03761857174379332,0.3296290495022502,0.046048080355639905,55.79173407170923,0.682934554563049,0.5572277829496405,1.3632437510045756,14.812571480510218
VF30_L20,L20,bcl,L,30,10.8219,0.3309725409630097,29.96,New_VF30.xlsx,VF30,42,792.95,30.717553296371246,0.8047392460489264,11.350105831529527,12.069677868484881,24.909753602084663,0.03311040759765806,0.6101839307355019,0.08170656992127397,1.812839210933385,0.07683537421982095,39.292445436761746,0.36949901973053134,0.9273782157377267,2.3106687558702323,11.350105831529527
VF30_L21,L21,bcl,L,30,11.5629,0.35387120946655415,29.94,New_VF30.xlsx,VF30,43,236.16,29.54621702996653,0.8819594656360585,9.538596244117809,8.29027170928727,12.119914743429415,0.053302151006799976,0.45786821843091724,0.12258570931167505,4.678412685935189,0.14104430197540385,28.05865705541614,0.32283646445985015,1.1692955864228611,2.7249080137119943,9.538596244117809
VF30_L22,L22,bcl,L,30,11.023,0.3362251033566369,30.04,New_VF30.xlsx,VF30,44,349.22,17.94432739584505,0.06752105322648831,13.650698266583934,11.441666693587765,15.697155640932595,0.04691519437162813,0.4445365013134701,0.09802881263224465,0.6609328690918987,0.11695514110931123,63.76202596613928,0.7607249893214001,1.3381617426742634,3.282095697626906,13.650698266583934
VF30_L23,L23,bcl,L,30,10.6601,0.3251558762852295,30.04,New_VF30.xlsx,VF30,45,383.84,16.436561151846607,0.0504353323188869,9.80071003627679,9.173845704949777,14.317919173853902,0.03928353471569117,0.47143920182599147,0.1378531446502396,2.426186781249707,0.14727288225230903,55.813656033026824,0.596274971737364,1.3510586983059194,3.4265366147971257,9.80071003627679
VF30_L24,L24,bcl,L,30,10.7535,0.32800477628101204,30.04,New_VF30.xlsx,VF30,46,504.38,21.612151412135578,0.05054001824834756,14.973814767965548,12.311253775331426,20.12165821129864,0.0418848917503449,0.5033195384500074,0.05816667411288795,0.7452466004184682,0.07074640972637686,56.964499001327816,0.6928423960401048,0.870977003835001,2.189773959704569,14.973814767965548
VF30_L25,L25,bcl,L,30,10.6998,0.3263668112941434,30.04,New_VF30.xlsx,VF30,47,323.85,19.814106223069594,0.07621312162220598,11.990879248264438,10.755375593182212,17.124562594852243,0.05487490590982248,0.49946842130922736,0.1259284215973796,2.2129156434699717,0.14039421349970266,54.28140675182064,0.6051688182787391,1.5099924972987144,3.815413106503678,11.990879248264438
VF30_L26,L26,bcl,L,30,11.123,0.3392753174848836,30.04,New_VF30.xlsx,VF30,48,424.54,35.40225442909287,0.13114684330215293,23.781544104858053,20.898834668014477,23.90716534064551,0.05827733597858435,0.44596738234826416,0.20435675034806325,5.600171607192304,0.23254497912106104,59.03249667298088,0.6717522510463303,4.859919071527933,11.812709882030855,23.781544104858053
VF30_L27,L27,bcl,L,30,10.8991,0.3324458880517392,30.04,New_VF30.xlsx,VF30,49,240.22,14.20448377297208,0.07224750763446823,9.347402571204407,8.060955636631567,11.530698592177336,0.049977201376146,0.4539448264663582,0.11351857529572695,2.707207495554679,0.1316349909899942,56.74937410939032,0.6580599985611867,1.0611038225987393,2.6321442089511535,9.347402571204407
VF30_T1,T1,bcl,T,30,10.9156,0.33518073620718203,29.84,New_VF30.xlsx,VF30,50,356.29,15.580317297812307,0.044992808377698264,11.118799235941582,9.049572494834079,15.381419630180659,0.04418851883346234,0.4426074553621976,0.05751254043497961,0.2651968901755286,0.07066304966456154,58.083364554486735,0.7136439536762718,0.6394703906455106,1.5733094663761806,11.118799235941582
