model_key,raw_model_id,source_group,family_group,vf_group,weight,measured_vf,height,performance_source_file,performance_sheet,source_block_index,y__Modulus,y__Com. Strength,y__Com. strain,y__APS,y__AS,y__Yield strength,y__Yield strain,y__LCC,y__EAS,y__Densif. strength,y__Densifi. strain,y__EAE,y__SE,y__Total energy,y__SEA,y__Max. Plateau stress
VF30_T2,T2,bcl,T,30,10.0335,0.3066557293566168,29.98,New_VF30.xlsx,VF30,51,447.21,25.94295424464045,0.15469711901636313,22.69795276272775,19.42338239487983,15.797664875227987,0.03728551127787082,0.2579048566100322,0.14079971621251244,0.3260985868739722,0.16453701227853793,74.86958582942613,0.8749178119302629,3.1958653075970798,8.594292891771008,22.69795276272775
VF30_T3,T3,bcl,T,30,9.8184,0.301388475979632,29.85,New_VF30.xlsx,VF30,52,511.2,29.677460013596928,0.13201124006212858,24.459131067077845,20.382549724951943,18.580670617208508,0.038342898353585876,0.27762916079852445,0.11603917874843654,1.0691258886885846,0.1392474209666512,68.68023650141737,0.824165243786757,2.8382174819240835,7.765900009359012,24.459131067077845
VF30_T4,T4,bcl,T,30,11.1393,0.3401121616704148,30.01,New_VF30.xlsx,VF30,53,450.07,27.245913880746546,0.8139358793254255,13.384544152717023,12.460356184456383,18.457963240553713,0.04299286033175684,0.3723157022332562,0.16485421593456667,7.252509450270662,0.17708149745271654,45.732935364159516,0.49124959475759317,2.2064985319377537,5.350005731877837,13.384544152717023
VF30_T5,T5,bcl,T,30,10.4379,0.32019029617635253,29.87,New_VF30.xlsx,VF30,54,304.47,15.129891512315696,0.06123068179716851,14.014442032319703,9.674283634300247,13.013094764032996,0.04472582742823647,0.4865992341190387,0.051650868334070905,0.24291110226194923,0.07482291480687724,63.941526787719546,0.9262751171025899,0.7238581001868141,1.8643096127882162,14.014442032319703
VF30_T6,T6,bcl,T,30,10.3943,0.31906647069533617,29.85,New_VF30.xlsx,VF30,55,314.97,18.665563769758425,0.8590267783382087,10.220759926342968,8.403926862521987,12.954458437220403,0.04304687884072141,0.5282702909361112,0.06825699482009125,0.8357715120787356,0.08301337800320047,45.023696932946976,0.5475730630168503,0.6976383573497882,1.803108864493238,10.220759926342968
VF30_T7,T7,bcl,T,30,11.7359,0.35761294311613945,30.07,New_VF30.xlsx,VF30,56,463.98,27.341789401068507,0.7979407740871581,18.00508695683139,15.808166207678102,17.95858440206545,0.04067439563687546,0.3046250483068127,0.14164172142078316,8.823941124890293,0.16132620807452094,57.816867710422514,0.6585189686278455,2.550271510896488,5.880929276782492,18.00508695683139
VF30_T8,T8,bcl,T,30,10.5716,0.3236415422961311,29.93,New_VF30.xlsx,VF30,57,297.58,13.560956537752089,0.047352972993998085,9.215688399844026,7.612129587817495,13.492293466674862,0.046317222910469844,0.475057747346371,0.05636192076507619,0.17165767769306445,0.06823503112964793,56.132689214261774,0.6795751003396144,0.5194138993876408,1.3234942873174242,9.215688399844026
VF30_T9,T9,bcl,T,30,10.2316,0.31344214947243726,29.91,New_VF30.xlsx,VF30,58,311.11,17.547097635902492,0.8715125137724354,4.307774856913531,5.265581007962693,13.860434698258336,0.04653758899811243,0.5587890402392837,0.16935197754108042,3.473970845087766,0.13854695041569853,30.008273261037626,0.24549785647169053,0.7295301908200511,1.919369717999624,4.307774856913531
VF30_T10,T10,bcl,T,30,17.7807,0.5459844732565359,29.84,New_VF30.xlsx,VF30,59,351.34,20.6762086503231,0.77014062087099,8.44636443757802,8.283201982380277,15.018742110175637,0.04470496403452885,0.7039631325538176,0.1794082470441544,1.3227889392431118,0.18294222945007846,40.061512835675686,0.40850644237651523,1.5153474376419573,2.288783387904436,8.44636443757802
VF30_T11,T11,bcl,T,30,11.1664,0.3460127587728422,29.57,New_VF30.xlsx,VF30,60,52.225,2.8876555494022678,0.7749908257144458,1.6117672761107853,1.4256672164502227,2.04822079666905,0.041008940441047595,0.5334012293412105,0.10708435823219142,,0.12106265921700592,,,0.17259506438197073,0.4113476544273344,1.6117672761107853
VF30_T12,T12,bcl,T,30,10.5276,0.32240223431355913,29.92,New_VF30.xlsx,VF30,61,159.22,15.784285427561837,0.8038279442062893,4.381205425095337,4.357618679820188,7.926606219081274,0.05168890677313425,0.30520835966730747,0.6408338630611801,4.135620636042403,0.6443025431367706,27.607323117783356,0.27756754939600026,2.8076247974284443,7.181477311557541,4.381205425095337
VF30_T13,T13,bcl,T,30,11.7141,0.3574241159252874,30.03,New_VF30.xlsx,VF30,62,329.47,23.097365811995793,0.7841720342573408,9.018640871840653,8.892858708104997,13.584857146490124,0.043212993298299834,0.18062612968524425,0.6740717439276036,6.994491665812994,0.6836059336912402,38.50161434204079,0.39046187973334834,6.0792109803383925,14.02607414701989,9.018640871840653
VF30_T14,T14,bcl,T,30,10.5218,0.32287208310722587,29.86,New_VF30.xlsx,VF30,63,357.73,28.253363172289912,0.8231948232833216,10.626776043695584,10.457946095924104,15.417182340055883,0.04509703359812395,0.17575876266643736,0.6896237007167009,9.532498902222052,0.7007567790770256,37.01487158237132,0.3761242857670842,7.328476621940929,18.717850628033275,10.626776043695584
VF30_T15,T15,bcl,T,30,10.7247,0.32636580840075696,30.11,New_VF30.xlsx,VF30,64,203.47,20.801470969509634,0.8021418433947347,5.048857380735523,5.011268126315123,8.613375049567818,0.044220886901875284,0.2524626007565196,0.6221183427067796,3.8811255164060525,0.6267848191502977,24.09093151950906,0.24271636309451547,3.1409867862660756,7.93659504890807,5.048857380735523
VF30_T16,T16,bcl,T,30,11.1044,0.3384826230478102,30.06,New_VF30.xlsx,VF30,65,464.18,48.55000586252296,0.8301853254863579,22.27731996218624,18.25141160696875,19.69574274341702,0.04442351577245238,0.325667992045187,0.10922047956930889,0.7221772339252908,0.13331240466134128,37.59301627820709,0.4588530849052419,2.4331395697889193,5.927934685446258,22.27731996218624
VF30_T17,T17,bcl,T,30,10.8011,0.3294566782060574,30.04,New_VF30.xlsx,VF30,66,515.91,31.735752368073623,0.8784984462455312,17.125716224638584,15.532081281094634,21.449456435807463,0.043545050772828005,0.5200137081657953,0.14926831926821077,0.6070600878058716,0.16458366595258833,48.94190344363794,0.5396347950416694,2.5563268771161294,6.398686564304717,17.125716224638584
VF45_B1,B1,bcl,B,45,15.556822709163344,0.4751490927201041,30.0,New_VF45.xlsx,Sheet1,1,556.12,40.73575189789392,0.1482232608900047,35.084176994711285,29.338251502434506,25.86322709475929,0.048489927556671364,0.2851764018249052,0.15341091518024524,0.6079962969834913,0.18345659422333804,72.02089107369913,0.8612625362274257,5.382295701104365,9.341366591792534,35.084176994711285
VF45_B2,B2,bcl,B,45,16.710782347041125,0.510394263615462,30.0,New_VF45.xlsx,Sheet1,2,588.34,44.235955196369886,0.189927601614164,31.91327442323067,28.794659783010236,26.99438210802099,0.04786093494749735,0.3733595207391225,0.2486627692305233,3.091292144628211,0.2755942682808307,65.09333788585896,0.7214329221910767,7.93564319329417,12.821803418251132,31.91327442323067
VF45_B3,B3,bcl,B,45,16.202567114094,0.494871941907756,30.0,New_VF45.xlsx,Sheet1,3,186.57,10.867008861011955,0.0592929161487001,5.514160318877731,5.599945103815484,10.709841377484922,0.05802624948203344,0.3677309996753066,0.20821587976140657,1.0552673893957891,0.2050262494820334,51.531614406855354,0.5074220872922195,1.148135741940565,1.9132563879602689,5.514160318877731
VF45_B4,B4,bcl,B,45,17.292106141522034,0.5281495262862588,30.0,New_VF45.xlsx,Sheet1,4,376.74,18.134595036229552,0.06428547864112596,8.659556509002252,8.663653277427828,16.746099360601765,0.046418811974459295,0.3293720077952538,0.34561557601466236,4.123411400349179,0.34545214530779267,47.77417560259526,0.47751584701517,2.992877610890332,4.673097356255666,8.659556509002252
VF45_B5,B5,bcl,B,45,17.6081031613977,0.5378009634790043,30.0,New_VF45.xlsx,Sheet1,5,421.4,25.22618512786712,0.0759516364690316,14.808508092277702,13.922004882085236,20.494984149749534,0.05061830313569826,0.42426052557083427,0.2284388079327134,6.5493044107566565,0.24298496980236492,55.18870495684158,0.5870292324113204,3.382837935861858,5.187192705032981,14.808508092277702
VF45_C1,C1,bcl,C,45,17.7562188227469,0.5423248321007301,30.0,New_VF45.xlsx,Sheet1,6,379.15,23.602090928454036,0.09413802557435272,11.880492656762954,11.484291697995712,18.869379987071323,0.05167135890768605,0.714866363939856,0.27057018813977635,1.536594461487893,0.2799046922410194,48.65794192899479,0.5033661082306973,3.2145071333335835,4.887960295286556,11.880492656762954
VF45_C2,C2,bcl,C,45,17.479837101063833,0.5338833574656306,30.0,New_VF45.xlsx,Sheet1,7,296.48,20.000207214672674,0.07750223997485739,13.06269697904796,12.007007407078284,18.127138901123725,0.06313557330819072,0.45687581901628493,0.20476536479425056,2.4141769374630906,0.22276890664152407,60.03441503480838,0.653128082066311,2.67478791211151,4.131575895670989,13.06269697904796
