model_key,structural_model_id,source_group,family_group,structural_excel_row,x__Type,x__Source,x__Target VF,x__Actual VF,x__Node 개수,x__Strut 개수,x__Global: Strut No. at Nodes-AVG,x__Global: Strut No. at Nodes-STDEV,x__Node: Strut count - AVG,x__Node: Strut count - STDEV,x__Global: Length - AVG,x__Global: Length - STDEV,x__Global: Angle-Z (weighted with length)-AVG,x__Global: Angle-Z (weighted with length)-STDEV,x__Node: Length - AVG,x__Node: Length - STDEV,x__Node: Angle-Z (weighted with length)-AVG,x__Node: Angle-Z (weighted with length)-STDEV,x__Global: l/d AVG,x__Global: l/d STDEV,x__Node: l/d AVG,x__Node: l/d STDEV,x__Global: Angle-X (weighted with length)-AVG,x__Global: Angle-X (weighted with length)-STDEV,x__Node: Angle-X (weighted with length)-AVG,x__Node: Angle-X (weighted with length)-STDEV,x__Global: Angle-Y (weighted with length)-AVG,x__Global: Angle-Y (weighted with length)-STDEV,x__Node: Angle-Y (weighted with length)-AVG,x__Node: Angle-Y (weighted with length)-STDEV,x__connected_components,x__maxwell_index_M_3D,x__total_strut_length_mm,x__mean_radius_mm,x__std_radius_mm,x__mean_diameter_mm,x__surface_area_mm2,x__surface_to_solid_volume_1_per_mm,x__solid_volume_mm3_approx,x__bbox_x_mm,x__bbox_y_mm,x__bbox_z_mm,x__mass_center_x_mm,x__mass_center_y_mm,x__mass_center_z_mm
VF30_C4,VF30_C4. SC+DGR,bcl,C,176,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.5391206835127981,666,2340,7.027027027027027,4.819994932377068,7.027027027027027,4.819994932377068,4.648185143937911,0.7405777502547625,29.99999999999934,29.19147245931232,4.463207075045331,0.3218293948774661,30,17.75868969538651,3.560845394326401,0.567336022441903,3.419138839128923,0.2465445508346097,29.99999999999934,29.19147245931247,30,17.75868969538651,29.99999999999934,29.19147245931232,30,17.75868969538651,1,348,10876.75323681482,0.65268,0,1.30536,44604.5794412133,3.064288778574492,14556.25845484555,30,30,30,-6.012551567735613e-15,1.474514954580286e-16,1.734723475976807e-18
VF45_C4,VF45_C4. SC+DGR,bcl,C,177,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8582475873935881,666,2340,7.027027027027027,4.819994932377068,7.027027027027027,4.819994932377068,4.648185143937911,0.7405777502547625,29.99999999999934,29.19147245931232,4.463207075045331,0.3218293948774661,30,17.75868969538651,2.822213202148094,0.4496525502457575,2.709901077744584,0.195403397011212,29.99999999999934,29.19147245931247,30,17.75868969538651,29.99999999999934,29.19147245931232,30,17.75868969538651,1,348,10876.75323681482,0.8235,0,1.647,56278.53032089102,2.428658166363084,23172.68485962688,30,30,30,-6.012551567735613e-15,1.474514954580286e-16,1.734723475976807e-18
VF60_C4,VF60_C4. SC+DGR,bcl,C,178,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.273070955280351,666,2340,7.027027027027027,4.819994932377068,7.027027027027027,4.819994932377068,4.648185143937911,0.7405777502547625,29.99999999999934,29.19147245931232,4.463207075045331,0.3218293948774661,30,17.75868969538651,2.317233560629492,0.3691960548051579,2.225017485764802,0.160439795643628,29.99999999999934,29.19147245931247,30,17.75868969538651,29.99999999999934,29.19147245931232,30,17.75868969538651,1,348,10876.75323681482,1.00296,0,2.00592,68542.94446950925,1.994097471484407,34372.91579256949,30,30,30,-6.00908212078366e-15,-1.387778780781446e-17,1.387778780781446e-16
VF30_C5,VF30_C5. SC+DGR2,bcl,C,179,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.6329181306857149,3096,7020,4.534883720930233,0.7781824144493177,4.534883720930233,0.7781824144493177,1.912013910126251,0.5867297897740104,29.99999999999882,27.85452711902544,1.944144469661688,0.2271043299810052,30,22.21203850363801,1.501738854953072,0.460830811949427,1.526974921192026,0.1783728636357251,29.99999999999878,27.85452711902542,30,22.21203850363801,29.99999999999883,27.85452711902543,30,22.21203850363801,1,-2262,13422.33764908687,0.6365999999999999,0,1.2732,53687.68309303897,3.141690229343387,17088.7895285143,30,30,30,-1.675742877793596e-15,3.122502256758253e-16,2.424276057677588e-16
VF45_C5,VF45_C5. SC+DGR2,bcl,C,180,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,1.038783487656025,3096,7020,4.534883720930233,0.7781824144493177,4.534883720930233,0.7781824144493177,1.912013910126251,0.5867297897740104,29.99999999999882,27.85452711902544,1.944144469661688,0.2271043299810052,30,22.21203850363801,1.172210661721746,0.3597102047638555,1.191909150448764,0.1392323118137407,29.99999999999878,27.85452711902542,30,22.21203850363801,29.99999999999883,27.85452711902543,30,22.21203850363801,1,-2262,13422.33764908687,0.8155589999999999,0,1.631118,68780.19656876494,2.452305719144783,28047.15416671268,30,30,30,-1.647987302177967e-15,2.844946500601964e-16,-2.47198095326695e-17
VF60_C5,VF60_C5. SC+DGR2,bcl,C,181,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.562853325186619,3096,7020,4.534883720930233,0.7781824144493177,4.534883720930233,0.7781824144493177,1.912013910126251,0.5867297897740104,29.99999999999882,27.85452711902544,1.944144469661688,0.2271043299810052,30,22.21203850363801,0.9556724696987311,0.2932622530984207,0.9717321285858387,0.1135124356380293,29.99999999999878,27.85452711902542,30,22.21203850363801,29.99999999999883,27.85452711902543,30,22.21203850363801,1,-2262,13422.33764908687,1.00035,0,2.0007,84364.55196688899,1.99930024491428,42197.0397800387,30,30,30,-1.633242152632164e-15,2.576064361825559e-16,-1.140580685454751e-16
VF30_C6,VF30_C6. SC+OR,bcl,C,182,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.8454594729115935,1296,3420,5.277777777777778,0.7051930922075863,5.277777777777778,0.7051930922075863,2.436014276182205,0.4136999483961163,30.0000000000022,31.22525209354294,2.426997931582141,0.1950995691583066,30,19.01021887422926,1.304215802646004,0.2214904959825014,1.299388548871475,0.1044542077086982,30.0000000000022,31.22525209354293,30,19.01021887422926,30.0000000000022,31.22525209354294,30,19.01021887422926,1,-462,8331.16882454279,0.9339,0,1.8678,48886.18860394695,2.141556911874933,22827.40576861303,30,30,30,1.035629915158154e-15,-5.633514488234681e-16,3.543172699682628e-16
VF45_C6,VF45_C6. SC+OR,bcl,C,183,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,1.559568699905661,1296,3420,5.277777777777778,0.7051930922075863,5.277777777777778,0.7051930922075863,2.436014276182205,0.4136999483961163,30.0000000000022,31.22525209354294,2.426997931582141,0.1950995691583066,30,19.01021887422926,0.9602705282963597,0.163079449856558,0.9567163085706959,0.07690774564739301,30.0000000000022,31.22525209354293,30,19.01021887422926,30.0000000000022,31.22525209354294,30,19.01021887422926,1,-462,8331.16882454279,1.2684,0,2.5368,66396.01844442268,1.576789656259856,42108.35489745285,30,30,30,8.673617379884035e-16,2.349249267341591e-15,1.929879867024198e-16
VF60_C6,VF60_C6. SC+OR,bcl,C,184,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,2.526627637695103,1296,3420,5.277777777777778,0.7051930922075863,5.277777777777778,0.7051930922075863,2.436014276182205,0.4136999483961163,30.0000000000022,31.22525209354294,2.426997931582141,0.1950995691583066,30,19.01021887422926,0.7544409167772943,0.1281241129784497,0.7516485278522536,0.06042292085797224,30.0000000000022,31.22525209354293,30,19.01021887422926,30.0000000000022,31.22525209354294,30,19.01021887422926,1,-462,8331.16882454279,1.61445,0,3.2289,84510.4477906009,1.238811979311841,68218.94621776778,30,30,30,8.673617379884035e-16,2.349249267341591e-15,1.929879867024198e-16
VF30_C7,VF30_C7. SC+FCC+BCC,bcl,C,185,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4577189856887216,791,4340,10.97345132743363,5.507008478026737,10.97345132743363,5.507008478026737,4.681001462359592,0.6337838102415162,34.47904181153895,22.14145076179776,4.598125880265186,0.4144631709077064,36.40879095878663,7.635165684174551,5.318836313016535,0.7201434076919331,5.224668075930809,0.4709380634802593,29.7802060612535,24.09854527280385,28.58641422048069,6.147151600981585,29.78020606125354,24.09854527280384,28.58641422048069,6.147151600981585,1,1973,20315.54634664178,0.44004,0,0.88008,56169.49647120936,4.545041359876375,12358.41261359548,30,30,30,-1.578598363138894e-15,-7.546047120499111e-17,8.239936510889834e-18
VF45_C7,VF45_C7. SC+FCC+BCC,bcl,C,186,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.723400755056079,791,4340,10.97345132743363,5.507008478026737,10.97345132743363,5.507008478026737,4.681001462359592,0.6337838102415162,34.47904181153895,22.14145076179776,4.598125880265186,0.4144631709077064,36.40879095878663,7.635165684174551,4.230840078054584,0.5728342464221947,4.155934454325005,0.3746051797791995,29.7802060612535,24.09854527280385,28.58641422048069,6.147151600981585,29.78020606125354,24.09854527280384,28.58641422048069,6.147151600981585,1,1973,20315.54634664178,0.5532,0,1.1064,70613.9565672962,3.615328994938539,19531.82038651413,30,30,30,-1.585537257042802e-15,-8.673617379884035e-17,-1.734723475976807e-18
VF60_C7,VF60_C7. SC+FCC+BCC,bcl,C,187,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.034056596101397,791,4340,10.97345132743363,5.507008478026737,10.97345132743363,5.507008478026737,4.681001462359592,0.6337838102415162,34.47904181153895,22.14145076179776,4.598125880265186,0.4144631709077064,36.40879095878663,7.635165684174551,3.538701530810803,0.4791222044126908,3.476049991053223,0.3133221532078924,29.7802060612535,24.09854527280385,28.58641422048069,6.147151600981585,29.78020606125354,24.09854527280384,28.58641422048069,6.147151600981585,1,1973,20315.54634664178,0.661401,0,1.322802,84425.41845185516,3.023884148950486,27919.52809473773,30,30,30,-2.128505705023542e-15,-1.275021754842953e-16,2.862293735361732e-17
VF30_C8,VF30_C8. SC+BCC,bcl,C,188,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4574000185987346,341,1540,9.03225806451613,2.632737985047641,9.03225806451613,2.632737985047641,5.478021053705605,0.3836992203682345,33.24254112935414,26.41715992035668,5.476112743579368,0.2216750138410127,33.31739315678119,4.144715053626725,4.012461475028497,0.281046444442663,4.011063703682081,0.1623693016681261,33.24254112935412,26.41715992035672,33.31739315678119,4.144715053626725,33.24254112935414,26.41715992035668,33.31739315678119,4.144715053626725,1,523,8436.152422706498,0.682626,0,1.365252,36183.21160391148,2.929862032796877,12349.80050216583,30,30,30,2.071259830316308e-15,3.295974604355933e-17,-2.792904796322659e-16
VF45_C8,VF45_C8. SC+BCC,bcl,C,189,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7513931213511071,341,1540,9.03225806451613,2.632737985047641,9.03225806451613,2.632737985047641,5.478021053705605,0.3836992203682345,33.24254112935414,26.41715992035668,5.476112743579368,0.2216750138410127,33.31739315678119,4.144715053626725,3.130583969794727,0.2192767455128665,3.129493407156865,0.1266830189280234,33.24254112935412,26.41715992035672,33.31739315678119,4.144715053626725,33.24254112935414,26.41715992035668,33.31739315678119,4.144715053626725,1,523,8436.152422706498,0.8749199999999999,0,1.74984,46375.92985982695,2.285923284414575,20287.61427647989,30,30,30,2.040034807748725e-15,-1.908195823574488e-17,1.734723475976807e-18
VF60_C8,VF60_C8. SC+BCC,bcl,C,190,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.126555873652519,341,1540,9.03225806451613,2.632737985047641,9.03225806451613,2.632737985047641,5.478021053705605,0.3836992203682345,33.24254112935414,26.41715992035668,5.476112743579368,0.2216750138410127,33.31739315678119,4.144715053626725,2.556716631058343,0.1790811259069516,2.555825979454573,0.1034607550830825,33.24254112935412,26.41715992035672,33.31739315678119,4.144715053626725,33.24254112935414,26.41715992035668,33.31739315678119,4.144715053626725,1,523,8436.152422706498,1.0713,0,2.1426,56785.23025971815,1.866890693549893,30417.00858861802,30,30,30,2.144118216307334e-15,-1.856154119295184e-16,-2.029626466892864e-16
