model_key,structural_model_id,source_group,family_group,structural_excel_row,x__Type,x__Source,x__Target VF,x__Actual VF,x__Node 개수,x__Strut 개수,x__Global: Strut No. at Nodes-AVG,x__Global: Strut No. at Nodes-STDEV,x__Node: Strut count - AVG,x__Node: Strut count - STDEV,x__Global: Length - AVG,x__Global: Length - STDEV,x__Global: Angle-Z (weighted with length)-AVG,x__Global: Angle-Z (weighted with length)-STDEV,x__Node: Length - AVG,x__Node: Length - STDEV,x__Node: Angle-Z (weighted with length)-AVG,x__Node: Angle-Z (weighted with length)-STDEV,x__Global: l/d AVG,x__Global: l/d STDEV,x__Node: l/d AVG,x__Node: l/d STDEV,x__Global: Angle-X (weighted with length)-AVG,x__Global: Angle-X (weighted with length)-STDEV,x__Node: Angle-X (weighted with length)-AVG,x__Node: Angle-X (weighted with length)-STDEV,x__Global: Angle-Y (weighted with length)-AVG,x__Global: Angle-Y (weighted with length)-STDEV,x__Node: Angle-Y (weighted with length)-AVG,x__Node: Angle-Y (weighted with length)-STDEV,x__connected_components,x__maxwell_index_M_3D,x__total_strut_length_mm,x__mean_radius_mm,x__std_radius_mm,x__mean_diameter_mm,x__surface_area_mm2,x__surface_to_solid_volume_1_per_mm,x__solid_volume_mm3_approx,x__bbox_x_mm,x__bbox_y_mm,x__bbox_z_mm,x__mass_center_x_mm,x__mass_center_y_mm,x__mass_center_z_mm
VF30_C9,VF30_C9. SC2+BCC,bcl,C,191,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4404961064036458,491,1990,8.10590631364562,5.451922123451925,8.10590631364562,5.451922123451925,5.369925840556096,0.7787247600912321,32.5598148072456,30.52329258828244,4.741903974515265,1.169920739240689,31.71779094353187,23.73534428293076,4.510980938159307,0.6541640710033436,3.983414124282404,0.9827864128055573,32.5598148072456,30.52329258828243,31.71779094353187,23.73534428293076,32.5598148072456,30.52329258828244,31.71779094353187,23.73534428293076,1,523,10686.15242270646,0.5952059999999999,0,1.190412,39963.96162974982,3.360181180969278,11893.39487289844,30,30,30,1.085936895961481e-15,1.07032438467769e-15,-4.683753385137379e-17
VF45_C9,VF45_C9. SC2+BCC,bcl,C,192,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7181633345841649,491,1990,8.10590631364562,5.451922123451925,8.10590631364562,5.451922123451925,5.369925840556096,0.7787247600912321,32.5598148072456,30.52329258828244,4.741903974515265,1.169920739240689,31.71779094353187,23.73534428293076,3.532892433161026,0.5123256622397875,3.119714716322099,0.7696948244323537,32.5598148072456,30.52329258828243,31.71779094353187,23.73534428293076,32.5598148072456,30.52329258828244,31.71779094353187,23.73534428293076,1,523,10686.15242270646,0.75999,0,1.51998,51028.0662476413,2.631613573862814,19390.41003377245,30,30,30,1.280225925270884e-15,7.112366251504909e-16,-6.626643678231403e-16
VF60_C9,VF60_C9. SC2+BCC,bcl,C,193,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.059096634118552,491,1990,8.10590631364562,5.451922123451925,8.10590631364562,5.451922123451925,5.369925840556096,0.7787247600912321,32.5598148072456,30.52329258828244,4.741903974515265,1.169920739240689,31.71779094353187,23.73534428293076,2.909204395048377,0.4218809648134357,2.568968044096598,0.6338148156073599,32.5598148072456,30.52329258828243,31.71779094353187,23.73534428293076,32.5598148072456,30.52329258828244,31.71779094353187,23.73534428293076,1,523,10686.15242270646,0.92292,0,1.84584,61967.68760282781,2.167035062627314,28595.60912120091,30,30,30,1.280225925270884e-15,7.112366251504909e-16,-3.989863994746656e-16
VF30_C10,VF30_C10. SC8+BCC,bcl,C,194,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4597279237092271,1331,4630,6.95717505634861,3.053724335044834,6.95717505634861,3.053724335044834,3.474330976826487,0.9038194965820315,31.70050428998286,34.99462836546444,3.278300307009656,0.4860153843005604,30.84188422820155,5.512555544720079,3.505176530293066,0.9118437213297335,3.307405475191341,0.4903302908601297,31.70050428998285,34.99462836546432,30.84188422820155,5.512555544720079,31.70050428998286,34.99462836546445,30.84188422820155,5.512555544720079,1,643,16086.15242270639,0.4955999999999999,0,0.9911999999999997,50091.42025887463,4.035512510088782,12412.65394014913,30,30,30,-1.39645239816133e-16,1.994931997373328e-17,-1.127570259384925e-17
VF45_C10,VF45_C10. SC8+BCC,bcl,C,195,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7287284203594353,1331,4630,6.95717505634861,3.053724335044834,6.95717505634861,3.053724335044834,3.474330976826487,0.9038194965820315,31.70050428998286,34.99462836546444,3.278300307009656,0.4860153843005604,30.84188422820155,5.512555544720079,2.784052900641447,0.7242491598811094,2.626969491329436,0.3894541278431339,31.70050428998285,34.99462836546432,30.84188422820155,5.512555544720079,31.70050428998286,34.99462836546445,30.84188422820155,5.512555544720079,1,643,16086.15242270639,0.6239699999999999,0,1.24794,63066.06839977804,3.205282305239034,19675.66734970475,30,30,30,-1.327063459122257e-16,2.688821387764051e-17,-2.602085213965211e-18
VF60_C10,VF60_C10. SC8+BCC,bcl,C,196,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.046419508684068,1331,4630,6.95717505634861,3.053724335044834,6.95717505634861,3.053724335044834,3.474330976826487,0.9038194965820315,31.70050428998286,34.99462836546444,3.278300307009656,0.4860153843005604,30.84188422820155,5.512555544720079,2.323311397603142,0.6043909321797002,2.192224206284016,0.325002162801243,31.70050428998285,34.99462836546432,30.84188422820155,5.512555544720079,31.70050428998286,34.99462836546445,30.84188422820155,5.512555544720079,1,643,16086.15242270639,0.747711,0,1.495422,75572.85297252506,2.674830248585349,28253.32673446984,30,30,30,-1.327063459122257e-16,2.688821387764051e-17,-2.602085213965211e-18
VF30_C11,VF30_C11. SC+DGR+BCC,bcl,C,197,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4907320673479409,791,3340,8.445006321112515,6.75009214892266,8.445006321112515,6.75009214892266,4.812247203449505,0.6687310106600088,31.70190579000287,24.13957546141946,4.598125880265186,0.4144631709077064,31.19387313324934,16.28862054634562,4.697166621229385,0.6527389074280223,4.488165817730781,0.4045516553515924,31.70190579000283,24.13957546141942,31.19387313324934,16.28862054634562,31.70190579000287,24.13957546141947,31.19387313324934,16.28862054634562,1,973,16072.9056595216,0.51225,0,1.0245,51731.63813916802,3.904343582235238,13249.7658183944,30,30,30,3.903127820947816e-16,-1.304512053934559e-15,-6.938893903907228e-17
VF45_C11,VF45_C11. SC+DGR+BCC,bcl,C,198,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7789051799077963,791,3340,8.445006321112515,6.75009214892266,8.445006321112515,6.75009214892266,4.812247203449505,0.6687310106600088,31.70190579000287,24.13957546141946,4.598125880265186,0.4144631709077064,31.19387313324934,16.28862054634562,3.728343252951457,0.5181069563189604,3.562450322506187,0.321110055556361,31.70190579000283,24.13957546141942,31.19387313324934,16.28862054634562,31.70190579000287,24.13957546141947,31.19387313324934,16.28862054634562,1,973,16072.9056595216,0.6453599999999999,0,1.29072,65174.28987700045,3.099045493987852,21030.4398575105,30,30,30,3.469446951953614e-16,-1.400789206851272e-15,-1.448494102440634e-16
VF60_C11,VF60_C11. SC+DGR+BCC,bcl,C,199,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.127331280158724,791,3340,8.445006321112515,6.75009214892266,8.445006321112515,6.75009214892266,4.812247203449505,0.6687310106600088,31.70190579000287,24.13957546141946,4.598125880265186,0.4144631709077064,31.19387313324934,16.28862054634562,3.099077281974179,0.430661392748589,2.961183591103288,0.2669134279415936,31.70190579000283,24.13957546141942,31.19387313324934,16.28862054634562,31.70190579000287,24.13957546141947,31.19387313324934,16.28862054634562,1,973,16072.9056595216,0.7764,0,1.5528,78407.89429233782,2.575991756826378,30437.94456428555,30,30,30,3.469446951953614e-16,-1.400789206851272e-15,1.951563910473908e-16
VF30_C12,VF30_C12. SC2+DGR+BCC,bcl,C,200,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4850842926808512,791,4090,10.34134007585335,6.331140455537716,10.34134007585335,6.331140455537716,4.479928034112798,0.9257995123020916,31.49291666466051,27.06491625963296,4.245162148317644,0.4809892780913193,30.9424923037586,6.408107441449696,4.695941335548007,0.9704397403585865,4.449855501381179,0.5041816332194122,31.49291666466048,27.06491625963295,30.9424923037586,6.408107441449696,31.49291666466051,27.06491625963295,30.9424923037586,6.408107441449696,1,1723,18322.90565952183,0.477,0,0.954,54915.20294500203,4.19287211740042,13097.27590238298,30,30,30,-3.694961003830599e-15,-4.77048955893622e-17,8.673617379884035e-19
VF45_C12,VF45_C12. SC2+DGR+BCC,bcl,C,201,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7763597961253236,791,4090,10.34134007585335,6.331140455537716,10.34134007585335,6.331140455537716,4.479928034112798,0.9257995123020916,31.49291666466051,27.06491625963296,4.245162148317644,0.4809892780913193,30.9424923037586,6.408107441449696,3.711929765608417,0.7670888327964964,3.517410016006003,0.3985328346104229,31.49291666466048,27.06491625963295,30.9424923037586,6.408107441449696,31.49291666466051,27.06491625963295,30.9424923037586,6.408107441449696,1,1723,18322.90565952183,0.6034499999999999,0,1.2069,69472.91240495066,3.314276244925015,20961.71449538374,30,30,30,-3.694961003830599e-15,-4.77048955893622e-17,8.673617379884035e-19
VF60_C12,VF60_C12. SC2+DGR+BCC,bcl,C,202,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.132082281267759,791,4090,10.34134007585335,6.331140455537716,10.34134007585335,6.331140455537716,4.479928034112798,0.9257995123020916,31.49291666466051,27.06491625963296,4.245162148317644,0.4809892780913193,30.9424923037586,6.408107441449696,3.073917959457114,0.6352405052162012,2.912832543102542,0.3300324400242345,31.49291666466048,27.06491625963295,30.9424923037586,6.408107441449696,31.49291666466051,27.06491625963295,30.9424923037586,6.408107441449696,1,1723,18322.90565952183,0.7286999999999999,0,1.4574,83892.47041094964,2.744613695622342,30566.22159422949,30,30,30,-3.694961003830599e-15,-4.77048955893622e-17,8.673617379884035e-19
VF30_C13,VF30_C13. SC8+DGR+BCC2,bcl,C,203,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4853804827582909,1331,7430,11.16453794139745,5.751297087492261,11.16453794139745,5.751297087492261,3.763868956479223,0.8047634011106486,33.25379595245317,29.19786807751992,3.580985888407077,0.3828470556421007,32.82432006575667,8.246093047896274,4.872681811446572,1.041841794295047,4.635922506135829,0.4956314649004533,29.84033088808686,30.23704962645375,29.3071851298972,8.96865444793552,29.84033088808686,30.23704962645374,29.3071851298972,8.96865444793552,1,3443,27965.54634664239,0.3862214999999999,0,0.7724429999999998,67864.02639145598,5.178375621243251,13105.27303447385,30,30,30,-2.545706700995964e-16,-9.454242944073599e-17,3.469446951953614e-18
VF45_C13,VF45_C13. SC8+DGR+BCC2,bcl,C,204,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.777894235513443,1331,7430,11.16453794139745,5.751297087492261,11.16453794139745,5.751297087492261,3.763868956479223,0.8047634011106486,33.25379595245317,29.19786807751992,3.580985888407077,0.3828470556421007,32.82432006575667,8.246093047896274,3.849009036363587,0.8229674409034328,3.661989087011778,0.3915071947908751,29.84033088808686,30.23704962645375,29.3071851298972,8.96865444793552,29.84033088808686,30.23704962645374,29.3071851298972,8.96865444793552,1,3443,27965.54634664239,0.4889399999999999,0,0.9778799999999997,85912.97238459924,4.090481449666629,21003.14435886296,30,30,30,-2.467644144577008e-16,-8.716985466783456e-17,-5.854691731421724e-17
VF60_C13,VF60_C13. SC8+DGR+BCC2,bcl,C,205,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.124387128270701,1331,7430,11.16453794139745,5.751297087492261,11.16453794139745,5.751297087492261,3.763868956479223,0.8047634011106486,33.25379595245317,29.19786807751992,3.580985888407077,0.3828470556421007,32.82432006575667,8.246093047896274,3.201483550129308,0.6845181966196536,3.045926292211956,0.3256432583136855,29.84033088808686,30.23704962645375,29.3071851298972,8.96865444793552,29.84033088808686,30.23704962645374,29.3071851298972,8.96865444793552,1,3443,27965.54634664239,0.587832,0,1.175664,103289.5536932625,3.402332639257474,30358.45246330894,30,30,30,-2.589074787895385e-16,-1.014813233446432e-16,-7.112366251504909e-17
VF30_C14,VF30_C14. SC8+FCC+BCC,bcl,C,206,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4749175572444034,1331,8430,12.6671675432006,5.902054900316013,12.6671675432006,5.902054900316013,3.820662756080654,0.7712181777321188,34.80107097166095,27.49541757304076,3.655301962978384,0.3852872814382757,34.83987515172068,5.483992517658941,5.366310411196864,1.083214196249457,5.134052972558449,0.5411551036252489,28.87342187051017,29.43966420029827,28.2994075869152,6.301502641635454,28.87342187051017,29.4396642002983,28.2994075869152,6.301502641635454,1,4443,32208.18703376242,0.355986,0,0.711972,72040.88950463722,5.618198468479098,12822.77404559889,30,30,30,6.375108774214766e-17,3.317658647805644e-17,3.410900034639397e-16
VF45_C14,VF45_C14. SC8+FCC+BCC,bcl,C,207,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7807982133176415,1331,8430,12.6671675432006,5.902054900316013,12.6671675432006,5.902054900316013,3.820662756080654,0.7712181777321188,34.80107097166095,27.49541757304076,3.655301962978384,0.3852872814382757,34.83987515172068,5.483992517658941,4.185193072714047,0.8448002823223997,4.004055168121792,0.4220476300123515,28.87342187051017,29.43966420029827,28.2994075869152,6.301502641635454,28.87342187051017,29.4396642002983,28.2994075869152,6.301502641635454,1,4443,32208.18703376242,0.45645,0,0.9129,92371.78994227767,4.381640924526234,21081.55175957632,30,30,30,1.301042606982605e-18,-2.233456475320139e-17,-6.505213034913027e-19
VF60_C14,VF60_C14. SC8+FCC+BCC,bcl,C,208,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.146876703272227,1331,8430,12.6671675432006,5.902054900316013,12.6671675432006,5.902054900316013,3.820662756080654,0.7712181777321188,34.80107097166095,27.49541757304076,3.655301962978384,0.3852872814382757,34.83987515172068,5.483992517658941,3.453238210485045,0.6970518598446481,3.303779793002878,0.348235069991211,28.87342187051017,29.43966420029827,28.2994075869152,6.301502641635454,28.87342187051017,29.4396642002983,28.2994075869152,6.301502641635454,1,4443,32208.18703376242,0.5532,0,1.1064,111951.0881719093,3.615328994938539,30965.67098835013,30,30,30,-1.431146867680866e-17,2.168404344971009e-18,4.336808689942018e-19
VF30_L1,VF30_L1. Octahedron,bcl,L,209,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4244448415253612,450,1500,6.666666666666667,1.887716712732035,6.666666666666667,1.887716712732035,4.242640687119285,0,30.00000000000083,21.21320343559688,4.242640687119285,0,30,10.6184065091177,2.801898747405752,0,2.801898747405752,0,30.00000000000083,21.21320343559693,30,10.6184065091177,30.00000000000083,21.21320343559693,30,10.6184065091177,1,156,6363.961030678743,0.757101,0,1.514202,30273.40003826374,2.641655472651602,11460.01072118475,30,30,30,2.844946500601964e-16,1.734723475976807e-18,-2.844946500601964e-16
VF45_L1,VF45_L1. Octahedron,bcl,L,210,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7722096640073345,450,1500,6.666666666666667,1.887716712732035,6.666666666666667,1.887716712732035,4.242640687119285,0,30.00000000000083,21.21320343559688,4.242640687119285,0,30,10.6184065091177,2.077281965882924,0,2.077281965882924,0,30.00000000000083,21.21320343559693,30,10.6184065091177,30.00000000000083,21.21320343559693,30,10.6184065091177,1,156,6363.961030678743,1.0212,0,2.0424,40833.6485080259,1.958480219349784,20849.66092819803,30,30,30,1.838806884535416e-16,2.602085213965211e-17,3.469446951953614e-18
VF60_L1,VF60_L1. Octahedron,bcl,L,211,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.364917939209671,450,1500,6.666666666666667,1.887716712732035,6.666666666666667,1.887716712732035,4.242640687119285,0,30.00000000000083,21.21320343559688,4.242640687119285,0,30,10.6184065091177,1.562463195266357,0,1.562463195266357,0,30.00000000000083,21.21320343559693,30,10.6184065091177,30.00000000000083,21.21320343559693,30,10.6184065091177,1,156,6363.961030678743,1.357677,0,2.715354,54287.99980947032,1.473104427636323,36852.78435866111,30,30,30,2.844946500601964e-16,1.734723475976807e-18,-2.844946500601964e-16
VF30_L2,VF30_L2. Cuboctahedron,bcl,L,212,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.5078535085886559,540,1800,6.666666666666667,1.334569618562611,6.666666666666667,1.334569618562611,4.242640687119285,0,30.00000000000071,21.21320343559699,4.242640687119285,0,30,11.37568934077125,2.805979290422807,0,2.805979290422807,0,30.00000000000071,21.21320343559698,30,11.37568934077125,30.00000000000071,21.213203435597,30,11.37568934077125,1,186,7636.75323681447,0.756,0,1.512,36275.25061347542,2.645502645502646,13712.04473189371,30,30,30,-9.367506770274758e-17,1.023486850826316e-16,-2.125036258071589e-16
VF45_L2,VF45_L2. Cuboctahedron,bcl,L,213,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8457482744923704,540,1800,6.666666666666667,1.334569618562611,6.666666666666667,1.334569618562611,4.242640687119285,0,30.00000000000071,21.21320343559699,4.242640687119285,0,30,11.37568934077125,2.17436840964987,0,2.17436840964987,0,30.00000000000071,21.21320343559698,30,11.37568934077125,30.00000000000071,21.213203435597,30,11.37568934077125,1,186,7636.75323681447,0.9756029999999999,0,1.951206,46812.49116965405,2.05001419634831,22835.203411294,30,30,30,-2.775557561562891e-17,-2.949029909160572e-17,8.673617379884035e-18
VF60_L2,VF60_L2. Cuboctahedron,bcl,L,214,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.316497930529973,540,1800,6.666666666666667,1.334569618562611,6.666666666666667,1.334569618562611,4.242640687119285,0,30.00000000000071,21.21320343559699,4.242640687119285,0,30,11.37568934077125,1.742784142286689,0,1.742784142286689,0,30.00000000000071,21.21320343559698,30,11.37568934077125,30.00000000000071,21.213203435597,30,11.37568934077125,1,186,7636.75323681447,1.217202,0,2.434404,58405.16877939619,1.643112646873733,35545.44412430928,30,30,30,3.122502256758253e-16,1.040834085586084e-17,1.734723475976807e-18
VF30_L3,VF30_L3. Cubic+Octet,bcl,L,215,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.5379217260929261,990,3600,7.272727272727272,3.334466823243571,7.272727272727272,3.334466823243571,3.621320343559642,0.6214066560339853,29.99999999999892,31.76772433152333,3.451869340770649,0.4127068754534204,30,14.9031341702566,3.040571237245711,0.5217520201796685,2.898294996448907,0.3465213060062304,29.99999999999893,31.76772433152331,30,14.9031341702566,29.99999999999893,31.76772433152329,30,14.9031341702566,1,636,13036.75323681501,0.5955,0,1.191,48778.79632076912,3.358522250209908,14523.886604509,30,30,30,5.030698080332741e-17,-2.671474153004283e-16,2.602085213965211e-18
VF45_L3,VF45_L3. Cubic+Octet,bcl,L,216,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8837468345751505,990,3600,7.272727272727272,3.334466823243571,7.272727272727272,3.334466823243571,3.621320343559642,0.6214066560339853,29.99999999999892,31.76772433152333,3.451869340770649,0.4127068754534204,30,14.9031341702566,2.372197205469813,0.4070612354208822,2.261195924957584,0.270349486857723,29.99999999999893,31.76772433152331,30,14.9031341702566,29.99999999999893,31.76772433152329,30,14.9031341702566,1,636,13036.75323681501,0.763284,0,1.526568,62522.37576977654,2.620256680344406,23861.16453352906,30,30,30,5.030698080332741e-17,-2.671474153004283e-16,7.19910242530375e-17
VF60_L3,VF60_L3. Cubic+Octet,bcl,L,217,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.380602614269313,990,3600,7.272727272727272,3.334466823243571,7.272727272727272,3.334466823243571,3.621320343559642,0.6214066560339853,29.99999999999892,31.76772433152333,3.451869340770649,0.4127068754534204,30,14.9031341702566,1.897930827070161,0.3256786853256361,1.809121704606542,0.2162993127244037,29.99999999999893,31.76772433152331,30,14.9031341702566,29.99999999999893,31.76772433152329,30,14.9031341702566,1,636,13036.75323681501,0.954018,0,1.908036,78145.84333895467,2.096396504049189,37276.27058527144,30,30,30,4.510281037539698e-17,-2.758210326803123e-16,1.960237527853792e-16
VF30_L4,VF30_L4. Isotropic,bcl,L,218,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4374181181787145,522,2001,7.666666666666667,5.548598757937313,7.666666666666667,5.548598757937313,5.310421000852889,0.8434029334176196,32.74366205606355,30.51085365578954,4.539300812969893,1.183684319267388,33.12426079401479,26.60401635050556,4.46407669941147,0.7089862334229606,3.815853204019783,0.995035532635099,32.48957196845757,30.40755171118834,30.86224755896784,25.56031121389458,32.48957196845757,30.40755171118827,30.86224755896784,25.56031121389458,1,441,10626.15242270646,0.594795,0,1.18959,39712.13339327092,3.362503047268387,11810.28919082529,30,30,30,-2.376571162088226e-16,5.39499001028787e-16,-2.112025832001763e-16
VF45_L4,VF45_L4. Isotropic,bcl,L,219,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7141874126159647,522,2001,7.666666666666667,5.548598757937313,7.666666666666667,5.548598757937313,5.310421000852889,0.8434029334176196,32.74366205606355,30.51085365578954,4.539300812969893,1.183684319267388,33.12426079401479,26.60401635050556,3.493606089874536,0.5548557494655534,2.986303526861065,0.7787191911182519,32.48957196845757,30.40755171118834,30.86224755896784,25.56031121389458,32.48957196845757,30.40755171118827,30.86224755896784,25.56031121389458,1,441,10626.15242270646,0.7600199999999999,0,1.52004,50743.55975008828,2.631509697113234,19283.06014063105,30,30,30,-2.376571162088226e-16,5.39499001028787e-16,-2.112025832001763e-16
VF60_L4,VF60_L4. Isotropic,bcl,L,220,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.052876230884169,522,2001,7.666666666666667,5.548598757937313,7.666666666666667,5.548598757937313,5.310421000852889,0.8434029334176196,32.74366205606355,30.51085365578954,4.539300812969893,1.183684319267388,33.12426079401479,26.60401635050556,2.877341244501999,0.4569803497061225,2.459525798098122,0.6413547460269764,32.48957196845757,30.40755171118834,30.86224755896784,25.56031121389458,32.48957196845757,30.40755171118827,30.86224755896784,25.56031121389458,1,441,10626.15242270646,0.9228,0,1.8456,61611.74302963275,2.167316861725184,28427.65823387255,30,30,30,-2.376571162088226e-16,5.39499001028787e-16,-2.112025832001763e-16
VF30_L5,VF30_L5. Octet,bcl,L,221,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4567680037255854,791,3550,8.975979772439949,2.744970917204623,8.975979772439949,2.744970917204623,3.98011096448845,0.5073270752458298,34.50405804023604,24.02352939154686,3.929817308636925,0.4137242778180321,34.05212968020859,4.888478432418184,3.775479951136834,0.4812436684175962,3.727772062831461,0.3924533084974693,27.74797097987912,26.33792274372097,27.97393515989571,4.627689164855441,27.74797097987912,26.337922743721,27.97393515989571,4.627689164855441,1,1183,14129.39392393463,0.5270999999999999,0,1.0542,46794.67311929731,3.794346423828495,12332.73610059081,30,30,30,-2.0643209364124e-16,-2.949029909160572e-17,-4.336808689942018e-18
VF45_L5,VF45_L5. Octet,bcl,L,222,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7510598302207404,791,3550,8.975979772439949,2.744970917204623,8.975979772439949,2.744970917204623,3.98011096448845,0.5073270752458298,34.50405804023604,24.02352939154686,3.929817308636925,0.4137242778180321,34.05212968020859,4.888478432418184,2.944304604592728,0.3752974369328522,2.907099651307091,0.3060543555393046,27.74797097987912,26.33792274372097,27.97393515989571,4.627689164855441,27.74797097987912,26.337922743721,27.97393515989571,4.627689164855441,1,1183,14129.39392393463,0.6759000000000001,0,1.3518,60004.78004426688,2.959017606154757,20278.61541595999,30,30,30,-2.0643209364124e-16,-2.949029909160572e-17,-4.336808689942018e-18
VF60_L5,VF60_L5. Octet,bcl,L,223,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.130389796530713,791,3550,8.975979772439949,2.744970917204623,8.975979772439949,2.744970917204623,3.98011096448845,0.5073270752458298,34.50405804023604,24.02352939154686,3.929817308636925,0.4137242778180321,34.05212968020859,4.888478432418184,2.399970432035968,0.3059135764868727,2.369643818522024,0.2494719475506705,27.74797097987912,26.33792274372097,27.97393515989571,4.627689164855441,27.74797097987912,26.337922743721,27.97393515989571,4.627689164855441,1,1183,14129.39392393463,0.8291999999999999,0,1.6584,73614.38617059635,2.41196333815726,30520.52450632924,30,30,30,-2.012279232133096e-16,-1.561251128379126e-17,-8.673617379884035e-19
VF30_L6,VF30_L6. Snap-fit Modified Octe,bcl,L,224,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4213102586200488,666,2100,6.306306306306307,3.348776796885494,6.306306306306307,3.348776796885494,4.242640687119285,0,21.42857142857175,22.47447531793199,4.242640687119285,0,16.32882882882883,11.60836401123229,3.327561323230812,0,3.327561323230812,0,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,1,108,8909.545442950352,0.6375,0,1.275,35687.45720075707,3.137254901960783,11375.37698274132,30,30,30,-2.949029909160572e-17,9.540979117872439e-18,-5.898059818321144e-17
VF45_L6,VF45_L6. Snap-fit Modified Octe,bcl,L,225,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7086676233119205,666,2100,6.306306306306307,3.348776796885494,6.306306306306307,3.348776796885494,4.242640687119285,0,21.42857142857175,22.47447531793199,4.242640687119285,0,16.32882882882883,11.60836401123229,2.565699496322742,0,2.565699496322742,0,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,1,108,8909.545442950352,0.8267999999999999,0,1.6536,46284.53272719363,2.418964683115626,19134.02582942185,30,30,30,-1.908195823574488e-17,1.214306433183765e-17,0
VF60_L6,VF60_L6. Snap-fit Modified Octe,bcl,L,226,Imported,"B, C, L model_30 mm_merge.xlsx",0.6,1.083921973085412,666,2100,6.306306306306307,3.348776796885494,6.306306306306307,3.348776796885494,4.242640687119285,0,21.42857142857175,22.47447531793199,4.242640687119285,0,16.32882882882883,11.60836401123229,2.074569910623737,0,2.074569910623737,0,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,1,108,8909.545442950352,1.022535,0,2.04507,57241.84164513905,1.955923269130152,29265.89327330613,30,30,30,-2.949029909160572e-17,5.204170427930421e-18,1.734723475976807e-18
VF30_L7,VF30_L7. 3D Chiral Metamaterial,bcl,L,227,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4926289916005956,2016,3600,3.571428571428572,1.879458541650697,3.571428571428572,1.879458541650697,2.770187705353509,0.7590916533975167,30.00000000000071,25.28180344839768,2.657522268244215,0.3630447702452155,29.91013173707566,21.67949256041912,2.125779045500491,0.5825096715606279,2.039322151299335,0.278592300324766,30.00000000000069,25.28180344839774,29.99909588119801,21.7382579846369,30.00000000000082,25.28180344839776,30.09077238172632,21.80062837527972,1,-2442,9972.675739272516,0.65157,0,1.30314,40827.48675726655,3.069509032030327,13300.98277321608,30,30,30,0.04392779060765765,0.1043305525611172,-0.01647497134589313
VF45_L7,VF45_L7. 3D Chiral Metamaterial,bcl,L,228,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7841202167339525,2016,3600,3.571428571428572,1.879458541650697,3.571428571428572,1.879458541650697,2.770187705353509,0.7590916533975167,30.00000000000071,25.28180344839768,2.657522268244215,0.3630447702452155,29.91013173707566,21.67949256041912,1.684949075015607,0.4617126762827047,1.616421038566427,0.2208196753713726,30.00000000000069,25.28180344839774,29.99909588119801,21.7382579846369,30.00000000000082,25.28180344839776,30.09077238172632,21.80062837527972,1,-2442,9972.675739272516,0.8220390000000001,0,1.644078,51509.10322215057,2.432974591229856,21171.24585181672,30,30,30,0.04392779060765765,0.1043305525611176,-0.01647497134589329
