model_id,component_scope,slice_index_a,slice_index_b,pair_index,component_index,red_px,blue_px,purple_px,combined_px,red_area,blue_area,purple_area,combined_area,rp_contact_length,bp_contact_length,combined_perimeter_length,mass_weight_area,physical_weight_volume,mass_orientation,thickness_sqrt_red_purple,thickness_area_red_purple,thickness_equiv_diameter_red_purple,pa_current_red_purple,pa_pixel_unit_red_purple,leff_contact_sum,leff_change_area_over_contact,leff_combined_area_over_perimeter,angle_current_2h_contact_sum,angle_h_contact_sum,angle_h_change_area_over_contact,angle_h_combined_area_over_perimeter,curvature_current_contact_sum_over_2h,curvature_area_over_h_contact_sum,curvature_area_over_h_change_contact,curvature_area_over_h_perimeter_leff,connectivity,min_component_pixels
F1,overlay_union,2,3,2,8,0,3639,0,3639,0.0,5.8224,0.0,5.8224,0.0,0.0,10.376568541526794,2.9112,0.14556,0.0,0.0,0.0,,,,,,0.5611103494087555,,,,5.092122000658288,,,,207.5313708305359,8,2
F1,overlay_union,2,3,2,9,0,236,4676,4912,0.0,0.3776,7.4816,7.8592,0.0,9.36,11.873137083053589,7.6704,0.38352,0.9753858990404674,2.7352513595646015,7.4816,3.0864006509023736,1.5442067315886425,0.06176826926354571,0.04034188034188034,0.04034188034188034,0.6619312103468727,68.0299251795026,51.10210552221388,51.10210552221388,4.319722199236811,0.4034188034188034,187.2,187.2,11.409040519546608,8,2
F1,overlay_union,2,3,2,10,0,280,4462,4742,0.0,0.448,7.139200000000001,7.5872,0.0,11.120000000000001,11.553137083053588,7.363200000000001,0.36816000000000004,0.9695784441547153,2.6719281427463577,7.139200000000001,3.014948052251195,1.5800089645898698,0.0632003585835948,0.04028776978417266,0.04028776978417266,0.6567220613290465,68.05659382911506,51.13968239992387,51.13968239992387,4.353855195778452,0.40287769784172656,222.4,222.4,13.64351911959091,8,2
F1,overlay_union,2,3,2,11,0,2132,2376,4508,0.0,3.4112,3.8016,7.2128000000000005,0.0,7.68,11.36,5.5072,0.27536,0.6902963393375944,1.9497692171126304,3.8016,2.20007896523402,2.6812755374193995,0.10725102149677598,0.4441666666666667,0.4441666666666667,0.6349295774647888,12.688057033673012,6.422767446733984,6.422767446733984,4.502686794255578,4.441666666666666,153.59999999999997,153.59999999999997,107.45128660159715,8,2
F1,overlay_union,2,3,2,12,0,3594,0,3594,0.0,5.7504,0.0,5.7504,0.0,0.0,10.32,2.8752,0.14376,0.0,0.0,0.0,,,,,,0.5572093023255814,,,,5.127582783801733,,,,206.4,8,2
F1,overlay_union,2,3,2,13,0,296,4679,4975,0.0,0.4736,7.486400000000001,7.96,0.0,11.52,11.84,7.7232,0.38616000000000006,0.9693391340377047,2.7361286519460304,7.486400000000001,3.0873905693490293,1.5387903398162,0.061551613592648005,0.04111111111111111,0.04111111111111111,0.6722972972972973,67.65189165209058,50.5721978039638,50.5721978039638,4.253363155876078,0.4111111111111111,230.4,230.4,14.08900502512563,8,2
F1,overlay_union,2,3,2,14,0,288,4416,4704,0.0,0.46080000000000004,7.065600000000001,7.526400000000001,0.0,11.200000000000001,11.52,7.296000000000001,0.36480000000000007,0.9684210526315788,2.658119636133784,7.065600000000001,2.999366821060866,1.585144927536232,0.06340579710144928,0.04114285714285714,0.04114285714285714,0.6533333333333334,67.63633398452653,50.55049978958295,50.55049978958295,4.376350389484144,0.41142857142857137,224.0,224.0,14.106122448979592,8,2
F1,overlay_union,2,3,2,15,0,2087,2395,4482,0.0,3.3392,3.8320000000000003,7.171200000000001,0.0,6.92,11.336568541526795,5.5016,0.27508,0.6965246473753091,1.957549488518745,3.8320000000000003,2.208858061403028,2.6600044579993707,0.10640017831997484,0.48254335260115605,0.48254335260115605,0.6325723673553684,11.707978184576326,5.915741652164657,5.915741652164657,4.519396171265288,4.82543352601156,138.4,138.4,105.57527240591888,8,2
F1,overlay_union,2,3,2,16,0,3639,0,3639,0.0,5.8224,0.0,5.8224,0.0,0.0,10.376568541526794,2.9112,0.14556,0.0,0.0,0.0,,,,,,0.5611103494087555,,,,5.092122000658288,,,,207.5313708305359,8,2
F1,overlay_union,2,3,2,17,0,291,4653,4944,0.0,0.4656,7.444800000000001,7.9104,0.0,11.44,11.816568541526795,7.677600000000001,0.38388000000000005,0.9696780243826195,2.7285160802164974,7.444800000000001,3.0788007020014043,1.5473887814313345,0.061895551257253385,0.0406993006993007,0.0406993006993007,0.6694329214272821,67.85402057873509,50.85489266633465,50.85489266633465,4.271495269681784,0.406993006993007,228.79999999999995,228.79999999999995,13.910280928739068,8,2
