bank_version,model_id,model_family,candidate_id,value,finite,source_bank
XREG-v2.7-TECHNICAL,T14,T,LIT-X001::solid_chord_x_q10_mm,0.625,True,PRM082_existing
XREG-v2.7-TECHNICAL,T15,T,LIT-X001::solid_chord_x_q10_mm,0.9375,True,PRM082_existing
XREG-v2.7-TECHNICAL,T16,T,LIT-X001::solid_chord_x_q10_mm,0.625,True,PRM082_existing
XREG-v2.7-TECHNICAL,T17,T,LIT-X001::solid_chord_x_q10_mm,0.9375,True,PRM082_existing
XREG-v2.7-TECHNICAL,T2,T,LIT-X001::solid_chord_x_q10_mm,0.9375,True,PRM082_existing
XREG-v2.7-TECHNICAL,T3,T,LIT-X001::solid_chord_x_q10_mm,1.5625,True,PRM082_existing
XREG-v2.7-TECHNICAL,T4,T,LIT-X001::solid_chord_x_q10_mm,0.9375,True,PRM082_existing
XREG-v2.7-TECHNICAL,T5,T,LIT-X001::solid_chord_x_q10_mm,1.25,True,PRM082_existing
XREG-v2.7-TECHNICAL,T6,T,LIT-X001::solid_chord_x_q10_mm,1.25,True,PRM082_existing
XREG-v2.7-TECHNICAL,T7,T,LIT-X001::solid_chord_x_q10_mm,0.625,True,PRM082_existing
XREG-v2.7-TECHNICAL,T8,T,LIT-X001::solid_chord_x_q10_mm,1.25,True,PRM082_existing
XREG-v2.7-TECHNICAL,T9,T,LIT-X001::solid_chord_x_q10_mm,1.25,True,PRM082_existing
XREG-v2.7-TECHNICAL,B1,B,LIT-X001::solid_chord_x_q50_mm,2.8125,True,PRM082_existing
XREG-v2.7-TECHNICAL,B2,B,LIT-X001::solid_chord_x_q50_mm,1.5625,True,PRM082_existing
