model_id,model_family,LIT-X001::solid_chord_x_count,LIT-X001::solid_chord_x_mean_mm,LIT-X001::solid_chord_x_population_std_mm,LIT-X001::solid_chord_x_q10_mm,LIT-X001::solid_chord_x_q50_mm,LIT-X001::solid_chord_x_q90_mm,LIT-X001::solid_chord_x_spanning_line_fraction,LIT-X001::solid_chord_y_count,LIT-X001::solid_chord_y_mean_mm,LIT-X001::solid_chord_y_population_std_mm,LIT-X001::solid_chord_y_q10_mm,LIT-X001::solid_chord_y_q50_mm,LIT-X001::solid_chord_y_q90_mm,LIT-X001::solid_chord_y_spanning_line_fraction,LIT-X001::solid_chord_z_count,LIT-X001::solid_chord_z_mean_mm,LIT-X001::solid_chord_z_population_std_mm,LIT-X001::solid_chord_z_q10_mm,LIT-X001::solid_chord_z_q50_mm,LIT-X001::solid_chord_z_q90_mm,LIT-X001::solid_chord_z_spanning_line_fraction,LIT-X002::C2_x_efold_mm,LIT-X002::C2_x_positive_auc_0_20_mm,LIT-X002::C2_y_efold_mm,LIT-X002::C2_y_positive_auc_0_20_mm,LIT-X002::C2_z_efold_mm,LIT-X002::C2_z_positive_auc_0_20_mm,LIT-X002::S2_x_r10p0_probability,LIT-X002::S2_x_r20p0_probability,LIT-X002::S2_x_r2p5_probability,LIT-X002::S2_x_r5p0_probability,LIT-X002::S2_y_r10p0_probability,LIT-X002::S2_y_r20p0_probability,LIT-X002::S2_y_r2p5_probability,LIT-X002::S2_y_r5p0_probability,LIT-X002::S2_z_r10p0_probability,LIT-X002::S2_z_r20p0_probability,LIT-X002::S2_z_r2p5_probability,LIT-X002::S2_z_r5p0_probability,LIT-X003::L_x_auc_mm,LIT-X003::L_x_half_decay_mm,LIT-X003::L_x_k0,LIT-X003::L_x_k1,LIT-X003::L_y_auc_mm,LIT-X003::L_y_half_decay_mm,LIT-X003::L_y_k0,LIT-X003::L_y_k1,LIT-X003::L_z_auc_mm,LIT-X003::L_z_half_decay_mm,LIT-X003::L_z_k0,LIT-X003::L_z_k1,LIT-X004::chi_solid_26,LIT-X004::chi_solid_26_per_mm3,LIT-X004::chi_void_6,LIT-X004::chi_void_6_per_mm3,LIT-X005::A_xx,LIT-X005::A_xy,LIT-X005::A_xz,LIT-X005::A_yy,LIT-X005::A_yz,LIT-X005::A_zz,LIT-X005::DA,LIT-X005::FA,LIT-X005::lambda1,LIT-X005::lambda2,LIT-X005::lambda3,LIT-X005::trace,LIT-X005::v1_z_alignment,LIT-X009::C2_x_10mm,LIT-X009::C2_x_2p5mm,LIT-X009::C2_y_10mm,LIT-X009::C2_y_2p5mm,LIT-X009::C2_z_10mm,LIT-X009::C2_z_2p5mm,LIT-X012::lacunarity_10mm,LIT-X012::lacunarity_2p5mm,LIT-X012::lacunarity_5mm,LIT-X012::loglog_slope_2p5_to_10mm,LIT-X012::logscale_auc_2p5_to_10mm,LIT-X016::void_chord_x_count,LIT-X016::void_chord_x_mean_mm,LIT-X016::void_chord_x_population_std_mm,LIT-X016::void_chord_x_q10_mm,LIT-X016::void_chord_x_q50_mm,LIT-X016::void_chord_x_q90_mm,LIT-X016::void_chord_x_spanning_line_fraction,LIT-X016::void_chord_y_count,LIT-X016::void_chord_y_mean_mm,LIT-X016::void_chord_y_population_std_mm,LIT-X016::void_chord_y_q10_mm,LIT-X016::void_chord_y_q50_mm,LIT-X016::void_chord_y_q90_mm,LIT-X016::void_chord_y_spanning_line_fraction,LIT-X016::void_chord_z_count,LIT-X016::void_chord_z_mean_mm,LIT-X016::void_chord_z_population_std_mm,LIT-X016::void_chord_z_q10_mm,LIT-X016::void_chord_z_q50_mm,LIT-X016::void_chord_z_q90_mm,LIT-X016::void_chord_z_spanning_line_fraction,LIT-X017::beta0_count,LIT-X017::beta0_density,LIT-X023::axis_power_fraction_x,LIT-X023::axis_power_fraction_y,LIT-X023::axis_power_fraction_z,LIT-X023::peak_wavelength_x,LIT-X023::peak_wavelength_y,LIT-X023::peak_wavelength_z,LIT-X019::solid_void_chord_q50_geomean_ratio,LIT-X019::solid_void_chord_x_q50_ratio,LIT-X019::solid_void_chord_y_q50_ratio,LIT-X019::solid_void_chord_z_q50_ratio,LIT-X024::ect_abs_auc_direction_mean_per_mm3,LIT-X024::ect_total_variation_direction_mean_per_mm3
C14,C,157924,1.2813758516754894,2.8017971956495948,0.625,0.9375,2.1875,0.0478515625,157924,1.2813758516754894,2.8017971956495948,0.625,0.9375,2.1875,0.0478515625,157924,1.2813758516754894,2.8017971956495948,0.625,0.9375,2.1875,0.0478515625,2.1683091179912664,6.2479093358624826,2.1683091179912664,6.2479093358624826,2.1683091179912664,6.2479093358624826,0.15282185872395829,0.165496826171875,0.15322265625000001,0.14059884207589279,0.15282185872395829,0.165496826171875,0.15322265625000001,0.14059884207589279,0.15282185872395829,0.165496826171875,0.15322265625000001,0.14059884207589279,2.0886536650192955,0.9375,0.30877685546875,0.23531119279035431,2.0886536650192955,0.9375,0.30877685546875,0.23531119279035431,2.0886536650192955,0.9375,0.30877685546875,0.23531119279035431,-6599,-0.103109375,-5400,-0.084375000000000006,0.33333333333358589,-4.7229198105985575e-21,3.9972318800028104e-21,0.33333333333371268,8.0253947209818321e-20,0.33333333333371368,1.0000000000003832,2.2047277705245089e-13,0.33333333333371368,0.33333333333371268,0.33333333333358589,1.0000000000010123,0.9996622899534362,0.15282185872395829,0.15322265625000001,0.15282185872395829,0.15322265625000001,0.15282185872395829,0.15322265625000001,1.0058209624568264,1.1432934905553065,1.0174909634052305,-0.092411136819458006,1.4500973044325525,154660,2.9290055605845078,6.1686912616780925,0.3125,1.5625,5.625,0.234375,154660,2.9290055605845078,6.1686912616780925,0.3125,1.5625,5.625,0.234375,154660,2.9290055605845078,6.1686912616780925,0.3125,1.5625,5.625,0.234375,1,1.5625e-05,0.1178994531198523,0.11789945311985239,0.11789945311985239,4,4,4,0.59999999999999998,0.59999999999999998,0.59999999999999998,0.59999999999999998,0.050392751840444699,0.1031334134615384
C2,C,123160,1.5509905813575835,2.6032249103407112,0.625,0.9375,2.8125,0.03125,123160,1.5509905813575835,2.6032249103407112,0.625,0.9375,2.8125,0.03125,123160,1.5509905813575835,2.6032249103407112,0.625,0.9375,2.8125,0.03125,1.8657519637548183,5.1387673125155526,1.8657519637548183,5.1387673125155526,1.8657519637548183,5.1387673125155526,0.1125895182291666,0.1153564453125,0.11655273437499999,0.11325509207589279,0.1125895182291666,0.1153564453125,0.11655273437499999,0.11325509207589279,0.1125895182291666,0.1153564453125,0.11655273437499999,0.11325509207589279,1.4828471071278353,0.9375,0.291473388671875,0.23457877091535431,1.4828471071278353,0.9375,0.291473388671875,0.23457877091535431,1.4828471071278353,0.9375,0.291473388671875,0.23457877091535431,-3799,-0.059359374999999999,-3200,-0.050000000000000003,0.33333333333288162,2.4161298549303979e-20,4.2732278476055488e-20,0.33333333333304532,-1.0627459119627226e-19,0.33333333333304799,1.0000000000004992,2.8582948354645695e-13,0.33333333333304799,0.33333333333304521,0.33333333333288162,0.99999999999897482,0.99991321373399999,0.1125895182291666,0.11655273437499999,0.1125895182291666,0.11655273437499999,0.1125895182291666,0.11655273437499999,1.007487920573781,1.2374112192637554,1.0256204725532081,-0.14828123909419039,1.4889286935847326,121864,3.8103131359548348,5.323738343405652,0.625,2.5,7.1875,0.12890625,121864,3.8103131359548348,5.323738343405652,0.625,2.5,7.1875,0.12890625,121864,3.8103131359548348,5.323738343405652,0.625,2.5,7.1875,0.12890625,1,1.5625e-05,0.1049662066074132,0.1049662066074132,0.1049662066074132,4,4,4,0.375,0.375,0.375,0.375,0.029001957820012001,0.060825721153846102
C3,C,136280,1.5421191664220719,3.4155964428845027,0.625,0.9375,2.5,0.0625,136280,1.5421191664220719,3.4155964428845027,0.625,0.9375,2.5,0.0625,136280,1.5421191664220719,3.4155964428845027,0.625,0.9375,2.5,0.0625,2.2776365433286871,7.3034074237065774,2.2776365433286871,7.3034074237065774,2.2776365433286871,7.3034074237065774,0.16748046875,0.196533203125,0.16953124999999999,0.1569475446428571,0.16748046875,0.196533203125,0.16953124999999999,0.1569475446428571,0.16748046875,0.196533203125,0.16953124999999999,0.1569475446428571,2.6945524377757861,0.9375,0.3206787109375,0.25770869217519687,2.6945524377757861,0.9375,0.3206787109375,0.25770869217519687,2.6945524377757861,0.9375,0.3206787109375,0.25770869217519687,-5599,-0.087484375000000003,-4400,-0.068750000000000006,0.33333333333269782,2.1849487606400491e-20,0,0.3333333333327656,4.0496324697507881e-21,0.33333333333276438,1.0000000000002036,1.1640307214519013e-13,0.3333333333327656,0.33333333333276438,0.33333333333269782,0.99999999999822797,0,0.16748046875,0.16953124999999999,0.16748046875,0.16953124999999999,0.16748046875,0.16953124999999999,1.0105594088095926,1.1988046216224739,1.0294631524433102,-0.1232212067067586,1.479276705868706,131144,3.3947416580247665,5.9673494365400437,0.625,1.875,7.1875,0.177734375,131144,3.3947416580247665,5.9673494365400437,0.625,1.875,7.1875,0.177734375,131144,3.3947416580247665,5.9673494365400437,0.625,1.875,7.1875,0.177734375,1,1.5625e-05,0.17507615812160049,0.17507615812160049,0.17507615812160049,4,4,4,0.5,0.5,0.5,0.5,0.042910405085637003,0.087508413461538398
C4,C,94356,2.0614746280045786,3.7928469982727737,0.9375,1.5625,2.5,0.054931640625,94356,2.0614746280045786,3.7928469982727737,0.9375,1.5625,2.5,0.054931640625,94356,2.0614746280045786,3.7928469982727737,0.9375,1.5625,2.5,0.054931640625,2.1556730988081467,7.9818582996402867,2.1556730988081467,7.9818582996402867,2.1556730988081467,7.9818582996402867,0.13458251953125,0.139617919921875,0.143798828125,0.14988490513392849,0.13458251953125,0.139617919921875,0.143798828125,0.14988490513392849,0.13458251953125,0.139617919921875,0.143798828125,0.14988490513392849,2.4279935407713102,1.25,0.29680252075195312,0.2537928303395669,2.4279935407713102,1.25,0.29680252075195312,0.2537928303395669,2.4279935407713102,1.25,0.29680252075195312,0.2537928303395669,-1674,-0.026156249999999999,-1075,-0.016796874999999999,0.3333333333320313,3.176498009492902e-20,-3.0783748123492692e-22,0.33333333333173309,1.808545202255196e-21,0.33333333333173237,1.0000000000008968,5.1694238671034855e-13,0.3333333333320313,0.33333333333173337,0.33333333333173237,0.99999999999549682,0,0.13458251953125,0.143798828125,0.13458251953125,0.143798828125,0.13458251953125,0.143798828125,1.0247020142882566,1.6383665552109583,1.1723756605307951,-0.33852686931520443,1.7355781189471182,89828,5.1303324130560624,9.4836018908980488,0.625,1.875,6.25,0.36181640625,89828,5.1303324130560624,9.4836018908980488,0.625,1.875,6.25,0.36181640625,89828,5.1303324130560624,9.4836018908980488,0.625,1.875,6.25,0.36181640625,1,1.5625e-05,0.1730349133908537,0.1730349133908537,0.1730349133908537,8,8,8,0.83333333333333337,0.83333333333333337,0.83333333333333337,0.83333333333333337,0.0126915940504807,0.0263822115384615
C5,C,100264,1.9827654990824224,3.4831506260145697,0.9375,1.5625,2.5,0.0478515625,100264,1.9827654990824224,3.4831506260145697,0.9375,1.5625,2.5,0.0478515625,102072,1.9476447997491968,3.447641100441881,0.9375,1.5625,2.5,0.0478515625,2.0684227688335777,8.4719074370409402,2.0684227688335777,8.4719074370409402,2.0306294536080944,8.2451315380818802,0.134466807047526,0.199737548828125,0.14188842773437499,0.157867431640625,0.134466807047526,0.199737548828125,0.14188842773437499,0.157867431640625,0.1316986083984375,0.1966400146484375,0.13888346354166661,0.154296875,2.1776375544227493,1.25,0.3033447265625,0.25754721333661418,2.1776375544227493,1.25,0.3033447265625,0.25754721333661418,2.1694202240025509,1.25,0.3033447265625,0.25667830339566922,-3860,-0.060312499999999998,-2511,-0.039234375000000002,0.33095138189632672,0.0014964602198121999,0.0014996516917890001,0.33095138189619511,-0.0015042528448487001,0.33809723620358351,1.0292739189085889,0.0146259808017308,0.3385910698093178,0.3324478406370302,0.32896108954975728,0.99999999999610545,0.97402211052659959,0.134466807047526,0.14188842773437499,0.134466807047526,0.14188842773437499,0.1316986083984375,0.13888346354166661,1.0244638349073607,1.5474551686194378,1.1366994888685884,-0.29751427885014142,1.6792592488147653,94984,4.8067042870378165,8.736153253149336,0.3125,2.1875,6.25,0.31591796875,94984,4.8067042870378165,8.736153253149336,0.3125,2.1875,6.25,0.31591796875,96408,4.7357065803667746,8.5668085864441217,0.3125,2.1875,6.25,0.3070068359375,1,1.5625e-05,0.18028087263726031,0.18028087263726031,0.1912237751019874,4,4,4,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.029879488431490301,0.060567307692307601
C6,C,66148,2.8822488964141018,5.0691788993469373,0.9375,2.1875,4.0625,0.070556640625,66148,2.8822488964141018,5.0691788993469373,0.9375,2.1875,4.0625,0.070556640625,66148,2.8822488964141018,5.0691788993469373,0.9375,2.1875,4.0625,0.070556640625,2.1155622123758384,8.8084681902893731,2.1155622123758384,8.8084681902893731,2.1155622123758384,8.8084681902893731,0.1507364908854166,0.1149139404296875,0.13682454427083329,0.1371111188616071,0.1507364908854166,0.1149139404296875,0.13682454427083329,0.1371111188616071,0.1507364908854166,0.1149139404296875,0.13682454427083329,0.1371111188616071,3.1140185456534182,1.875,0.29091644287109369,0.26141693836122049,3.1140185456534182,1.875,0.29091644287109369,0.26141693836122049,3.1140185456534182,1.875,0.29091644287109369,0.26141693836122049,-2124,-0.033187500000000002,-1375,-0.021484375,0.33333333333283488,1.7339580133668262e-20,6.6371598597773263e-22,0.33333333333269299,8.3517594902198019e-21,0.33333333333269849,1.0000000000004257,2.411814670237008e-13,0.33333333333283488,0.33333333333269849,0.33333333333269299,0.99999999999822642,0,0.1507364908854166,0.13682454427083329,0.1507364908854166,0.13682454427083329,0.1507364908854166,0.13682454427083329,1.0404492037286432,2.2549969832825902,1.3468730730654823,-0.55795948558609043,2.0756958897743778,62636,7.4191359601507116,11.214795704056796,0.3125,4.6875,40,0.392822265625,62636,7.4191359601507116,11.214795704056796,0.3125,4.6875,40,0.392822265625,62636,7.4191359601507116,11.214795704056796,0.3125,4.6875,40,0.392822265625,1,1.5625e-05,0.20011951263401759,0.2001195126340177,0.20011951263401759,8,8,8,0.46666666666666667,0.46666666666666667,0.46666666666666667,0.46666666666666667,0.016543532151442299,0.033211538461538397
C7,C,149680,1.3984500267236772,1.7213995898716894,0.625,1.25,2.1875,0.015625,149680,1.3984500267236772,1.7213995898716894,0.625,1.25,2.1875,0.015625,149680,1.3984500267236772,1.7213995898716894,0.625,1.25,2.1875,0.015625,1.7281270425138071,3.7539118527342255,1.7281270425138071,3.7539118527342255,1.7281270425138071,3.7539118527342255,0.1187082926432291,0.1181488037109375,0.12060953776041659,0.11883544921875,0.1187082926432291,0.1181488037109375,0.12060953776041659,0.11883544921875,0.1187082926432291,0.1181488037109375,0.12060953776041659,0.11883544921875,0.87359563537200935,0.9375,0.31939697265625,0.24997693159448819,0.87359563537200935,0.9375,0.31939697265625,0.24997693159448819,0.87359563537200935,0.9375,0.31939697265625,0.24997693159448819,-4577,-0.071515624999999999,-3978,-0.062156250000000003,0.33333333333327259,4.6828403511217697e-20,6.7653687040807613e-20,0.33333333333335102,-9.6036839425817101e-20,0.33333333333335041,1.0000000000002351,1.3533059107119473e-13,0.33333333333335091,0.33333333333335041,0.33333333333327259,0.99999999999997402,0.060745345448009302,0.1187082926432291,0.12060953776041659,0.1187082926432291,0.12060953776041659,0.1187082926432291,0.12060953776041659,1.0015663727990196,1.1533699451384043,1.0130979681133794,-0.10179865177165399,1.4490700167610762,149088,2.9917900837089504,5.1662687637878184,0.625,1.875,5.3125,0.15234375,149088,2.9917900837089504,5.1662687637878184,0.625,1.875,5.3125,0.15234375,149088,2.9917900837089504,5.1662687637878184,0.625,1.875,5.3125,0.15234375,1,1.5625e-05,0.040630088679138497,0.040630088679138497,0.040630088679138497,2,2,2,0.66666666666666663,0.66666666666666663,0.66666666666666663,0.66666666666666663,0.034861905611478297,0.072412259615384597
C8,C,84352,2.358361390364188,4.4897737741083237,0.9375,1.875,2.8125,0.070556640625,84352,2.358361390364188,4.4897737741083237,0.9375,1.875,2.8125,0.070556640625,84352,2.358361390364188,4.4897737741083237,0.9375,1.875,2.8125,0.070556640625,1.6989546119170895,5.8298526388569574,1.6989546119170895,5.8298526388569574,1.6989546119170895,5.8298526388569574,0.1125742594401041,0.11052703857421869,0.1069051106770833,0.11048671177455351,0.1125742594401041,0.11052703857421869,0.1069051106770833,0.11048671177455351,0.1125742594401041,0.11052703857421869,0.1069051106770833,0.11048671177455351,3.0491960060627932,1.5625,0.30354690551757812,0.2653981606791338,3.0491960060627932,1.5625,0.30354690551757812,0.2653981606791338,3.0491960060627932,1.5625,0.30354690551757812,0.2653981606791338,-1199,-0.018734375000000001,-1050,-0.016406250000000001,0.3333333333321532,-8.7180731079489054e-21,-4.5676554318724748e-21,0.33333333333208159,-2.0247011097050104e-20,0.33333333333208293,1.0000000000002158,1.2323751250680585e-13,0.3333333333321532,0.33333333333208293,0.33333333333208132,0.99999999999631783,0,0.1125742594401041,0.1069051106770833,0.1125742594401041,0.1069051106770833,0.1125742594401041,0.1069051106770833,1.0085349924521867,1.5539073156749521,1.088521953370627,-0.31181965716237747,1.6425807535693768,85608,5.3315986823661339,7.6207546287816008,1.25,4.0625,5.9375,0.22705078125,85608,5.3315986823661339,7.6207546287816008,1.25,4.0625,5.9375,0.22705078125,85608,5.3315986823661339,7.6207546287816008,1.25,4.0625,5.9375,0.22705078125,1,1.5625e-05,0.059983314935614297,0.059983314935614297,0.059983314935614297,8,8,8,0.46153846153846151,0.46153846153846151,0.46153846153846151,0.46153846153846151,0.0091161499023437002,0.019292067307692298
C9,C,93476,2.1031267384141383,4.7055909413245782,0.9375,1.5625,1.875,0.08575439453125,93554,2.1013732710520125,4.7033998636371912,0.9375,1.5625,1.875,0.08575439453125,93566,2.1011037663253744,4.7031076250169868,0.9375,1.5625,1.875,0.08575439453125,1.7435871686626632,5.8105370358376867,1.7434008051664742,5.8044331897710029,1.7434567100321057,5.8145433738100962,0.1041781107584635,0.14112472534179679,0.1096506754557291,0.1205193655831473,0.1040484110514323,0.14112472534179679,0.1096303304036458,0.12051500592912941,0.1040484110514323,0.14045524597167969,0.1096364339192708,0.1205193655831473,3.5856447678815728,1.25,0.29997539520263672,0.25741360882135828,3.585207081489949,1.25,0.29997539520263672,0.25737612266240151,3.5851716057321594,1.25,0.29997539520263672,0.25737035556102361,-1499,-0.023421875000000002,-1500,-0.0234375,0.33311588092519151,-0.0001926372439834,0.00060156935318420003,0.33339965727769738,-0.00042718351293059999,0.33348446179446262,1.0046326812112223,0.0023598015345527002,0.33419517972798041,0.33315072093720288,0.33265409933216811,0.99999999999735156,0.71440547291007805,0.1041781107584635,0.1096506754557291,0.1040484110514323,0.1096303304036458,0.1040484110514323,0.1096364339192708,1.0054951777368095,1.3680866258428612,1.0393813609209688,-0.22212671023063399,1.5430650273387481,96370,4.760486925391719,5.8587687069936116,1.5625,3.4375,6.5625,0.1416015625,96448,4.756636996101526,5.8479928099376304,1.5625,3.4375,6.5625,0.14111328125,96460,4.7560452519178931,5.8449809248375173,1.5625,3.4375,6.5625,0.14111328125,1,1.5625e-05,0.057382654737036798,0.057384918566791503,0.051470489671733399,4,4,4,0.45454545454545447,0.45454545454545447,0.45454545454545447,0.45454545454545447,0.0113650277944711,0.026045673076923001
F1,F,87800,2.154114464692483,1.2283874669961563,0.625,1.875,4.0625,0,87208,2.1687373864783046,1.2335776923318686,0.625,1.875,4.0625,0,94248,2.0067401960784315,1.0528854557997085,0.625,1.875,3.4375,0,1.7385954685902374,5.6437458334195654,1.7395626884449318,5.6970296721563924,1.5542074676989777,4.6367615694790061,0.10323333740234369,0.098579406738281194,0.1019775390625,0.097898210797991006,0.1047032674153645,0.1014442443847656,0.102081298828125,0.098364693777901704,0.096590677897135394,0.064422607421875,0.079838053385416594,0.078162057059151704,0.42423298664429532,1.25,0.28859138488769531,0.24866779958169291,0.42665921748841917,1.25,0.28859138488769531,0.24895230991633849,0.37881748732948989,1.25,0.28859138488769531,0.24556894377460631,-1700,-0.026562499999999999,-1779,-0.027796874999999999,0.33134892775915331,-1.5734315124968757e-18,-0.0028076344784166,0.3290998761956872,-9.4068437481422006e-20,0.33955119604204981,1.034397787769749,0.018526063800562601,0.34042018389211709,0.33047993990908608,0.32909987619568709,0.99999999999689038,0.95528991455305201,0.10323333740234369,0.1019775390625,0.1047032674153645,0.102081298828125,0.096590677897135394,0.079838053385416594,1.0093187200271481,1.3903048664287982,1.0557725272572491,-0.23100972767085459,1.563451912259552,103896,4.4874562062062058,8.5275298387901657,0.9375,2.1875,5,0.320068359375,102896,4.5310677771730683,8.7112977007775854,0.625,2.1875,5,0.346435546875,107596,4.3331420313022786,6.6240754194903309,0.625,3.125,6.5625,0.182373046875,1,1.5625e-05,0.077705124291853403,0.076074013303843793,0.046087903188874499,4,4,8,0.76106057292222906,0.8571428571428571,0.8571428571428571,0.59999999999999998,0.0131210092397836,0.028502403846153799
F2,F,102203,1.9191645548565111,1.2781334756319604,1.25,1.25,4.0625,0,102194,1.9193335714425503,1.2779649000459627,1.25,1.25,4.0625,0,102196,1.919296009628557,1.2778130994170811,1.25,1.25,4.0625,0,1.5749969334816258,3.9807609246997862,1.5746886248676379,3.9798240698094181,1.5746011024482016,3.979189763097756,0.094437281290690095,0.085062026977538993,0.088869730631510394,0.0968475341796875,0.094403584798176995,0.085051536560058594,0.088828531901041605,0.096820831298828097,0.094410578409830706,0.085062980651855399,0.088816833496093706,0.096820831298828097,0.4286056890747062,1.25,0.29929256439208979,0.2525312769131397,0.42858384055269821,1.25,0.29929256439208979,0.25253560223917321,0.4285479355980909,1.25,0.29929256439208979,0.25253464105561019,-500,-0.0078125,-499,-0.007796875,0.33334653496430811,1.9822533164698261e-05,-4.8408550315810448e-06,0.33333754131198601,-1.0407014957495495e-05,0.3333159237160554,1.000159692354379,8.3366276338802089e-05,0.33336456322418501,0.33332410081595898,0.33331133595220558,0.99999999999234956,0.2091657853534889,0.094437281290690095,0.088869730631510394,0.094403584798176995,0.088828531901041605,0.094410578409830706,0.088816833496093706,1.0031314856463551,1.2845239037467944,1.0250306967653495,-0.17836150889072189,1.5033380790756112,111787,4.1079519532682696,6.1756564295468444,1.25,2.8125,5.9375,0.18267822265625,111776,4.1083562213713138,6.1787072777106191,1.25,2.8125,5.9375,0.182861328125,111778,4.1082827121616061,6.1786149303906646,1.25,2.8125,5.9375,0.182861328125,1,1.5625e-05,0.024059482861531901,0.024050227823329901,0.024065333422343401,4,4,4,0.44444444444444442,0.44444444444444442,0.44444444444444442,0.44444444444444442,0.0039177246093750001,0.0104603365384615
L1,L,78712,2.480720855778026,1.2660145252267889,1.25,2.1875,4.6875,0,78712,2.480720855778026,1.2660145252267889,1.25,2.1875,4.6875,0,78712,2.480720855778026,1.2660145252267889,1.25,2.1875,4.6875,0,1.6262121939216556,5.2502476798092674,1.6262121939216556,5.2502476798092674,1.6262121939216556,5.2502476798092674,0.1121826171875,0.084564208984375,0.094677734375000003,0.089516775948660698,0.1121826171875,0.084564208984375,0.094677734375000003,0.089516775948660698,0.1121826171875,0.084564208984375,0.094677734375000003,0.089516775948660698,0.4810131188848415,1.5625,0.29794692993164062,0.26246462844488189,0.4810131188848415,1.5625,0.29794692993164062,0.26246462844488189,0.4810131188848415,1.5625,0.29794692993164062,0.26246462844488189,-1050,-0.016406250000000001,-1199,-0.018734375000000001,0.33333333333383097,-3.8084312368993151e-20,-3.082122394394238e-21,0.3333333333339612,-1.7986194251112809e-19,0.33333333333396359,1.0000000000003979,2.277550016245936e-13,0.33333333333396359,0.3333333333339612,0.33333333333383097,1.0000000000017559,0.99999975796806395,0.1121826171875,0.094677734375000003,0.1121826171875,0.094677734375000003,0.1121826171875,0.094677734375000003,1.017401714635678,1.5775550469590751,1.1123211601245879,-0.31640045827996421,1.6703457575047105,91752,5.0145773389135933,7.3733954658844176,0.9375,3.4375,6.5625,0.22119140625,91752,5.0145773389135933,7.3733954658844176,0.9375,3.4375,6.5625,0.22119140625,91752,5.0145773389135933,7.3733954658844176,0.9375,3.4375,6.5625,0.22119140625,1,1.5625e-05,0.098152944044660503,0.098152944044660406,0.098152944044660503,8,8,8,0.63636363636363635,0.63636363636363635,0.63636363636363635,0.63636363636363635,0.0080943885216345993,0.0200985576923076
L10,L,73160,2.682135046473483,5.9900398586553392,0.9375,1.25,4.0625,0.10791015625,73160,2.682135046473483,5.9900398586553392,0.9375,1.25,4.0625,0.10791015625,106320,1.8456075996990216,0.82327226198495973,0.9375,2.1875,2.1875,0,,12.202796747674215,,12.202796747674215,1.472335174889345,4.4575576168352553,0.2034759521484375,0.206512451171875,0.20443522135416661,0.20892769949776779,0.2034759521484375,0.206512451171875,0.20443522135416661,0.20892769949776779,0.081797281901041602,0.0937957763671875,0.074267578124999997,0.084202357700892794,4.5364995155220562,2.1875,0.29941558837890619,0.2666130967027559,4.5364995155220562,2.1875,0.29941558837890619,0.2666130967027559,0.33859063238218567,1.25,0.29941558837890619,0.25067667322834641,-1934,-0.030218749999999999,-1635,-0.025546875,0.27996409744940459,5.6383143755913902e-21,4.9207107277888488e-22,0.27996409744928419,2.9934323594048829e-21,0.4400718050987561,1.5718865708431606,0.27046803570334998,0.4400718050987561,0.27996409744940459,0.27996409744928441,0.99999999999744515,1,0.2034759521484375,0.20443522135416661,0.2034759521484375,0.20443522135416661,0.081797281901041602,0.074267578124999997,1.0265205693862167,1.6230353745852546,1.1736677245514899,-0.3304659539121787,1.7317905903369069,79904,5.7460827993592307,9.974490852495796,0.625,2.5,6.875,0.361083984375,79904,5.7460827993592307,9.974490852495796,0.625,2.5,6.875,0.361083984375,95136,4.8260910696266404,6.3125086810500797,0.625,5.625,5.9375,0.15869140625,1,1.5625e-05,0.0516398061023986,0.0516398061023986,0.51678430334447534,4,4,8,0.45982069606352011,0.5,0.5,0.3888888888888889,0.0147862454927884,0.032343749999999998
L11,L,114515,1.7134927738724184,1.070396084094025,0.625,1.5625,3.4375,0,114252,1.7174371126982459,1.0769528143723257,0.625,1.5625,3.4375,0,95998,2.0440074272380682,2.8271556818218064,0.9375,1.875,3.125,0.030029296875,2.1455780884546178,6.9843827731925607,2.1368900244226121,6.9628660297358582,1.689665264326804,5.0988358268470817,0.13348070780436189,0.11945343017578119,0.14491017659505209,0.1522799900599888,0.13328679402669269,0.1185026168823242,0.1442820231119791,0.1512925284249442,0.098627726236979102,0.11083984375,0.10322265625,0.1118894304547991,0.36607170768411701,1.25,0.29940891265869141,0.2467314952940452,0.36773045820068068,1.25,0.29940891265869141,0.24685789093257871,1.4887104501240835,1.25,0.29940891265869141,0.25563061331200782,-1739,-0.027171875000000002,-1490,-0.02328125,0.36107993105139258,-5.0937339158154439e-05,-1.7437052874280464e-05,0.35991571962533858,-8.2896815665045316e-06,0.2790043493249677,1.2941811328767343,0.14023335127197289,0.36108215899056761,0.35991349624221441,0.27900434476891678,1.0000000000016991,0.0002078369951326,0.13348070780436189,0.14491017659505209,0.13328679402669269,0.1442820231119791,0.098627726236979102,0.10322265625,1.0072407119368092,1.3731653193540274,1.0610425376373709,-0.22354841207405499,1.5604445080060798,111539,4.1164021104725705,9.0746925487763566,0.625,1.5625,4.6875,0.40087890625,111276,4.1261311963046836,8.9989486150577687,0.625,1.5625,5,0.3927001953125,109306,4.2004956269555196,7.4539001322528762,0.625,2.5,5.3125,0.259765625,1,1.5625e-05,0.065618927438532398,0.066017305262845299,0.0521208316365845,8,8,4,0.90856029641606983,1,1,0.75,0.0132288677509014,0.0288677884615384
