model_id,model_family,model_name,geometry_path,geometry_sha256,model_to_excel_identity_status,combine_png_dir,combine_png_count,combine_aggregate_sha256,first_png_sha256,last_png_sha256,pixel_resolution,slice_count,slice_spacing_mm,axis,physical_size_mm,threshold_rule,component_rule
B3,Basic cubic truss lattice,BCC,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/B3__a272cdb922__N40.stl,beb368e9c9945669cc202046802bd24ec15e70b61cd472ce061e2e482ba70afc,confirmed,experiments/lab_001_xy_connection_20260626/runtime/R09-20260707-020H_direct_legacy_png/B3/z_1000x801_endpoint,800,bdd0460e3eafe4ea3d7235a164f0acd3c1b04cf96e34b803ab41c0fbabe44b86,a14100474b1708f69c94e5d22073e0c323f7d6363f9860882f358b75cbdd5036,1fa51034dacba2780649c0044acee0dd974e291fe837e815a98e8baa317a1e86,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
C1,Cubic truss lattice,SC+FCC,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/C1__7755dda7d0__N40.stl,d798f7b032de8eccfd771037e849b201c7604b833fc0ed8ce07e316529cc5729,confirmed,experiments/lab_001_xy_connection_20260626/runtime/R09-20260707-020H_direct_legacy_png/C1/z_1000x801_endpoint,800,6722bdc5304b6673077c36c9ee4c22abb0ea0c06762acf0537e6dc103bf80cee,099900012afd2342156fe3e14d725f27abdb7be3d7618b7871ceaa3f2b9e09a9,ac88cc02b7af76cedd6edb4ddd52c357cbe79306131c92666c5b0aef1ceacdc0,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
L1,Truss lattice,Octahedron,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L1__412f5bec5e__N40.stl,7189d16e6f812608f31cb7bf54f604caaf438272cbb31a45c153b8a2e8b0730a,confirmed,experiments/lab_001_xy_connection_20260626/runtime/R09-20260707-020H_direct_legacy_png/L1/z_1000x801_endpoint,800,5dbf000d1e9caee7b0eac96dd5f5b0cadc2f7cd9f4594a48fb74b7369988b52d,3939748a02aed033159539219d4758ab330d13d6aaeb43917e5537578b4754d7,ae5da1de9fea183a888a9ce9609c074e2824ced5dea25f6ca66ed08a327ff112,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
F1,Foam,Kelvin foam,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/F1__0dff3c1b13__N40.stl,d76883bc10af4f4b3817ccbe90b2863f97c9b843f30c5214cde81d2f76fdb0f8,likely,experiments/lab_001_xy_connection_20260626/runtime/R09-20260707-020H_direct_legacy_png/F1/z_1000x801_endpoint,800,55f0f8f6e74789d12b858b17717a9b1b8cec22c9f793eb929826ba58725675e8,594405c81729c1d55a3ddcf9097288c4bdc7ff36e125e59df06a39e9b3667575,594405c81729c1d55a3ddcf9097288c4bdc7ff36e125e59df06a39e9b3667575,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
F2,Foam,Poroelastic foam,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/F2__69a3599146__N40.stl,bd471508c7d2073419cbf2c37f16d0d0a07690a5b4a660c5179230cf4ad285f4,likely,experiments/lab_001_xy_connection_20260626/runtime/R09-20260707-020H_direct_legacy_png/F2/z_1000x801_endpoint,800,f93ac42b86a148b52aa34c67533b265ef10f100097a8372791b6bc9f6d487305,1ea87b07bdb933acfe8fa42b355c5897acdb7d357fb9d9e4d0f747e708ce92a6,f96915ae003f3a2e514854b49ed83630a700d1a9c380f26c6a2af463ca8902fc,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
T8,TPMS,Diamond A,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T8__9db42618a6__N40.stl,24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,likely,experiments/lab_001_xy_connection_20260626/factories/CINT-02/runtime/panel_png/T8/z_1000x801_endpoint,800,147370dcd5a09fc88e34b7e99fbe1313551fa6cb21a3fa166f686cf2b81d8d53,a70280fbcc4df9479e120c7b888dbefc98916535e5a8bd1368da2a28097d40e0,ffa34bc282c0d794a475dd3f6ff28aa6cb9832bb3ed3e9f8d32a9c20ffa132e7,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
T9,TPMS,Diamond B,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T9__f466dfe3fd__N40.stl,76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,likely,experiments/lab_001_xy_connection_20260626/factories/CINT-02/runtime/panel_png/T9/z_1000x801_endpoint,800,448e14712b0a9aac2f798a457383cab5ba8fd93234e58d3140d641b58004bced,2d15c74fcaa4f3b5e6690a2524684b0406ccb70562e8610debac3b3f554c2d34,d0ff3efd238cac1b7764b6a7198f91cae63ac6ff8d0462b20c82ed830197ca32,1000x1000,801,0.05,z,40x40x40,gray 29 blue / 76 red / 105 purple,LEGACY-PY exact source behavior
