slice_index,z_mm,foreground_pixels,png_sha256
239,11.949999999999998,387600,f89163d94651f0a56e03b87e70ba0699024bd06b82f0529449966ecd06a6b83e
240,11.999999999999996,387600,f89163d94651f0a56e03b87e70ba0699024bd06b82f0529449966ecd06a6b83e
241,12.049999999999997,387600,f89163d94651f0a56e03b87e70ba0699024bd06b82f0529449966ecd06a6b83e
242,12.099999999999998,388800,ed3d322fe6b31d749978fdbbc12c34e1011dc4ec1a046a72836a888dc98fb0ee
243,12.149999999999997,390001,d351e50df1a2f04dc4e3ffacf6a72e0cfa35b6499afb78eab77118a14695de77
244,12.199999999999998,391602,5b13d26822ff1083ca48db62a961dd0eb0ce4af72a2c40f1221e1d9ae5832037
245,12.249999999999996,393601,dc157149622538d2e346db68feb1eb094b38211ff157c0fa651caf57ec0295d8
246,12.299999999999997,398799,bd0ef8d544e29d53bc87273c7a8644f32f38cabdfc6d0ed520e6c53cb8d83011
247,12.349999999999998,402000,412698fcdd7b2843e607918e754873430efa179491fe8d4acfbb3d16b086b2cd
248,12.399999999999997,405597,7a6e37c8bafcbdf299e37c5bf5e6bae4b35cf05dcc03026f35b0160481bd51d6
249,12.449999999999998,409600,30563a1745352b723396701086ca6c637dfbcd6e80069d1bd4df75cb5c656f59
