model_key,structural_model_id,raw_model_id,source_group,family_group,vf_group,weight,measured_vf,height,performance_source_file,performance_sheet,source_block_index,structural_excel_row,crosswalk_status,x__Type,x__Source,x__Target VF,x__Actual VF,x__Node 개수,x__Strut 개수,x__Global: Strut No. at Nodes-AVG,x__Global: Strut No. at Nodes-STDEV,x__Node: Strut count - AVG,x__Node: Strut count - STDEV,x__Global: Length - AVG,x__Global: Length - STDEV,x__Global: Angle-Z (weighted with length)-AVG,x__Global: Angle-Z (weighted with length)-STDEV,x__Node: Length - AVG,x__Node: Length - STDEV,x__Node: Angle-Z (weighted with length)-AVG,x__Node: Angle-Z (weighted with length)-STDEV,x__Global: l/d AVG,x__Global: l/d STDEV,x__Node: l/d AVG,x__Node: l/d STDEV,x__Global: Angle-X (weighted with length)-AVG,x__Global: Angle-X (weighted with length)-STDEV,x__Node: Angle-X (weighted with length)-AVG,x__Node: Angle-X (weighted with length)-STDEV,x__Global: Angle-Y (weighted with length)-AVG,x__Global: Angle-Y (weighted with length)-STDEV,x__Node: Angle-Y (weighted with length)-AVG,x__Node: Angle-Y (weighted with length)-STDEV,x__connected_components,x__maxwell_index_M_3D,x__total_strut_length_mm,x__mean_radius_mm,x__std_radius_mm,x__mean_diameter_mm,x__surface_area_mm2,x__surface_to_solid_volume_1_per_mm,x__solid_volume_mm3_approx,x__bbox_x_mm,x__bbox_y_mm,x__bbox_z_mm,x__mass_center_x_mm,x__mass_center_y_mm,x__mass_center_z_mm,y__Modulus,y__Com. Strength,y__Com. strain,y__APS,y__AS,y__Yield strength,y__Yield strain,y__LCC,y__EAS,y__Densif. strength,y__Densifi. strain,y__EAE,y__SE,y__Total energy,y__SEA,y__Max. Plateau stress
VF45_L18-2,VF45_L18-2. Radial-RTE (E),L18-2,bcl,L,45,15.924174174174174,0.48636903901456724,30.0,New_VF45.xlsx,Sheet1,40,261,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.9180344549050385,1096,2092,3.817518248175182,0.6262912868006449,3.817518248175182,0.6262912868006449,2.664734488600552,1.250766517770194,31.90641423592334,28.28564295265448,2.665184355988502,0.7400706225813273,32.26714182949149,12.58366066409518,1.186700460064992,0.5842626167802214,1.178749764771682,0.3593302877119218,31.25449167168382,28.3686846945401,31.33947380244499,12.30953408986647,31.77892942509006,28.28309769640832,31.60557844069401,11.75783226294143,1,-1190,5574.624550152362,1.152413064076137,0.2203274262831004,2.304826128152274,40900.65560103263,1.650089588948202,24786.93028243604,30,30,30,0.08517735582955199,0.05592499548042373,-0.07146868421965115,441.75,33.1709710922823,0.08918033614137649,22.02363045801365,19.74193938378273,31.229144272141813,0.07268033614137648,0.42722756657232314,0.16623433158852474,6.213845824449578,0.18544700280804316,59.51571127917919,0.6639428914138049,3.661083488340574,6.207496420474301,22.02363045801365
VF45_L19,VF45_L19. Aligned Voronoi,L19,bcl,L,45,16.55443143812709,0.5056188673854395,30.0,New_VF45.xlsx,Sheet1,41,263,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7479036514488393,1669,2923,3.502696225284601,1.092057072351218,3.502696225284601,1.092057072351218,2.824870000584248,1.844896025466467,60.62838534942583,27.01915466830713,2.731653393007659,1.019868004922788,59.72493505888705,14.36033318909885,1.60085626266463,1.045504166819091,1.548030330854504,0.5779600769006201,16.83416594566538,20.32839989516519,17.3310685234706,10.55399507599746,16.68922103633034,20.26162207713837,17.18749648062359,9.96791049514198,1,-2078,8257.095011707774,0.8822997,0,1.7645994,45774.46549991722,2.266803445586573,20193.39858911866,30,30,30,-0.06812702806423523,0.0831704186065107,0.2704729356216008,829.11,38.06116758252649,0.0528597353524852,19.340505507597946,18.965947736218677,34.98462978717214,0.04419306868581854,0.5089397479044608,0.1402564821549765,0.39555485940270013,0.14302640201915187,49.83017847546474,0.5081427275099407,2.7126312655946356,4.424256093892247,19.340505507597946
VF45_L2,VF45_L2. Cuboctahedron,L2,bcl,L,45,16.256268460781097,0.49651213197955074,30.0,New_VF45.xlsx,Sheet1,23,213,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8457482744923704,540,1800,6.666666666666667,1.334569618562611,6.666666666666667,1.334569618562611,4.242640687119285,0,30.00000000000071,21.21320343559699,4.242640687119285,0,30,11.37568934077125,2.17436840964987,0,2.17436840964987,0,30.00000000000071,21.21320343559698,30,11.37568934077125,30.00000000000071,21.213203435597,30,11.37568934077125,1,186,7636.75323681447,0.9756029999999999,0,1.951206,46812.49116965405,2.05001419634831,22835.203411294,30,30,30,-2.775557561562891e-17,-2.949029909160572e-17,8.673617379884035e-18,516.45,25.75745498483733,0.06546893979208124,13.229442886286876,12.730310207562239,23.586757214612113,0.04766893979208124,0.6271540928858237,0.09703118727079037,2.8196692685399682,0.10083560645874791,49.42378901586436,0.5136160732523717,1.2836685501875273,2.13204222965926,13.229442886286876
VF45_L20,VF45_L20. Aligned compact Voron,L20,bcl,L,45,16.25452269692924,0.4964588114445146,30.0,New_VF45.xlsx,Sheet1,42,266,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.6948259427424505,6042,11181,3.701092353525323,0.922791012553753,3.701092353525323,0.922791012553753,1.809220460919228,1.141261468260651,60.9819401733211,25.97851556856099,1.774794163887831,0.5602697750514508,59.91346594281228,12.4139099283414,1.664955404987841,1.050258656216779,1.63327421933122,0.5155945394013984,16.71371688502435,19.81321316855397,17.15774896384259,8.672447209197855,16.5233827776836,19.28743599448823,17.30088532904471,9.059773495633493,1,-6939,20228.89397353789,0.543324,0,1.086648,69057.50695366363,3.681044827763914,18760.30045404616,30,30,30,-0.006168933432059116,-0.001678935711400452,0.06848815752555941,769.38,43.44099886940371,0.058927765497713405,29.102307591970025,27.266100601290482,43.239572290411104,0.05819443216438008,0.3408905344208862,0.18125469145336748,10.787512341603598,0.19346109883104673,62.7658233257028,0.6699272196631583,5.274929783163521,8.762060061740309,29.102307591970025
VF45_L21,VF45_L21. Octet,L21,bcl,L,45,16.8898,0.5158619659203929,30.0,New_VF45.xlsx,Sheet1,43,269,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7415795093549024,666,3300,9.90990990990991,2.460696947117987,9.90990990990991,2.460696947117987,4.242640687119285,0,29.99999999999779,21.21320343559533,4.242640687119285,0,30,3.421020821136084,3.144094180464862,0,3.144094180464862,0,29.99999999999779,21.21320343559529,30,3.421020821136084,29.99999999999779,21.21320343559532,30,3.421020821136084,1,1308,14000.71426749435,0.6747,0,1.3494,59352.7397438339,2.96428042092782,20022.64675258236,30,30,30,-1.817990202823694e-14,8.638922910364499e-16,-2.949029909160572e-17,330.18,19.34195276439034,0.08163375476588093,9.864929103644148,9.65584886140387,16.36958140416109,0.05156708809921426,0.375445830984773,0.3386671855655375,4.286245657142179,0.3460004214325476,49.92178907178829,0.5100275666997831,3.3409277753347237,5.340800360811705,9.864929103644148
VF45_L22,VF45_L22. Kelvin Cell,L22,bcl,L,45,16.0465,0.49010521356923026,30.0,New_VF45.xlsx,Sheet1,44,272,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8419609557178375,1800,3300,3.666666666666667,0.4715355210772317,3.666666666666667,0.4715355210772317,2.121320343559642,0,29.99999999999779,21.21320343559532,2.121320343559642,0,30,11.1834468320879,1.043238095583576,0,1.043238095583576,0,29.99999999999779,21.21320343559529,30,11.1834468320879,29.99999999999779,21.21320343559532,30,11.1834468320879,1,-2094,7000.357133747177,1.0167,0,2.0334,44719.08292393354,1.967148618078096,22732.94580438161,30,30,30,-6.158268339717665e-16,-7.919012667834124e-16,-8.673617379884035e-19,408.93,24.371184214626236,0.07768893166839941,22.94727684075387,16.565612448457603,20.81185777583896,0.0528889316683994,0.4212644568964786,0.07304817202166522,0.36273390458978577,0.1011889316683994,67.97212766754205,0.9415741409472497,1.676256626092163,2.820486019037696,22.94727684075387
VF45_L23,VF45_L23. Isotruss,L23,bcl,L,45,15.975,0.4879214025967315,30.0,New_VF45.xlsx,Sheet1,45,275,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7310914104414755,491,1990,8.10590631364562,5.451922123451925,8.10590631364562,5.451922123451925,5.369925840556096,0.7787247600912321,32.55981480724569,30.52329258828253,4.741903974515265,1.169920739240689,31.71779094353187,23.73534428293076,3.501516588782013,0.5077756651612103,3.092008329756954,0.7628591153108301,32.55981480724567,30.52329258828252,31.71779094353187,23.73534428293076,32.55981480724568,30.52329258828253,31.71779094353187,23.73534428293076,1,523,10686.15242270645,0.7668,0,1.5336,51485.31059447009,2.608242044861762,19739.46808191984,30,30,30,6.893791093531831e-15,5.741934705483231e-16,2.619432448724979e-16,308.56,16.601034422535207,0.05890620322053312,10.813494634803174,10.164784678126981,15.46241752112676,0.052106203220533116,0.36282912429206393,0.21263591708761279,0.20495104225352112,0.22620620322053311,61.22982712648744,0.6513747492821477,2.2993373485933533,3.886203969453555,10.813494634803174
VF45_L24,VF45_L24. Re-entrant,L24,bcl,L,45,15.9679,0.4877045486400219,30.0,New_VF45.xlsx,Sheet1,46,278,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7382163693733843,1330,2740,4.120300751879699,1.117866356791942,4.120300751879699,1.117866356791942,3.158613976598892,0.5480398295172763,31.63956485770963,29.52835269305576,3.049614633277375,0.5376481749337662,36.009671580012,18.94546341344536,1.844553828894471,0.3200419466931069,1.780900860358196,0.3139734728648483,29.18021757114301,35.88101035202287,26.995164209994,10.54839473593523,29.18021757114301,35.88101035202284,26.995164209994,10.54839473593523,1,-1244,8654.6022958813,0.8562,0,1.7124,46558.84600112445,2.33590282644242,19931.84197308138,30,30,30,-3.4555691641458e-15,-1.984523656517467e-15,-6.418476861114186e-17,546.07,28.318602214442716,0.06256065734735564,22.14715849406246,17.794042043422788,24.400018480827157,0.046660657347355625,0.3499199571899968,0.0818930830049974,0.4328668077831148,0.1019273240140223,62.83517070749941,0.7820710332506182,1.81369908887909,3.0667699196347313,22.14715849406246
VF45_L25,VF45_L25. Cuboctahedron,L25,bcl,L,45,15.4396,0.47156878169217503,30.0,New_VF45.xlsx,Sheet1,47,281,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8767095495604275,540,1800,6.666666666666667,1.334569618562611,6.666666666666667,1.334569618562611,4.242640687119285,0,30.00000000000071,21.21320343559701,4.242640687119285,0,30,11.37568934077125,2.135629058249917,0,2.135629058249917,0,30.00000000000071,21.21320343559698,30,11.37568934077125,30.00000000000071,21.21320343559699,30,11.37568934077125,1,186,7636.75323681447,0.9933,0,1.9866,47661.64872270518,2.013490385583408,23671.15783813154,30,30,30,-1.214306433183765e-16,-6.071532165918825e-18,-9.194034422677078e-17,430.24,25.800407361589674,0.07479684691988309,13.948628614421485,13.239651968245093,21.040880158812403,0.050896846919883096,0.5071202211833578,0.21099801050080316,6.620926455348583,0.22229684691988308,51.31567026323627,0.5406359837243303,2.943132886857508,5.14680354058089,13.948628614421485
VF45_L26,VF45_L26. Octahedron+Cross,L26,bcl,L,45,15.2956,0.4671706169363735,30.0,New_VF45.xlsx,Sheet1,48,284,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8407853372383461,575,2250,7.826086956521739,2.298540930795851,7.826086956521739,2.298540930795851,3.82842712474619,0.5859166557984871,30.00000000000014,28.33064120702308,3.778001125848596,0.4103996211742203,30,13.62364129526154,2.089980961210935,0.3198584211150164,2.062452847389778,0.2240417191692435,30.00000000000013,28.3306412070231,30,13.62364129526154,30.00000000000014,28.33064120702308,30,13.62364129526154,1,531,8613.961030678809,0.9158999999999999,0,1.8318,49571.35954893623,2.183644502674965,22701.20410543535,30,30,30,-1.214306433183765e-17,-2.159730727591125e-16,6.071532165918825e-18,390.63,43.001182353095,0.15649689092498456,30.470385669812174,25.671953234962924,30.847640216794364,0.08096355759165125,0.45841352964034804,0.20944821070992115,0.9275697520855669,0.24859689092498455,59.70057526363619,0.7085941363102793,6.381967758183382,11.265535805784102,30.470385669812174
VF45_L27,VF45_L27. V-Octet,L27,bcl,L,45,16.7038,0.5101810031108159,30.0,New_VF45.xlsx,Sheet1,49,287,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7317203744700792,666,3300,9.90990990990991,2.460696947117987,9.90990990990991,2.460696947117987,4.242640687119285,0,29.99999999999779,21.21320343559531,4.242640687119285,0,30,3.421020821136084,3.165204929214626,0,3.165204929214626,0,29.99999999999779,21.21320343559532,30,3.421020821136084,29.99999999999779,21.21320343559531,30,3.421020821136084,1,1308,14000.71426749435,0.6702,0,1.3404,58956.87887404398,2.984183825723664,19756.45011069214,30,30,30,2.081668171172169e-17,-6.418476861114186e-17,7.28583859910259e-17,270.06,18.163488272129694,0.08648233791952231,8.19898800909555,8.168235117996383,15.571815485099195,0.05961567125285565,0.4995755046034968,0.3269845948341706,1.1107169087273552,0.3282156712528556,44.97063006630635,0.4513994165799192,2.680942772204331,4.333472314653967,8.19898800909555
VF45_L3,VF45_L3. Cubic+Octet,L3,bcl,L,45,18.647418387741507,0.5695445718031247,30.0,New_VF45.xlsx,Sheet1,24,216,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.8837468345751505,990,3600,7.272727272727272,3.334466823243571,7.272727272727272,3.334466823243571,3.621320343559642,0.6214066560339853,29.99999999999892,31.76772433152333,3.451869340770649,0.4127068754534204,30,14.9031341702566,2.372197205469813,0.4070612354208822,2.261195924957584,0.270349486857723,29.99999999999893,31.76772433152331,30,14.9031341702566,29.99999999999893,31.76772433152329,30,14.9031341702566,1,636,13036.75323681501,0.763284,0,1.526568,62522.37576977654,2.620256680344406,23861.16453352906,30,30,30,5.030698080332741e-17,-2.671474153004283e-16,7.19910242530375e-17,445.42,31.077462373073736,0.7057024237372164,16.18667178809301,15.522908415326535,22.532623377840657,0.05256909040388308,0.43535500328172694,0.34597510981470925,7.140207927523532,0.36076909040388305,49.949086025685155,0.520849212003794,5.600185549420136,8.10862966070109,16.18667178809301
VF45_L4,VF45_L4. Isotropic,L4,bcl,L,45,16.480780780780783,0.5033693692925081,30.0,New_VF45.xlsx,Sheet1,25,219,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7141874126159647,522,2001,7.666666666666667,5.548598757937313,7.666666666666667,5.548598757937313,5.310421000852889,0.8434029334176196,32.74366205606355,30.51085365578954,4.539300812969893,1.183684319267388,33.12426079401479,26.60401635050556,3.493606089874536,0.5548557494655534,2.986303526861065,0.7787191911182519,32.48957196845757,30.40755171118834,30.86224755896784,25.56031121389458,32.48957196845757,30.40755171118827,30.86224755896784,25.56031121389458,1,441,10626.15242270646,0.7600199999999999,0,1.52004,50743.55975008828,2.631509697113234,19283.06014063105,30,30,30,-2.376571162088226e-16,5.39499001028787e-16,-2.112025832001763e-16,528.19,30.814570884422647,0.17173968315673846,25.266796236512267,22.76408364908142,21.83066662227364,0.043306349823405144,0.25050982519188675,0.21761482937860582,2.692963931160145,0.24153968315673846,73.8744139402866,0.8199626187001395,5.498429551952617,9.007922614676474,25.266796236512267
VF45_L5,VF45_L5. Octet,L5,bcl,L,45,16.636299765807966,0.5081193562286509,30.0,New_VF45.xlsx,Sheet1,26,222,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7510598302207404,791,3550,8.975979772439949,2.744970917204623,8.975979772439949,2.744970917204623,3.98011096448845,0.5073270752458298,34.50405804023604,24.02352939154686,3.929817308636925,0.4137242778180321,34.05212968020859,4.888478432418184,2.944304604592728,0.3752974369328522,2.907099651307091,0.3060543555393046,27.74797097987912,26.33792274372097,27.97393515989571,4.627689164855441,27.74797097987912,26.337922743721,27.97393515989571,4.627689164855441,1,1183,14129.39392393463,0.6759000000000001,0,1.3518,60004.78004426688,2.959017606154757,20278.61541595999,30,30,30,-2.0643209364124e-16,-2.949029909160572e-17,-4.336808689942018e-18,522.44,39.95124324857468,0.7564366090952944,23.870835460231227,20.44932758934094,24.097575292791074,0.04810327576196104,0.34031726738511436,0.13786888380971238,10.408753030279993,0.1609366090952944,51.18571019706752,0.5974991894922533,3.2910454405073812,5.341225401355574,23.870835460231227
VF45_L6,VF45_L6. Snap-fit Modified Octe,L6,bcl,L,45,16.277027027027028,0.49714615694096614,30.0,New_VF45.xlsx,Sheet1,27,225,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7086676233119205,666,2100,6.306306306306307,3.348776796885494,6.306306306306307,3.348776796885494,4.242640687119285,0,21.42857142857175,22.47447531793199,4.242640687119285,0,16.32882882882883,11.60836401123229,2.565699496322742,0,2.565699496322742,0,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,34.2857142857143,19.16629694999875,36.83558558558559,9.528084456803077,1,108,8909.545442950352,0.8267999999999999,0,1.6536,46284.53272719363,2.418964683115626,19134.02582942185,30,30,30,-1.908195823574488e-17,1.214306433183765e-17,0,242.9,68.85969619875466,0.8323038426389581,12.004140085155571,10.234274835277155,10.973745807721043,0.04717050930562469,0.319246077728821,0.14414310783608472,8.67171766475716,0.16907050930562467,14.862503612762445,0.17432752027408258,1.7303140587740466,2.870209621777123,12.004140085155571
VF45_L7,VF45_L7. 3D Chiral Metamaterial,L7,bcl,L,45,17.015540765391016,0.519702442328103,30.0,New_VF45.xlsx,Sheet1,28,228,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7841202167339525,2016,3600,3.571428571428572,1.879458541650697,3.571428571428572,1.879458541650697,2.770187705353509,0.7590916533975167,30.00000000000071,25.28180344839768,2.657522268244215,0.3630447702452155,29.91013173707566,21.67949256041912,1.684949075015607,0.4617126762827047,1.616421038566427,0.2208196753713726,30.00000000000069,25.28180344839774,29.99909588119801,21.7382579846369,30.00000000000082,25.28180344839776,30.09077238172632,21.80062837527972,1,-2442,9972.675739272516,0.8220390000000001,0,1.644078,51509.10322215057,2.432974591229856,21171.24585181672,30,30,30,0.04392779060765765,0.1043305525611176,-0.01647497134589329,375.67,25.57018748913101,0.756670054046552,10.155440208416639,9.787015629212283,17.595538715346837,0.04883672071321862,0.45771682538569636,0.13842578969486624,4.468368883970218,0.14363672071321862,38.27510311910071,0.39715939559431707,1.4057748305490703,2.23066201351801,10.155440208416639
VF45_L8,VF45_L8. 3D chiral,L8,bcl,L,45,16.19354138851802,0.4945962708791196,30.0,New_VF45.xlsx,Sheet1,29,231,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7927894185288439,726,1820,5.013774104683195,2.518308753482471,5.013774104683195,2.518308753482471,4.506945432483123,2.449169454637682,23.27528880061441,22.48663886123596,3.896871927699193,1.410554964112068,10.29118770462183,15.92861356819762,2.472539736933906,1.343630378888348,2.137849422700897,0.773839677480836,33.36235559969351,36.95769520408713,39.85440614768908,10.2300342036438,33.36235559969351,36.95769520408711,39.85440614768908,10.2300342036438,1,-352,8202.640687119203,0.9113999999999999,0,1.8228,46972.38161132056,2.194426157559798,21405.31430027878,30,30,30,8.500145032286355e-17,-5.204170427930421e-18,1.734723475976807e-18,394.35,26.868154232680663,0.7567028621203816,10.652868414312945,10.274846302792474,18.51116980579337,0.048936195453715005,0.4580698736539437,0.13876425000762926,4.695187487149046,0.1438695287870483,38.241727413842305,0.39648679704821305,1.4782372959420986,2.4647114570464757,10.652868414312945
VF45_L9,VF45_L9. Honeycomb Auxetic,L9,bcl,L,45,13.752192835621,0.42003062392093465,30.0,New_VF45.xlsx,Sheet1,30,234,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.706255114308501,1332,2866,4.303303303303303,1.171110252170517,4.303303303303303,1.171110252170517,3.600660675647872,0.5742239850013297,45.24361331491303,27.34859749376971,3.499625138203285,0.4435487157662441,48.8256701575321,13.38527026584204,2.347435360003046,0.3743628762550475,2.281565672581956,0.2891696921944129,22.37819334254288,29.57628153967875,20.58716492123395,7.746943172549872,22.37819334254288,29.57628153967852,20.58716492123395,7.746943172549872,1,-1124,10319.49349640676,0.7669349999999999,0,1.53387,49727.52081031515,2.60778292814906,19068.88808632953,30,30,30,1.986258379993444e-16,-3.729655473350135e-17,3.469446951953614e-18,592.14,37.245961493010824,0.11879633187741018,25.359188102311744,23.390792768899352,26.585363139542526,0.046896331877410186,0.47431976122675573,0.25494228344160086,3.8356991594364844,0.2763963318774102,62.80088318645933,0.6808573892519966,6.465129321028432,12.69313874189032,25.359188102311744
VF45_VF45_C100_R,VF45_VF45_C100_R,CP_VF45_C100R.csv,voronoi,VORONOI,45,15.5883,0.6109522752658078,30.08,Voronoi_Summary.xlsx,Raw data,13,304,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.45,0.9282844420601833,595,1111,3.741176470588235,0.7084639528652166,3.741176470588235,0.7084639528652166,3.078991680704796,2.265493038575814,32.34076957203887,25.09432699106428,3.036752905604437,1.29958088424098,32.3601997393018,15.79262551431906,1.15294433703878,0.8502733508159218,1.139067087590348,0.4874646897245071,31.97898039164416,24.56677173837614,30.95367874808371,16.12018093693404,31.01991912969561,25.08380060624033,31.97763581351704,16.08830557284082,1,-668,3420.759757263024,1.333000021986663,0,2.666000043973326,28650.52597838484,1.500375069026076,19095.57587955823,27.4,27.4,27.4,-0.7049539271408076,0.06447215374709392,0.4806253650805389,311.05,15.25851134307732,0.05495177957066112,10.67476654188111,8.891593200982337,13.93089355041385,0.04674034340044836,0.5080648339923911,0.07556816406397966,0.1818654510497892,0.09072305616640582,58.27300580679774,0.6995942331375714,0.8066725093815527,1.088836664459288,10.67476654188111
VF45_VF45_C100_U,VF45_VF45_C100_U,CP_VF45_C100U.csv,voronoi,VORONOI,45,16.0939,0.6297215126124214,30.13,Voronoi_Summary.xlsx,Raw data,14,305,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.45,0.8618195807022375,543,1007,3.70902394106814,0.7058346485447454,3.70902394106814,0.7058346485447454,3.153758174229538,1.473728195888777,30.82417322639335,29.3003959273147,3.118854577200934,0.8926745864744502,31.22769172465722,16.16220068540008,1.182955034587798,0.5527862609080745,1.169862912887536,0.3348366735748567,31.64026361954219,30.25377705504631,31.28499425613256,16.02830285376124,32.07313867211793,30.52265694587552,32.25664718345703,15.31044996419411,1,-616,3175.834481449137,1.333000021986663,0,2.666000043973326,26599.15772237984,1.500375069026076,17728.33891437952,27.4,27.4,27.4,-0.07533997054919589,0.05583343913274073,0.003851761790835588,303.27,16.85048215534285,0.06297462939868992,9.771383806612487,8.971406864815831,15.13896721391012,0.05188933235255649,0.499083169002041,0.1163867127250634,0.3528896786459235,0.1267648716821284,53.24124723618804,0.5798874902528672,1.137259240026544,1.489305214938587,9.771383806612487
VF45_VF45_C200_R,VF45_VF45_C200_R,CP_VF45_C200R.csv,voronoi,VORONOI,45,16.7254,0.6546480953197548,30.12,Voronoi_Summary.xlsx,Raw data,15,306,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.45,0.9289033588217146,1207,2320,3.860811930405965,0.6658056655925656,3.860811930405965,0.6658056655925656,2.402875740475445,1.841445446267945,32.68008124737221,24.30349959869675,2.384247415785174,1.015528353436643,32.89066234657419,15.8143533555811,1.120847764493399,0.8635246734109464,1.116743541825254,0.4756573175805801,31.99502378598702,23.76562553203867,31.39489717606518,15.87407393638843,31.37278470509438,23.58317957425888,31.75927086931819,15.41262706103721,1,-1295,5574.671717903038,1.067499979399145,0,2.13499995879829,37390.9966502418,1.873536335921733,19957.44407692332,27.8,27.8,27.8,-0.07624365149700785,0.007785703945925934,0.2489244469464528,256.5,13.37444593232798,0.05683177425883183,7.932332258449952,7.37772186949542,12.39003239923785,0.05025806907954897,0.5325877238881964,0.1285432119552656,0.509179413667309,0.1382062762508637,55.16282249616331,0.5930961401007536,1.019647466797522,1.284443194711942,7.932332258449952
VF45_VF45_C200_U,VF45_VF45_C200_U,CP_VF45_C200U.csv,voronoi,VORONOI,45,14.6275,0.5740590151592196,30.04,Voronoi_Summary.xlsx,Raw data,16,307,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.45,0.8320236716567242,1059,2046,3.867799811142588,0.5194623998320608,3.867799811142588,0.5194623998320608,2.522528031189369,1.093521681526017,31.40069974645239,28.95648269577876,2.535566105661995,0.6292361398364773,31.6100593578471,11.60178006513905,1.200086950614772,0.5216954326472008,1.207412474319538,0.2996362677489247,32.05297112730261,29.36874446340202,32.15738123985498,11.43692086128395,31.48017326210523,28.67924978003791,31.68647698315886,11.70659438005938,1,-1125,5161.092351813451,1.049999962560833,0,2.099999925121666,34049.50340152571,1.904761972678763,17875.98864840848,27.8,27.8,27.8,0.0307174252121164,-0.04716106823550185,-0.01639612836014998,312.21,20.28440306126848,0.08969972698571692,6.281513912934054,6.613189327330942,17.55529921428484,0.05820838211221491,0.5655412554700756,0.5102997677176417,1.664559793195696,0.4847063847753308,32.60233642250149,0.3096721108312093,3.205455090685382,4.604748564781751,6.281513912934054
VF45_VF45_C400_R,VF45_VF45_C400_R,CP_VF45_C400R.csv,voronoi,VORONOI,45,15.1623,0.5938612018314864,30.1,Voronoi_Summary.xlsx,Raw data,17,308,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.45,0.8901563556152315,2425,4752,3.932371134020618,0.5573203457736638,3.932371134020618,0.5573203457736638,1.910591372170513,1.415696070314585,31.65298656516633,23.48561974508963,1.901509866094584,0.7567599719039364,31.96516666348998,14.29383103103941,1.126531542970977,0.8378060053529289,1.124488419759044,0.4475221717838973,32.28456817498681,24.17951776560045,31.95838028018282,15.00316117256268,32.36001822411455,24.12152093329215,32.49899746560548,14.579165016544,1,-2517,9079.13020055431,0.845499977003783,0,1.690999954007566,48232.27118588878,2.365464286690396,20390.1920892546,28.4,28.4,28.4,0.1815121135088148,0.1256404493347917,0.2265200097532496,232.89,16.22152331828352,0.7516954873785113,5.303717260646486,5.499482521276057,13.17180209466159,0.05853934119910927,0.4300291282135282,0.460272514274369,2.507132785063428,0.4438881784084115,33.90238027200262,0.3269555612368777,2.441155278558127,3.389871365295835,5.303717260646486
VF45_VF45_C400_U,VF45_VF45_C400_U,CP_VF45_C400U.csv,voronoi,VORONOI,45,15.7732,0.6188162318055299,30.05,Voronoi_Summary.xlsx,Raw data,18,309,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.45,0.7930175758167606,2195,4263,3.886104783599089,0.5157174980401228,3.886104783599089,0.5157174980401228,1.968867402187098,0.8137819192489394,32.39599023267035,27.88357602639579,1.958538066004752,0.4682957335142547,32.72266435129468,11.86239669245334,1.185567340234007,0.4906549345205607,1.179842243413294,0.282105871925898,31.73358714172485,27.6744070106436,31.5066524091927,11.83059094403345,31.48118778373314,27.67718009596498,31.73313102462799,11.73242349670986,1,-2316,8393.281735523606,0.8299999753944576,0,1.659999950788915,43771.33062050706,2.409638625651163,18165.10166900176,28.4,28.4,28.4,0.03439074856073497,-0.0299548104758099,0.04710757426259084,219.56,18.90706707201704,0.7516834039388026,9.375725178595712,9.117442832809406,15.99828752247596,0.0748448016093517,0.4180224616960364,0.3315425888489199,3.698818439539897,0.3409346518589357,48.2224069871919,0.4958846944840024,3.108452198047624,4.142430801707074,9.375725178595712
