notebook_path,notebook_sha256,cell_index,cell_type,first_line,line_count,definitions
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,5,code,import threading,213,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, make_tpms_component_mask, enforce_min_hole_size"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,6,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,7,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",231,"make_lattice_params, random_tpms_component, make_tpms_basic_params, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,8,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,9,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,10,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",517,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,11,code,"def _make_trimesh_object(V, F, process=False):",214,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,12,code,def _mesh_edges(F):,161,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, extract_surface_descriptors"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,13,code,"def _resize_bool_nearest(arr, target_shape):",287,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _slice_pair_descriptors"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,14,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,15,code,def _count_boundary_and_nonmanifold_edges(F):,789,"_count_boundary_and_nonmanifold_edges, _connected_component_stats_3d, _run_lengths_1d_bool, _sample_run_lengths, extract_voxel_topology_descriptors, _cov_anisotropy_from_points, _block_density_descriptor, _skeletonize_mask_3d"
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,16,markdown,"Run Cells 8–8G after candidate generation. The descriptor extraction is intentionally divided by method: point-based, surface-based, slice-image-based, and lattice node/strut-based",4,
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,17,code,DESCRIPTOR_RUN_NOW = False,31,
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,18,code,def convert_selected_stl_to_stp(selected_table_df):,35,convert_selected_stl_to_stp
outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,19,markdown,This version has an explicit auto-run switch in Cell 1.,27,
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,18,
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,2,code,import os,548,display
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,3,code,"def sample_uniform(rng, bounds):",323,"sample_uniform, sample_int, json_dumps, safe_float, write_binary_stl, estimate_mask_vf, mesh_from_binary_mask, keep_largest_component"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,4,code,"def generate_periodic_face_nodes(rng, size_mm, n_face, axis):",1408,"generate_periodic_face_nodes, _face_pattern_points, _place_face_pattern, generate_symmetric_contact_face_nodes, _canonical_face_layer, _set_canonical_face_layer, _local_face_slices, _stabilize_contact_pattern_edges"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,5,code,import threading,213,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, make_tpms_component_mask, enforce_min_hole_size"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,6,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,7,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",231,"make_lattice_params, random_tpms_component, make_tpms_basic_params, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,8,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,9,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,10,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",522,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,11,code,"def _make_trimesh_object(V, F, process=False):",219,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,12,code,def _mesh_edges(F):,302,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, _build_curvature_adjacency"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,13,code,"def _resize_bool_nearest(arr, target_shape):",306,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _legacy_perimeter_to_area_components"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,14,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,15,code,def _count_boundary_and_nonmanifold_edges(F):,789,"_count_boundary_and_nonmanifold_edges, _connected_component_stats_3d, _run_lengths_1d_bool, _sample_run_lengths, extract_voxel_topology_descriptors, _cov_anisotropy_from_points, _block_density_descriptor, _skeletonize_mask_3d"
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,16,markdown,"Run Cells 8–8G after candidate generation. The descriptor extraction is intentionally divided by method: point-based, surface-based, slice-image-based, and lattice node/strut-based",4,
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,17,code,DESCRIPTOR_RUN_NOW = False,31,
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,18,code,def convert_selected_stl_to_stp(selected_table_df):,35,convert_selected_stl_to_stp
outputs/URP4-1_NOTION_UPLOAD_20260713/01_CORE_UPLOAD/01_CODE_NB_CURRENT_v0_2.ipynb,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,19,markdown,This version has an explicit auto-run switch in Cell 1.,27,
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,18,
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,2,code,import os,548,display
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,3,code,"def sample_uniform(rng, bounds):",323,"sample_uniform, sample_int, json_dumps, safe_float, write_binary_stl, estimate_mask_vf, mesh_from_binary_mask, keep_largest_component"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,4,code,"def generate_periodic_face_nodes(rng, size_mm, n_face, axis):",1408,"generate_periodic_face_nodes, _face_pattern_points, _place_face_pattern, generate_symmetric_contact_face_nodes, _canonical_face_layer, _set_canonical_face_layer, _local_face_slices, _stabilize_contact_pattern_edges"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,5,code,import threading,213,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, make_tpms_component_mask, enforce_min_hole_size"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,6,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,7,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",231,"make_lattice_params, random_tpms_component, make_tpms_basic_params, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,8,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,9,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,10,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",522,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,11,code,"def _make_trimesh_object(V, F, process=False):",219,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,12,code,def _mesh_edges(F):,302,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, _build_curvature_adjacency"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,13,code,"def _resize_bool_nearest(arr, target_shape):",306,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _legacy_perimeter_to_area_components"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,14,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,15,code,def _count_boundary_and_nonmanifold_edges(F):,796,"_count_boundary_and_nonmanifold_edges, _connected_component_stats_3d, _run_lengths_1d_bool, _sample_run_lengths, extract_voxel_topology_descriptors, _cov_anisotropy_from_points, _block_density_descriptor, _skeletonize_mask_3d"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,16,code,"def _legacy_png_compat_config_from_row(row, default_profile=""generic_native""):",229,"_legacy_png_compat_config_from_row, _legacy_png_compat_numeric_key, _legacy_png_compat_stats, _legacy_png_compat_weighted_stats, _legacy_png_compat_contract, extract_legacy_png_compat_descriptors"
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,17,markdown,"Run Cells 8–8G after candidate generation. The descriptor extraction is intentionally divided by method: point-based, surface-based, slice-image-based, and lattice node/strut-based",4,
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,18,code,DESCRIPTOR_RUN_NOW = False,31,
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,19,code,def convert_selected_stl_to_stp(selected_table_df):,35,convert_selected_stl_to_stp
outputs/URP4-1_NOTION_UPLOAD_20260713/02_OPTIONAL_APPENDIX/15_CODE_NB_COMPAT_LEGACY_PNG_v0_1.ipynb,b96644efb1a3328adbfe8399e1497ff56b06fe4c82d61ceaea56fd9d5521919f,20,markdown,This version has an explicit auto-run switch in Cell 1.,27,
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,15,
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,2,code,import os,547,display
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,3,code,"def sample_uniform(rng, bounds):",323,"sample_uniform, sample_int, json_dumps, safe_float, write_binary_stl, estimate_mask_vf, mesh_from_binary_mask, keep_largest_component"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,4,code,"def generate_periodic_face_nodes(rng, size_mm, n_face, axis):",1408,"generate_periodic_face_nodes, _face_pattern_points, _place_face_pattern, generate_symmetric_contact_face_nodes, _canonical_face_layer, _set_canonical_face_layer, _local_face_slices, _stabilize_contact_pattern_edges"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,5,code,from scipy.ndimage import binary_erosion,373,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, enforce_min_hole_size, _raw_mask_from_band"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,6,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,7,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",245,"make_lattice_params, make_tpms_basic_params, random_tpms_component, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,8,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,9,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,10,code,import os,179,"_read_stl_binary, _signed_volume, _mesh_metrics_from_stl, _printability_grade, build_model_summary_excel, safe"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,11,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",517,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,12,code,"def _make_trimesh_object(V, F, process=False):",214,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,13,code,def _mesh_edges(F):,161,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, extract_surface_descriptors"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,14,code,"def _resize_bool_nearest(arr, target_shape):",287,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _slice_pair_descriptors"
URP4-1_DELIVERABLE/experiments/lab_001_xy_connection_20260626/data/raw/professor_generators_20260716/Multiwall_model_generator_VF50.ipynb,46dcac9467dcb9904eb0d41ebb6639a8cb304d47e46b6c5d478e74df4f497923,15,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
