notebook_path,notebook_sha256,cell_index,cell_type,first_line,line_count,definitions
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_3_STL_IMPORT_TRUE_FALSE.ipynb,2b510e0df2b2759b147ad0a71f9d7440def9672483c54d1be2eba523b56e9b7a,19,code,DESCRIPTOR_RUN_NOW = False,31,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_3_STL_IMPORT_TRUE_FALSE.ipynb,2b510e0df2b2759b147ad0a71f9d7440def9672483c54d1be2eba523b56e9b7a,20,code,def convert_selected_stl_to_stp(selected_table_df):,35,convert_selected_stl_to_stp
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_3_STL_IMPORT_TRUE_FALSE.ipynb,2b510e0df2b2759b147ad0a71f9d7440def9672483c54d1be2eba523b56e9b7a,21,markdown,This version has an explicit auto-run switch in Cell 1.,27,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_3_STL_IMPORT_TRUE_FALSE.ipynb,2b510e0df2b2759b147ad0a71f9d7440def9672483c54d1be2eba523b56e9b7a,22,markdown,1. Run Cell 1 and Cell 1A.,13,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,18,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,2,code,import os,548,display
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,3,code,import sys,49,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,4,code,"def sample_uniform(rng, bounds):",323,"sample_uniform, sample_int, json_dumps, safe_float, write_binary_stl, estimate_mask_vf, mesh_from_binary_mask, keep_largest_component"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,5,code,"def generate_periodic_face_nodes(rng, size_mm, n_face, axis):",1408,"generate_periodic_face_nodes, _face_pattern_points, _place_face_pattern, generate_symmetric_contact_face_nodes, _canonical_face_layer, _set_canonical_face_layer, _local_face_slices, _stabilize_contact_pattern_edges"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,6,code,import threading,213,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, make_tpms_component_mask, enforce_min_hole_size"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,7,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,8,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",231,"make_lattice_params, random_tpms_component, make_tpms_basic_params, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,9,code,if IMPORT_GEOMETRY_ENABLED:,37,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,10,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,11,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,12,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",522,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,13,code,"def _make_trimesh_object(V, F, process=False):",219,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,14,code,def _mesh_edges(F):,302,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, _build_curvature_adjacency"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,15,code,"def _resize_bool_nearest(arr, target_shape):",306,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _legacy_perimeter_to_area_components"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,16,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,17,code,def _count_boundary_and_nonmanifold_edges(F):,809,"_count_boundary_and_nonmanifold_edges, _connected_component_stats_3d, _run_lengths_1d_bool, _sample_run_lengths, extract_voxel_topology_descriptors, _cov_anisotropy_from_points, _block_density_descriptor, _skeletonize_mask_3d"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,18,markdown,"Run Cells 8–8G after candidate generation. The descriptor extraction is intentionally divided by method: point-based, surface-based, slice-image-based, and lattice node/strut-based",4,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,19,code,DESCRIPTOR_RUN_NOW = False,31,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,20,code,def convert_selected_stl_to_step_proxy(selected_table_df):,21,convert_selected_stl_to_step_proxy
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,21,markdown,This version has an explicit auto-run switch in Cell 1.,27,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_4_STEP_PREFERRED_IMPORT_TRUE_FALSE.ipynb,ba57a2584bb5747e7ffb05b2393932011780149296022f236bb205c6705070c1,22,markdown,1. Open this file with the **KMK312** kernel and run Cell 1 then Cell 1A.,23,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,18,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,2,code,import os,548,display
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,3,code,import sys,59,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,4,code,"def sample_uniform(rng, bounds):",323,"sample_uniform, sample_int, json_dumps, safe_float, write_binary_stl, estimate_mask_vf, mesh_from_binary_mask, keep_largest_component"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,5,code,"def generate_periodic_face_nodes(rng, size_mm, n_face, axis):",1408,"generate_periodic_face_nodes, _face_pattern_points, _place_face_pattern, generate_symmetric_contact_face_nodes, _canonical_face_layer, _set_canonical_face_layer, _local_face_slices, _stabilize_contact_pattern_edges"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,6,code,import threading,213,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, make_tpms_component_mask, enforce_min_hole_size"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,7,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,8,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",231,"make_lattice_params, random_tpms_component, make_tpms_basic_params, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,9,code,if IMPORT_STL_ENABLED:,36,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,10,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,11,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,12,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",522,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,13,code,"def _make_trimesh_object(V, F, process=False):",219,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,14,code,def _mesh_edges(F):,302,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, _build_curvature_adjacency"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,15,code,"def _resize_bool_nearest(arr, target_shape):",306,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _legacy_perimeter_to_area_components"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,16,code,"def extract_imported_stl_slice_descriptors(stl_path, row=None, out_dir=None):",112,extract_imported_stl_slice_descriptors
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,17,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,18,code,def _count_boundary_and_nonmanifold_edges(F):,792,"_count_boundary_and_nonmanifold_edges, _connected_component_stats_3d, _run_lengths_1d_bool, _sample_run_lengths, extract_voxel_topology_descriptors, _cov_anisotropy_from_points, _block_density_descriptor, _skeletonize_mask_3d"
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,19,markdown,"Run Cells 8–8G after candidate generation. The descriptor extraction is intentionally divided by method: point-based, surface-based, slice-image-based, and lattice node/strut-based",4,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,20,code,DESCRIPTOR_RUN_NOW = False,31,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,21,code,def convert_selected_stl_to_stp(selected_table_df):,35,convert_selected_stl_to_stp
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,22,markdown,This version has an explicit auto-run switch in Cell 1.,27,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,23,markdown,1. Run Cell 1 and Cell 1A.,13,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_5_IMPORTED_STL_WINDING_ROUTER.ipynb,02982c5b5c36843bb14807351a457ea1135a17c2f13bc95fd618e496536be109,24,markdown,"- `STL_IMPORT_CONFIG[""enabled""] = False`: retain the generated candidate and",13,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_6_ROUTE_VALID_004_IMPORT_POLICY.ipynb,a817ff8bcd11c7ded001a0066196d1ed41eb6051ffb4dc263acdf4004b162411,1,markdown,"This is a separate development-only preflight notebook. It cannot run slicing, descriptor extraction, y access, Training or production release.",3,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_6_ROUTE_VALID_004_IMPORT_POLICY.ipynb,a817ff8bcd11c7ded001a0066196d1ed41eb6051ffb4dc263acdf4004b162411,2,code,from pathlib import Path,37,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_6_ROUTE_VALID_004_IMPORT_POLICY.ipynb,a817ff8bcd11c7ded001a0066196d1ed41eb6051ffb4dc263acdf4004b162411,3,code,if RUN_PREFLIGHT:,9,
experiments/lab_001_xy_connection_20260626/notebooks/NB_DEV_v0_6_ROUTE_VALID_004_IMPORT_POLICY.ipynb,a817ff8bcd11c7ded001a0066196d1ed41eb6051ffb4dc263acdf4004b162411,4,markdown,- `paired_confirmed` imported STL only,7,
experiments/lab_001_xy_connection_20260626/notebooks/R05_xy_baseline_analysis.ipynb,612625c40e00292dd24377a71ccd307cd8464bc1e17dcfb21db288724e0c056b,1,markdown,This notebook is a lightweight wrapper for `scripts/R05_xy_baseline_analysis.py`.,5,
experiments/lab_001_xy_connection_20260626/notebooks/R05_xy_baseline_analysis.ipynb,612625c40e00292dd24377a71ccd307cd8464bc1e17dcfb21db288724e0c056b,2,code,from pathlib import Path,6,
experiments/lab_001_xy_connection_20260626/notebooks/R05_xy_baseline_analysis.ipynb,612625c40e00292dd24377a71ccd307cd8464bc1e17dcfb21db288724e0c056b,3,markdown,Primary output: `results/R05_xy_baseline_report.md`.,1,
experiments/lab_001_xy_connection_20260626/notebooks/R06_forward_pipeline_validation.ipynb,af814039bd03527d85c3afdad1b5e7a401e6d7534e2a8c8becfd2514deb2c070,1,markdown,This notebook wrapper reruns `scripts/R06_forward_pipeline_validation.py`.,5,
experiments/lab_001_xy_connection_20260626/notebooks/R06_forward_pipeline_validation.ipynb,af814039bd03527d85c3afdad1b5e7a401e6d7534e2a8c8becfd2514deb2c070,2,code,from pathlib import Path,6,
experiments/lab_001_xy_connection_20260626/notebooks/R06_forward_pipeline_validation.ipynb,af814039bd03527d85c3afdad1b5e7a401e6d7534e2a8c8becfd2514deb2c070,3,markdown,Primary output: `results/R06_forward_pipeline_validation.md`.,1,
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,15,
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,2,code,import os,543,display
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,3,code,"def sample_uniform(rng, bounds):",323,"sample_uniform, sample_int, json_dumps, safe_float, write_binary_stl, estimate_mask_vf, mesh_from_binary_mask, keep_largest_component"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,4,code,"def generate_periodic_face_nodes(rng, size_mm, n_face, axis):",1408,"generate_periodic_face_nodes, _face_pattern_points, _place_face_pattern, generate_symmetric_contact_face_nodes, _canonical_face_layer, _set_canonical_face_layer, _local_face_slices, _stabilize_contact_pattern_edges"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,5,code,import threading,213,"_set_generation_gpu_device, _get_generation_gpu_device, _xp_for_generation, _to_numpy_array, make_tpms_grid, tpms_field, make_tpms_component_mask, enforce_min_hole_size"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,6,code,"def periodic_fourier_field(n, num_terms=16, anisotropy=(1.0, 1.0, 1.0), seed=0):",196,"periodic_fourier_field, stochastic_gaussian_field, enforce_periodic_faces, limit_max_thickness_approx, enforce_voxel_min_hole_size, generate_voxel_mask, generate_voxel_candidate"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,7,code,"def make_lattice_params(lattice_mode, cfg, idx, rng):",231,"make_lattice_params, random_tpms_component, make_tpms_basic_params, make_tpms_adv_params, make_voxel_params, flatten_candidate_params, unflatten_candidate_row, build_candidate_table"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,8,code,def run_single_candidate_from_row(row_dict):,506,"run_single_candidate_from_row, run_batch_generation, _save_progress, _print_progress, _run_rows_serial, _run_rows_joblib, _run_rows_thread, verify_generated_files"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,9,code,"def validate_lattice_voxel_boundary_conditions(params_or_row, regenerate_mask=True):",83,"validate_lattice_voxel_boundary_conditions, validate_candidate_table_boundary_conditions"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,10,code,"DESCRIPTOR_SCHEMA_VERSION = ""structural_descriptor_v4_260509_graph_voxel_descriptor_expanded_harmonized""",517,"_deep_update_dict, _safe_float, _json_load_maybe, _stats, _weighted_mean_std, _descriptor_output_dir, _candidate_id_from_row, _generator_type_from_row"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,11,code,"def _make_trimesh_object(V, F, process=False):",214,"_make_trimesh_object, _limit_points_evenly, _sample_interior_points_by_contains, _sample_interior_points_by_voxel, _sample_inward_proxy_points, _sample_interior_points, extract_point_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,12,code,def _mesh_edges(F):,161,"_mesh_edges, _cot_angle, _triangle_angles, _mixed_voronoi_areas, _vertex_angle_sums, _boundary_vertices, _surface_curvature_ddg, extract_surface_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,13,code,"def _resize_bool_nearest(arr, target_shape):",287,"_resize_bool_nearest, _voxelize_mesh_to_mask, _orthonormal_basis_from_normal, _make_oriented_slices_from_mask, _connected_components_2d, _perimeter_pixels, _contact_edge_length_pixels, _slice_pair_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,14,code,"def _key3(p, nd=None):",140,"_key3, _axis_angles, _weighted_stats_pair, _extract_lattice_graph_from_params, extract_lattice_descriptors"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,15,code,def _count_boundary_and_nonmanifold_edges(F):,789,"_count_boundary_and_nonmanifold_edges, _connected_component_stats_3d, _run_lengths_1d_bool, _sample_run_lengths, extract_voxel_topology_descriptors, _cov_anisotropy_from_points, _block_density_descriptor, _skeletonize_mask_3d"
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,16,markdown,"Run Cells 8–8G after candidate generation. The descriptor extraction is intentionally divided by method: point-based, surface-based, slice-image-based, and lattice node/strut-based",4,
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,17,code,DESCRIPTOR_RUN_NOW = False,31,
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,18,code,def convert_selected_stl_to_stp(selected_table_df):,35,convert_selected_stl_to_stp
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,19,markdown,This version has an explicit auto-run switch in Cell 1.,27,
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,20,markdown,This cell was added by the R06 lab setup. It runs only a tiny generation preview under the TA-specified KMK312 Python 3.12.12 runtime.,8,
experiments/lab_001_xy_connection_20260626/notebooks/R06_KMK312_preview_safe.ipynb,81bbf8215779f032c91c9757ef35d5b9a02ff49d0c7a488b50d51391c5358b62,21,code,import json,65,
experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_1.ipynb,efd5dbfdc44e3fb36e8f02286de1a29a33c0b0f1b1b3589970cc60996bfe1230,1,markdown,This version is optimized for quick candidate detection before final high-quality STL export.,18,
experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_1.ipynb,efd5dbfdc44e3fb36e8f02286de1a29a33c0b0f1b1b3589970cc60996bfe1230,2,code,import os,548,display
