role,ordinal,excel_col,normalized_header,dtype,nan_count,raw_value_hash,nan_mask_hash
feature,104,DI,Structural parameters: Internal Sound | Overlay images | Curvature | IP-stdev,float64,0,9add377cd1cc0964a8408c16019cef4d33335475d2ca30b45106239c60c1887b,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,105,DJ,Structural parameters: Internal Sound | Overlay images | Curvature | LIP,float64,0,894c9baf3839afa73fb936d597efae5bfa97af8d291fdd5baf61e8d64e71603e,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,106,DK,Structural parameters: Internal Sound | Overlay images | Curvature | LIP-stdev,float64,0,ca19105c2ef50c30da7aa45728692ee1b9cfa76f6c515f0e6d07b802f4bfaa96,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,107,DL,Structural parameters: Internal Sound | Overlay images | Curvature | LTP,float64,0,d09471e3741d0e6e5317e9d50bfeba121fea7b60cb778685315884ae337a5c26,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,108,DM,Structural parameters: Internal Sound | Overlay images | Curvature | LIP-stdev__2,float64,0,4b2c78f9d33080202d218354b3bf10d1f1071453ccb65a1f423f7d405c339c88,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,109,DN,Structural parameters: Internal Sound | Overlay images | Curvature | AVG,float64,0,4c0e07683c818f233791866835ef7d5c2565c5edb12ac30035e77e989d3ca880,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,110,DO,Structural parameters: Internal Sound | Overlay images | Curvature | Std,float64,0,49079d7005f17f61796ffa75823567782e1deea388fdf87ef9e0808c4f639752,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,111,DP,Structural parameters: Internal Sound | Overlay images | Angle | IP,float64,0,5e7a54536151924a583b459d61d0dfddfc7a9e62b6101b1323927bcd50556fc6,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,112,DQ,Structural parameters: Internal Sound | Overlay images | Angle | IP-stdev,float64,0,b97e8324b36949349dd90285e30b8789888684bad411de900a73d1039af80ecd,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,113,DR,Structural parameters: Internal Sound | Overlay images | Angle | LIP,float64,0,1d763b06568730e9d8d953d83dc638d8da4f6693005d196b328dd46ab918d1d3,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,114,DS,Structural parameters: Internal Sound | Overlay images | Angle | LIP-stdev,float64,0,c866de58796e570abdcd9ea86cdfbd2fbc429dde01a80e3ae46120f3e61595f5,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,115,DT,Structural parameters: Internal Sound | Overlay images | Angle | LTP,float64,0,1d763b06568730e9d8d953d83dc638d8da4f6693005d196b328dd46ab918d1d3,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,116,DU,Structural parameters: Internal Sound | Overlay images | Angle | LIP-stdev__2,float64,0,c866de58796e570abdcd9ea86cdfbd2fbc429dde01a80e3ae46120f3e61595f5,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,117,DV,Structural parameters: Internal Sound | Overlay images | Angle | AVG,float64,0,fd6b6d3bb709bc5d8240b256f44374802f73fa43018d282c653357c8532ee5dc,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,118,DW,Structural parameters: Internal Sound | Overlay images | Angle | Std,float64,0,413b0ef557df44cc1473b77407d3e3ccc47dcc823ffdeb7921007b5433c18e58,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,119,DX,Structural parameters: Internal Sound | Overlay images | perimeter to area | IP,float64,0,fac913212ba2a5b32ce63f2e24b7401721c28d87dacb624a6f72b23e4a43d756,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,120,DY,Structural parameters: Internal Sound | Overlay images | perimeter to area | IP-stdev,float64,0,a7265ae58e042447e7978d57253c72dae755d847291d8aaebe2c5a548c63ee12,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,121,DZ,Structural parameters: Internal Sound | Overlay images | perimeter to area | LIP,float64,0,c3d88d988a03f285d4dfa01e3bd955dca515fbb6bb1fae0404900c8656bc81a8,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,122,EA,Structural parameters: Internal Sound | Overlay images | perimeter to area | LIP-stdev,float64,0,ffb3717539d4859666ba8c4d4578d4c639e1e78ca2a4b532bb3870a1270e1570,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,123,EB,Structural parameters: Internal Sound | Overlay images | perimeter to area | LTP,float64,0,c3d88d988a03f285d4dfa01e3bd955dca515fbb6bb1fae0404900c8656bc81a8,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,124,EC,Structural parameters: Internal Sound | Overlay images | perimeter to area | LIP-stdev__2,float64,0,ffb3717539d4859666ba8c4d4578d4c639e1e78ca2a4b532bb3870a1270e1570,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,125,ED,Structural parameters: Internal Sound | Overlay images | perimeter to area | AVG,float64,0,6cb88b725e8a05ed60d6b949048ffa5ca88981d7ca8b401c991d26b7ff6278ac,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,126,EE,Structural parameters: Internal Sound | Overlay images | perimeter to area | Std,float64,0,f89e971c3459a2a01a0a8a0e7adfc7fabe03ecb15b728c4160eff4919f4fd7cc,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,127,EF,Structural parameters: Internal Sound | Overlay images | Initial Area | mm^2,float64,0,329397974eae97f49ac6ed21906f1947e1813b2faced5fda859da557d7f48065,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,128,EG,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | IP,float64,0,4adf01a2cf5cefbbc565620c5f329e4daeb605435b42dae3e806e72a73df2092,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,129,EH,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | IP-stdev,float64,0,a3c521874dee38f5ddad38eb9059a0a2619e7722552a6992ecb3facab2e49edc,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,130,EI,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | LIP,float64,0,06524887cb25182720802cffd334288e4678d25956c6ac06adc4a4262439e381,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,131,EJ,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | LIP-stdev,float64,0,ae2a28c23b24e75b27d82f58f9341ad50676fb781610b91ea0dc30a935bdc9c1,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,132,EK,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | LTP,float64,0,28e416705ca24b12ca86cfdca0d9bfdbe3a6d211712c6504f8af7ca3ab1127d1,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,133,EL,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | LIP-stdev__2,float64,0,c3f088173eee35a307a533ea8065026b5c387ea810441aad7f53db286dc09e0d,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,134,EM,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | AVG,float64,0,35acce17d64a7f4b33f85371471964e1727d1f925b760a670e7d240849f914fd,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,135,EN,Structural parameters: Internal Heat dissipation | Overlay images | Thickness | Std,float64,0,07206528df7b180ae5278d73d6dfc431b8df1f86a8a274a845c5a485b476d537,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,136,EO,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | IP,float64,0,2c7af8e795d4a7cfa22a530ac0fc99ee761d40315794756e7fc267e50c87f994,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,137,EP,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | IP-stdev,float64,0,53c208fca8dc22f6f85a8c842167918c97feb5e9dec10785244a8782eb10cc28,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,138,EQ,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | LIP,float64,0,9f930a2f8d53741f32515e408ad44ed37a6d18adfc075ad2d089c407d0a01717,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,139,ER,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | LIP-stdev,float64,0,e01cf674dbd340cff9fbc1567dbff36349788e89b92c535b88cb478197908b2f,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,140,ES,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | LTP,float64,0,4a09c8b62a9e5a0a8e2eb7d169d781a12dbf8897226ee81fdfd5ae7b45e0499a,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,141,ET,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | LIP-stdev__2,float64,0,bdd6a55edc2f2fd4bef940b274f512c8349fd1fb51cecfa457a08f605150b595,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,142,EU,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | AVG,float64,0,6127cf1345ff60a5701563527913781f5fce494aaca876c1134903799c1a29e1,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,143,EV,Structural parameters: Internal Heat dissipation | Overlay images | Mass Orientation | Std,float64,0,fe66f7abf19c8ca2416634bc7b02c7274aa5ba43daee04c70843fa028c73287a,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,144,EW,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | IP,float64,0,94cdf0837ef7cadd4da345a46ec35cb8953d381bc93aa28891fa88ad08e5c465,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,145,EX,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | IP-stdev,float64,0,37d588d8ea88cbc1c7ab284d68b18a222a835473f6d12712a3fb63e53943c686,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,146,EY,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | LIP,float64,0,d77f7561ef3d2871c56a1b614b3cd1baaa5848d987e116371ed1961d7d16164e,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,147,EZ,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | LIP-stdev,float64,0,9e777da74df87bc7308cd1a55f53ef5521a8535e12605878468345b866f84f58,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,148,FA,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | LTP,float64,0,2545d7eb2d554380e63f675f65e156b2198bdab292785fa30b1f4a729a2096ec,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,149,FB,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | LIP-stdev__2,float64,0,478d901c65a75dbe23e38c3f65f46a33b9a191e33eeb706a52cf58e7bc2967d3,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,150,FC,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | AVG,float64,0,eb60fe762cd9007d58dd5df7dde8c241a1fb87c8b5d0b8648d1350d88362a967,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,151,FD,Structural parameters: Internal Heat dissipation | Overlay images | Curvature | Std,float64,0,10f68fafdc5946c4360b42499d317811b679fa1063204675e7a360badc4ca893,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,152,FE,Structural parameters: Internal Heat dissipation | Overlay images | Angle | IP,float64,0,71793f69284e609b7408c9441cd6c66b35dee4169eccc3b1e8be7c5283a30f04,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,153,FF,Structural parameters: Internal Heat dissipation | Overlay images | Angle | IP-stdev,float64,0,4d0291d4a7c89514a726bf69af29d751230361b8cd437487adaa45d70fb350b6,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,154,FG,Structural parameters: Internal Heat dissipation | Overlay images | Angle | LIP,float64,0,9e3b0caf98623cc5904503a4fc68f45d9b793401800c4b21603388c53f2abc29,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,155,FH,Structural parameters: Internal Heat dissipation | Overlay images | Angle | LIP-stdev,float64,0,b8fa2cf7145413bca772b95157516abb6f11bfb6ff40b91d7245d5d57dd5a52d,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,156,FI,Structural parameters: Internal Heat dissipation | Overlay images | Angle | LTP,float64,0,9e3b0caf98623cc5904503a4fc68f45d9b793401800c4b21603388c53f2abc29,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,157,FJ,Structural parameters: Internal Heat dissipation | Overlay images | Angle | LIP-stdev__2,float64,0,b8fa2cf7145413bca772b95157516abb6f11bfb6ff40b91d7245d5d57dd5a52d,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,158,FK,Structural parameters: Internal Heat dissipation | Overlay images | Angle | AVG,float64,0,c4b005d20db2a95a769eb6dc913d57f1f6824172a2e4c3f953aa9f32e6f21b2c,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,159,FL,Structural parameters: Internal Heat dissipation | Overlay images | Angle | Std,float64,0,44a9b71609982cc1c7a0cef1db2990faae28be1e8abe07b7894421923a456711,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,160,FM,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | IP,float64,0,ee91a06e033f4c79d737b2bb90fb4fcd08dbd5c21ce9bac513c1abc9e32595b1,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,161,FN,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | IP-stdev,float64,0,39482b71401ea49d58e5c2ff7dfd895f2e6d1c24aa6772b8a3afde67e89a0884,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,162,FO,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | LIP,float64,0,71f4510e4f523eb457dc703e33b83201c90b9b2535405ab72a3e44d7ca22143c,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,163,FP,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | LIP-stdev,float64,0,3183166849db2e073297be80e9b7760b3d48b9f8d03a0356815ab061cd2de845,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,164,FQ,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | LTP,float64,0,71f4510e4f523eb457dc703e33b83201c90b9b2535405ab72a3e44d7ca22143c,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,165,FR,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | LIP-stdev__2,float64,0,3183166849db2e073297be80e9b7760b3d48b9f8d03a0356815ab061cd2de845,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,166,FS,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | AVG,float64,0,23af132db748aef9d9ebafd28737538920d335c01fc1739fc4831a9209110416,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,167,FT,Structural parameters: Internal Heat dissipation | Overlay images | perimeter to area | Std,float64,0,439d4f3e117ad298fbdd5f388c0d700f398a37457d25af57ff2713b9891804a8,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
feature,168,FU,Structural parameters: Internal Heat dissipation | Overlay images | Initial Area | mm^2,float64,0,1f46480ea5bfe249770e33aee03c5417e750964c00f094dd0f0a3edea3f71e25,ec36965143c620db5dc43938945ec25a42b4ac2a15cbdd105cf79c5db2ff6be5
target,0,FW,Modulus,float64,142,af55bb67050ab75c3acafce30d4fe418a08a0c4434092e12e09937c3dddffd4e,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,1,FX,Com. Strength,float64,142,a91e2d186093efafe9f1d5da4c48e8bd74107220a92488c32257213b54916f41,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,2,FZ,APS,float64,142,0d7e881afb15f55dd2977bd256a39d424b6f53cb03e027982a2d1e939c49a57a,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,3,GA,AS,float64,142,6bc821d9a2ef3c4c7bf475d40b373661f984870c1886fce49da4a50abd6235c0,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,4,GC,Yield strength,float64,142,d97338403a605c7a2c82334f3937ffecdac95c8de579b8814077814d4ef59922,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,5,GG,Densif. strength,float64,142,b8f6a69cbdf083510c96937ba519ed178bb03193c654d09a1da2f972ce75f1ad,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,6,GJ,Total energy,float64,142,1d7f5851b2f4528a5689fb20160e3392b63411e8a1a729fc3cc6dafc17b4b310,c6b67dc0e3ebc574f6abaae21cb10ec8e381a89a35e3453385aad1c25bfe45ab
target,7,GZ,Thermal characteristics | Thermal conductivity | W/m.K,float64,133,4e185dd21414d74e9bba9394a43cecc1aade357ebaa8a704ae0568af34a3bc2e,57a3797d83858ed5afff5b333196f92988510b3d295551040da5ac8554f83573
target,8,HA,Thermal characteristics | h | W/m.K,float64,173,6a195507ba909be2961d8f2cbdd66f56ddf8f423eff9000eebfdf36de4379163,2dee5f5f444ca0d61572176b83e07b2f94b1250c01e3342cb07d04cbdf77f4a2
target,9,HB,Thermal characteristics | Heating rate | °C/s,float64,133,0255dfd5e42c890e60da030db3e2b7bcb074c0b1b2b5a9ac6d7d1d4675aca3c6,57a3797d83858ed5afff5b333196f92988510b3d295551040da5ac8554f83573
target,10,HC,Thermal characteristics | Cooling rate | °C/s,float64,133,12987467a6c86a0a48c8040ae7a6783f311f284dddf333a9c0eeeb183e7faf6e,57a3797d83858ed5afff5b333196f92988510b3d295551040da5ac8554f83573
target,11,HD,Thermal characteristics | Heating Temp | °C/s,float64,133,7212dcecffefbcf25b27f3bf8a962c1091dba572865b5ee43aa60bd2c0611b41,57a3797d83858ed5afff5b333196f92988510b3d295551040da5ac8554f83573
target,12,HE,Vibrational response | FRF (g/N) | 300-8000 Hz | AVG,float64,5,791726159c218b4e8685d32b82bedb6717271a550e1e89de9da3de5df58c642b,64cfb823d51880daf89e860338fe00f2a8e80e10f7b2c312510e8fc05fbdf3b9
target,13,HG,Vibrational response | FRF (g/N) | 300-3000 Hz | AVG,float64,5,d3030a08d2060e12d018c9a99a8248e3ae65af200c9be2259fefc7e4fabb1445,64cfb823d51880daf89e860338fe00f2a8e80e10f7b2c312510e8fc05fbdf3b9
target,14,HI,Vibrational response | FRF (g/N) | 3000-6500 Hz | AVG,float64,5,b12c932b810f897517d5d319320dbf2cabf896fec04b400e856abb6f6b3a479b,64cfb823d51880daf89e860338fe00f2a8e80e10f7b2c312510e8fc05fbdf3b9
target,15,HK,Vibrational response | FRF (g/N) | 6500-8000 Hz | AVG,float64,5,65ea2d3cf941c3a9f719ad35b6afe5e3c62f1daac2e3584e91a5aaa8ddf370af,64cfb823d51880daf89e860338fe00f2a8e80e10f7b2c312510e8fc05fbdf3b9
